location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.82823526139799,40.53420401955413,52.77%,88.04%,85.47%,168911,24923741
Los Angeles,102.78194243790838,55.03794852055123,46.45%,83.89%,82.25%,129475,20586504
Chicago,63.789349273848345,29.217702870398575,54.20%,86.47%,84.11%,63225,10113705
Houston,53.87992977573307,34.53107643890964,35.91%,71.70%,72.04%,74925,14384288
Phoenix,60.731269052501396,28.239196723259678,53.50%,79.92%,80.86%,23471,3730549
Philadelphia,55.17445156086163,31.842869036484895,42.29%,79.09%,79.43%,34421,6782449
San Antonio,45.32043157051517,26.812084817655045,40.84%,77.15%,76.53%,34299,5488033
San Diego,79.33353093754538,39.72735232717233,49.92%,87.12%,87.86%,31664,4127282
Dallas,64.24629995375004,35.28174285290518,45.08%,74.64%,72.38%,30206,5622563
San Jose,60.415821086159454,24.527182781263544,59.40%,88.78%,89.01%,14095,1987738
Austin,72.52815027903503,35.58780910659252,50.93%,82.67%,82.84%,30240,4400405
Jacksonville,47.46815519691305,34.84545092471431,26.59%,54.22%,54.14%,672,75862
Fort Worth,51.2321217615652,31.34771194023002,38.81%,70.29%,72.45%,14752,2223776
Columbus,44.562712014862775,24.299703950654838,45.47%,75.92%,76.61%,20731,3633732
San Francisco,113.34388829206836,41.81254776337079,63.11%,95.10%,93.77%,33355,3987274
Charlotte,57.96763647406106,30.91692309476642,46.67%,74.00%,73.77%,18613,3452928
Indianapolis,46.47168407304163,23.754084955367997,48.88%,78.67%,79.82%,16672,2661317
Seattle,98.98553568252319,31.1600530225044,68.52%,95.80%,94.71%,21571,3094648
Denver,81.64983048041483,36.81042620473313,54.92%,82.71%,82.03%,15348,2151410
Washington,80.30133928156417,35.1588769639357,56.22%,89.69%,88.68%,40970,6135916
Boston,75.62857607849529,32.15269178399659,57.49%,88.35%,85.21%,22131,2841828
El Paso,50.97697465253899,29.66300327779524,41.81%,86.92%,89.62%,9570,1460742
Detroit,53.92873879995926,40.779288987678235,24.38%,71.23%,67.25%,9961,1909734
Nashville,72.8427359500721,36.22916254737501,50.26%,77.79%,77.89%,19783,3145603
Portland,79.23967775391644,35.09731040640312,55.71%,90.21%,87.64%,16423,3023417
Memphis,48.33080832853728,30.211177171292505,37.49%,73.56%,71.10%,11099,2093243
Oklahoma City,46.15400320796357,26.373572866815206,42.86%,70.60%,70.79%,9088,1480248
Las Vegas,82.84651894075189,52.17046277542503,37.03%,72.36%,74.00%,16830,2468589
Louisville,45.902380620442145,23.02153035264379,49.85%,76.30%,77.42%,7204,1101971
Baltimore,45.111112983524855,21.962144908075537,51.32%,78.21%,79.84%,12893,2661287
Milwaukee,52.83824717355421,27.98377855900736,47.04%,79.99%,77.89%,7974,1310629
Albuquerque,51.29203823240794,23.280950376213397,54.61%,87.59%,88.12%,6599,944385
Tucson,53.83928052672331,27.811286111985236,48.34%,80.68%,78.02%,7741,1076897
Fresno,37.5438188839566,18.43622135900624,50.89%,74.30%,75.02%,7839,1219245
Mesa,48.64810794847407,29.95075377562354,38.43%,75.23%,74.72%,5284,781268
Sacramento,61.45465956326658,36.06398580516058,41.32%,78.88%,79.99%,9116,1394854
Atlanta,88.25130273028657,52.375305980851984,40.65%,66.50%,65.60%,32063,5547670
Kansas City,61.93802712122832,30.554683378237005,50.67%,78.05%,79.02%,9723,1416469
Colorado Springs,63.919678850292755,34.00605873700996,46.80%,87.09%,87.39%,4939,700144
Miami,113.87645481628581,72.87924575165975,36.00%,78.73%,78.71%,21810,1934191
Raleigh,51.71252454633864,24.586498313397424,52.46%,76.08%,71.44%,10842,1539193
Omaha,49.7586677346704,26.06625882996148,47.61%,84.08%,79.14%,8556,1031274
Long Beach,55.180735455553375,29.758819679281554,46.07%,74.64%,72.43%,10188,1705801
Virginia Beach,49.5177351085335,30.63013618361746,38.14%,81.87%,78.32%,6592,1064441
Oakland,87.34659761438486,29.493989876502205,66.23%,89.20%,90.73%,9883,1784641
Minneapolis,69.65658140787588,30.309226489100308,56.49%,86.31%,86.14%,11389,1650788
Tulsa,49.49588355886883,27.849529523993645,43.73%,72.87%,73.12%,4973,721811
Arlington,56.08620675194653,28.09727491227973,49.90%,81.60%,79.78%,13875,2089018
Tampa,70.432661691339,33.937183426187126,51.82%,80.59%,77.26%,10097,1402296
New Orleans,55.676526352874944,31.75263828387096,42.97%,75.54%,75.30%,17157,3713022
Wichita,39.09110709309877,21.79472253273051,44.25%,72.18%,71.82%,5503,654187
Cleveland,53.72561071247885,31.84874240592102,40.72%,70.72%,68.23%,9471,1785769
Bakersfield,38.98135397717041,23.621414803903704,39.40%,65.35%,70.16%,5519,829032
Aurora,42.59488213600853,18.301986671391898,57.03%,86.66%,84.51%,694,55710
Anaheim,65.71104498996593,34.55830757953457,47.41%,72.25%,70.90%,8542,889008
Honolulu,139.89406036971693,70.02307434331072,49.95%,89.70%,85.63%,11636,1008147
Santa Ana,47.12233112091588,23.576231294866226,49.97%,70.69%,71.40%,2895,375661
Riverside,45.317602972232564,28.10389943558781,37.98%,68.21%,74.73%,5940,772133
Corpus Christi,48.86725329539874,35.032223377494844,28.31%,63.95%,69.49%,5146,669893
Lexington,41.932921715382946,20.578011600628866,50.93%,70.87%,66.96%,1206,144644
Stockton,41.52627413903679,27.822491104100262,33.00%,61.81%,62.31%,3437,547796
Henderson,72.45413171629744,36.535566405365564,49.57%,76.31%,75.19%,5202,961000
St Paul,54.71745275136041,21.21560179470386,61.23%,89.31%,85.05%,4327,632114
St Louis,55.090370625556886,25.682325617505338,53.38%,88.36%,85.93%,7093,1098139
Cincinnati,55.48451222095518,24.353352513219512,56.11%,77.50%,75.27%,6889,922665
Pittsburgh,54.07873746235686,29.24606665649467,45.92%,85.70%,85.09%,8992,1436150
Greensboro,36.562920511006936,23.86647125954978,34.72%,66.32%,64.66%,6987,1607586
Anchorage,112.15639719557777,44.87229284650519,59.99%,96.17%,89.89%,3439,568042
