location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.28230786340455,51.65975881369719,39.42%,74.31%,72.28%,185797,33559088
Los Angeles,102.8667184669718,69.78489767508965,32.16%,68.65%,67.54%,144725,27573155
Chicago,63.60542396199612,39.85517179489909,37.34%,72.04%,71.15%,70372,13762888
Houston,53.9245937182608,44.77103213655365,16.97%,55.98%,55.57%,85771,19557430
Phoenix,61.24565883650175,38.266455388259516,37.52%,65.96%,64.58%,26661,5162812
Philadelphia,54.497818330628526,40.07853724699606,26.46%,67.02%,65.71%,39004,9244619
San Antonio,45.751389428776726,34.62296940413287,24.32%,61.62%,62.03%,38584,7313957
San Diego,79.29827382805476,51.09272984184346,35.57%,73.52%,72.65%,34905,5594345
Dallas,64.88792222727346,46.616440245592294,28.16%,58.02%,56.69%,34849,7698359
San Jose,60.179665245229046,36.71229967782123,39.00%,80.13%,79.66%,15539,2551651
Austin,72.77158427477633,44.6592941454578,38.63%,67.76%,67.15%,33527,5884859
Jacksonville,47.00981803757104,40.001994041043766,14.91%,40.81%,40.81%,754,96913
Fort Worth,51.87419070362535,40.72841825264856,21.49%,55.61%,55.08%,16552,2975731
Columbus,44.21033661317658,30.374580508728975,31.30%,63.14%,62.68%,22912,4838882
San Francisco,112.05768172307013,53.28694500787631,52.45%,86.47%,85.40%,35890,5324217
Charlotte,58.028968225137824,39.90788048551423,31.23%,59.32%,59.41%,21060,4770617
Indianapolis,46.3899550843501,31.143251400274156,32.87%,62.68%,62.54%,18511,3583938
Seattle,98.01312112305685,44.4949872215465,54.60%,86.67%,86.56%,23687,4234621
Denver,81.15066613879983,48.707763424456836,39.98%,71.99%,71.82%,17414,3093334
Washington,80.83523482199041,52.432112361711496,35.14%,78.01%,76.88%,44909,8133951
Boston,74.11111906321185,41.43965265062228,44.08%,77.37%,76.18%,23954,3719705
El Paso,50.86711547563177,38.80475604048808,23.71%,67.96%,69.03%,10705,1905519
Detroit,53.39698480529546,48.98946971054622,8.25%,53.51%,52.07%,11385,2613665
Nashville,72.92700824142105,45.33246384781751,37.84%,63.07%,61.31%,21761,4262123
Portland,79.50029275004945,44.72624661871301,43.74%,80.70%,79.65%,18299,4157465
Memphis,49.346553219503754,37.207876411321806,24.60%,60.14%,58.69%,12698,2890220
Oklahoma City,45.57627409877633,32.487062069009745,28.72%,57.06%,57.81%,10210,2038327
Las Vegas,83.8428256288466,64.27851260957496,23.33%,57.65%,58.21%,19371,3411205
Louisville,45.73203613042828,31.174694382370248,31.83%,61.31%,60.75%,7943,1518771
Baltimore,46.00855906359932,31.58032892702496,31.36%,65.40%,64.66%,14618,3566922
Milwaukee,52.798078047817924,37.1053278645611,29.72%,58.71%,58.42%,9046,1858700
Albuquerque,51.75924004198026,34.05341758176517,34.21%,70.86%,70.26%,7394,1282287
Tucson,53.636256265667136,37.13820282593205,30.76%,65.07%,64.73%,8676,1463140
Fresno,37.7843242132261,27.091766714848625,28.30%,57.11%,59.38%,8765,1569458
Mesa,47.4455181715915,35.88976889018592,24.36%,61.70%,60.93%,5916,1017527
Sacramento,62.83203663949748,52.61214204479063,16.27%,66.53%,66.45%,10296,1882830
Atlanta,89.124099076168,66.67346481492866,25.19%,52.01%,50.70%,37133,7572669
Kansas City,61.07648639694986,39.82301836821635,34.80%,64.69%,63.13%,10815,1966449
Colorado Springs,63.861874534982796,42.97264914265365,32.71%,71.48%,71.88%,5563,914987
Miami,114.53079537161723,87.61229011111307,23.50%,60.46%,59.61%,25790,2696046
Raleigh,52.46639465558399,32.29727584837781,38.44%,63.70%,64.07%,11892,2063898
Omaha,49.753487318278445,34.51701929796987,30.62%,67.27%,67.40%,9500,1401381
Long Beach,56.07990657107111,37.32540168503405,33.44%,61.59%,60.50%,11346,2246961
Virginia Beach,50.578858361810845,40.219535849295355,20.48%,65.71%,64.20%,7373,1422819
