location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,84.91210051236934,55.34038667115826,34.83%,69.06%,67.25%,177892,33634149
Los Angeles,103.00599620054483,75.16477567525892,27.03%,63.10%,62.05%,138966,27476159
Chicago,63.68251066068419,43.78264436078807,31.25%,65.55%,64.53%,67574,13844767
Houston,53.8384451746175,47.99351882816174,10.86%,52.02%,51.28%,82355,19472685
Phoenix,61.59618541669235,42.33951673967684,31.26%,61.24%,60.11%,25476,5193218
Philadelphia,54.784777953311774,42.827213919486354,21.83%,62.91%,61.04%,37255,9150043
San Antonio,45.83631449462618,36.74546895448239,19.83%,58.28%,58.72%,36757,7341757
San Diego,78.29093172815854,56.045893882290876,28.41%,68.59%,67.05%,33256,5520437
Dallas,65.3163396770519,50.97305896156354,21.96%,51.54%,51.12%,33497,7921970
San Jose,59.87207959910541,41.722271905968,30.31%,75.66%,74.41%,14675,2480842
Austin,72.73761828246982,49.59110272056875,31.82%,62.97%,62.16%,31951,5953296
Jacksonville,48.55644779220288,45.61627404253002,6.06%,34.57%,26.87%,728,94244
Fort Worth,51.76386652890593,43.633838879181845,15.71%,51.13%,50.70%,15688,2915947
Columbus,44.44726267919005,32.790719261899746,26.23%,58.64%,58.13%,21811,4871980
San Francisco,111.27048690844376,57.94351807741536,47.93%,80.17%,78.59%,38475,6916192
Charlotte,58.06229936748677,42.191227326426024,27.33%,55.83%,55.66%,20061,4839344
Indianapolis,46.17953553698514,33.31690405416766,27.85%,59.39%,59.24%,17642,3499258
Seattle,97.8561806745972,51.001588505253146,47.88%,82.35%,82.15%,22485,4235474
Denver,81.37624989903615,53.15039693245629,34.69%,68.20%,68.07%,16694,3101201
Washington,81.11248710458936,56.96038548917704,29.78%,73.72%,72.63%,42874,8115029
Boston,75.00135766806977,47.247332455195235,37.00%,71.02%,69.83%,22918,3707434
El Paso,51.14004032914706,41.75781263787463,18.35%,62.85%,63.03%,10275,1900669
Detroit,53.58959459267208,49.67662189083237,7.30%,50.38%,47.49%,10962,2684552
Nashville,71.4994855268014,47.44399245424024,33.64%,58.68%,57.24%,20797,4164251
Portland,80.10837964754472,50.241067709292295,37.28%,76.68%,75.18%,17471,4072331
Memphis,48.66673581182924,39.46977145555816,18.90%,56.53%,55.23%,12172,2900647
Oklahoma City,45.12668866202648,34.12826187153334,24.37%,54.86%,55.79%,9714,2103750
Las Vegas,83.28583832605047,65.79102290143683,21.01%,54.42%,54.65%,18468,3398859
Louisville,45.938017948773904,33.39684702830202,27.30%,55.23%,55.03%,7620,1449704
Baltimore,45.16515089015073,34.08505619801244,24.53%,59.29%,58.47%,14106,3587338
Milwaukee,53.00752565088404,40.63885146432327,23.33%,51.82%,50.80%,8671,1865203
Albuquerque,50.72148231187992,37.626838993961805,25.82%,65.45%,64.19%,7016,1310281
Tucson,54.43729078142753,42.03179863056184,22.79%,58.99%,59.34%,8363,1457748
Fresno,37.05050302171938,28.728550713645507,22.46%,52.56%,55.09%,8400,1569644
Mesa,47.41961694035244,37.438440076441026,21.05%,57.45%,54.71%,5612,1027719
Sacramento,61.251866125341714,55.89652316806335,8.74%,61.06%,60.40%,9896,1884466
Atlanta,89.55504605788414,70.16501531830208,21.65%,48.05%,47.05%,35994,7741084
Kansas City,61.48063324654864,43.288946848707084,29.59%,59.34%,59.32%,10306,2045557
Colorado Springs,62.917944999931414,45.422439429882836,27.81%,69.83%,65.39%,5333,940025
Miami,114.16383057479663,91.66428379686542,19.71%,55.79%,54.42%,24803,2682153
Raleigh,52.399679465819,35.533710266315275,32.19%,61.02%,60.98%,11264,2068295
Omaha,49.49153684201108,38.45178233462982,22.31%,60.80%,61.24%,9010,1406317
Long Beach,56.14853264244736,40.54356084193909,27.79%,56.77%,55.12%,10833,2227440
Virginia Beach,50.39601388322936,42.73639852511776,15.20%,65.50%,62.43%,7014,1399088
Oakland,86.69046124247413,50.73996517058353,41.47%,73.92%,73.75%,10295,2359901
Minneapolis,68.73012119037239,41.68367444041664,39.35%,67.10%,66.81%,11895,2301533
Tulsa,50.595220804698734,37.95386719921951,24.99%,60.89%,58.02%,5387,1082048
Arlington,55.95683228923816,39.300827965774786,29.77%,66.11%,65.91%,14716,2778873
Tampa,70.84034300187686,49.95156884701369,29.49%,62.40%,59.99%,11086,1996840
New Orleans,55.969674504626006,44.21398671059559,21.00%,48.45%,49.27%,18066,4845685
Wichita,39.129975026849685,30.132494674979398,22.99%,52.60%,52.44%,5731,867423
Cleveland,53.72110491427315,44.1818833504863,17.76%,48.84%,46.66%,10154,2449120
Bakersfield,39.0229179866249,35.865579884839875,8.09%,53.20%,53.11%,5891,1052030
Aurora,43.979032500029,23.16011169438346,47.34%,71.60%,72.22%,742,74809
Anaheim,65.6017504119626,46.091407411923576,29.74%,53.64%,53.25%,8574,1122655
Honolulu,137.85967995855503,101.0267093122582,26.72%,69.09%,64.86%,12306,1325448
Santa Ana,45.30373428768139,31.887714303703454,29.61%,55.50%,56.18%,3096,499848
Riverside,45.55013448955897,39.928651973571846,12.34%,53.15%,53.75%,6242,999328
Corpus Christi,48.62510496429671,41.82494433129896,13.98%,43.03%,43.95%,5430,845522
Lexington,42.61333260576235,29.4862651071234,30.81%,51.66%,50.69%,1255,178527
Stockton,40.31466529668539,37.5085339889109,6.96%,48.40%,48.14%,3657,658117
Henderson,73.23071759798131,57.486906096900526,21.50%,56.61%,56.00%,5656,1297149
St Paul,56.93058670522061,32.84208871500311,42.31%,72.34%,71.29%,4484,870362
St Louis,55.674481257949374,37.75300500030076,32.19%,68.82%,67.60%,7594,1523640
