location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.15471062769798,54.59053553843507,35.89%,70.58%,68.74%,190583,35556636
Los Angeles,102.89961849313481,74.04918075351306,28.04%,64.57%,63.39%,148765,29246705
Chicago,63.644541083890196,42.4445552383652,33.31%,67.34%,66.52%,72454,14631832
Houston,53.94471447927461,46.99832232809411,12.88%,53.16%,52.54%,88319,20659132
Phoenix,61.42643187711404,41.84128658201803,31.88%,62.70%,61.48%,27382,5480102
Philadelphia,54.50147485538628,41.88700219885309,23.15%,64.03%,62.54%,40036,9808356
San Antonio,45.72875264673465,36.181819659461596,20.88%,59.41%,59.66%,39558,7763380
San Diego,79.2013849313126,54.38861473568387,31.33%,69.98%,68.80%,35829,5916497
Dallas,64.900668841401,49.63330671994283,23.52%,53.45%,52.87%,35922,8238543
San Jose,60.14004611405227,41.1804383470795,31.53%,77.58%,76.33%,15869,2672720
Austin,72.59483736701065,47.90762249395892,34.01%,65.10%,64.65%,34412,6246337
Jacksonville,47.48987654089645,41.41305379456405,12.80%,37.17%,37.04%,765,100719
Fort Worth,51.82209892170037,42.42576576445885,18.13%,53.06%,52.59%,16912,3146490
Columbus,44.103235631775824,32.15677553225745,27.09%,59.79%,58.84%,23417,5117830
San Francisco,111.87985478771733,56.30870122965548,49.67%,82.74%,81.65%,40251,6923748
Charlotte,57.84155435852606,41.69095020141268,27.92%,55.66%,55.13%,21636,5077946
Indianapolis,46.343770589494994,32.556453178029784,29.75%,59.56%,59.00%,18942,3819017
Seattle,98.02842788755733,49.85062547103584,49.15%,83.18%,83.18%,24303,4531602
Denver,81.22475773904448,52.22960317077438,35.70%,68.83%,68.26%,17882,3270283
Washington,80.94673023275807,54.82757143812268,32.27%,74.45%,73.80%,46066,8554490
Boston,74.3728821259898,44.91385598021925,39.61%,73.14%,72.28%,24613,3961441
El Paso,50.88063047914173,40.794928427490525,19.82%,65.14%,64.83%,11024,2023617
Detroit,53.50093860001668,50.089796045970914,6.38%,50.97%,48.76%,11734,2819271
Nashville,72.7673740858505,48.42126495988645,33.46%,59.03%,57.56%,22339,4543138
Portland,79.32559690809347,48.48792571095451,38.87%,77.85%,76.55%,18727,4442440
