location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
AK,123.05332267629511,69.78617792633281,43.29%,73.00%,70.33%,3126,488139
AL,48.297105712820404,41.38211659725197,14.32%,41.00%,41.30%,23822,4861209
AR,50.00956342473913,39.92184530504557,20.17%,49.06%,49.46%,12270,2205981
AZ,62.210734805400776,45.200868888415044,27.34%,61.86%,60.95%,41283,7219244
CA,78.14287116411226,57.22760317604714,26.77%,62.88%,62.35%,290025,51391753
CO,71.68172567151035,49.15716973555022,31.42%,62.32%,61.18%,29585,5031606
CT,45.81669274427319,31.394542030859668,31.48%,62.61%,62.42%,15631,2984365
DC,79.10294176796889,51.42386713065741,34.99%,75.58%,74.87%,16674,3396073
DE,43.942215379700365,35.06373270366939,20.20%,56.35%,57.01%,4807,1072627
FL,76.51543374596581,59.192405456997896,22.64%,52.42%,52.07%,133789,23939281
GA,66.54618823706276,54.79225889569055,17.66%,43.11%,42.99%,73812,16251545
HI,143.00804711350668,117.27387860088812,17.99%,69.90%,69.07%,11794,1455568
IA,49.774822343791946,35.70277173640734,28.27%,57.02%,57.62%,14738,2029966
ID,70.03389969751404,47.5923426473551,32.04%,56.02%,56.23%,5648,940466
IL,54.93218480112997,39.901238571836494,27.36%,63.69%,62.28%,69118,12133029
IN,44.913196973314946,35.07647715716421,21.90%,57.18%,57.17%,35777,5662202
KS,65.20318787119164,50.61908799111344,22.37%,51.41%,50.97%,16175,2247836
KY,45.65812950220117,33.04612657911014,27.62%,56.99%,57.64%,22223,3477063
LA,44.6318695872977,40.92319918985667,8.31%,38.84%,38.92%,32356,8476502
MA,58.15879302208482,35.41333179792519,39.11%,69.79%,68.64%,38562,6596785
MD,45.45399103688375,32.57039959311815,28.34%,61.61%,61.49%,37330,7978155
ME,62.25991633577051,41.3360451081242,33.61%,62.91%,59.64%,4187,772096
MI,56.123329581711864,45.79586625236575,18.40%,55.99%,56.00%,43963,7574528
MN,64.62535363854245,42.43807360335215,34.33%,61.92%,61.32%,24589,3983910
MO,53.18354004893754,38.89551785371343,26.87%,59.27%,59.22%,28733,4888474
MS,49.91855933751978,45.345725726088865,9.16%,37.90%,38.54%,13454,2848545
MT,70.57940738045288,54.42153435282189,22.89%,44.00%,44.00%,3089,423952
NC,51.37227456915831,38.87648069390743,24.32%,53.87%,53.76%,55935,10554935
ND,66.36140242389044,46.025883175227165,30.64%,52.12%,47.41%,3074,356123
NE,56.26595650572817,45.44597330208732,19.23%,54.65%,54.74%,10928,1593370
NH,53.347105561466115,30.980282500126425,41.93%,62.66%,59.52%,5001,789143
NJ,50.92500492512497,33.32485307703878,34.56%,65.16%,64.56%,45713,7814067
NM,58.40660454734029,43.41565844440147,25.67%,60.66%,58.55%,8182,1489406
NV,82.22315684528427,64.09401372245779,22.05%,53.89%,54.45%,28681,5441632
NY,70.79912519504616,45.67084548891289,35.49%,66.71%,65.31%,132714,26657257
OH,45.10087706335125,35.167124306993216,22.03%,54.96%,54.79%,66815,11904320
OK,53.29651658711436,41.31409164171951,22.48%,48.43%,49.10%,20444,3346949
OR,71.18021182564051,49.00826104588248,31.15%,66.83%,66.72%,20700,4632433
PA,55.35053166729138,40.386169459561195,27.04%,58.53%,58.05%,62438,12451121
PR,42.91588289133009,41.20562881562528,3.99%,61.76%,61.22%,4250,712774
RI,51.67952683281772,26.193496895580296,49.32%,70.49%,69.20%,5508,998947
SC,49.49378375942241,37.86088011414164,23.50%,47.34%,46.95%,24073,4487612
SD,70.01557199213578,53.546798228924025,23.52%,53.74%,50.29%,3257,406583
TN,56.30415504850091,42.258708661812705,24.95%,50.47%,49.64%,40154,7396866
TX,72.20219308034537,53.93735994862891,25.30%,49.06%,48.96%,226829,42261528
UT,67.78786257045543,51.01769003574228,24.74%,62.94%,62.62%,13310,2205282
VA,55.96118343845733,40.33698315066618,27.92%,59.85%,59.32%,46667,9273061
VI,117.23444133160068,101.08634187815655,13.77%,84.14%,84.37%,419,33177
VT,58.651433277986165,36.207526590562175,38.27%,77.04%,70.86%,2209,376041
WA,75.88794815817616,45.65125560464989,39.84%,72.05%,71.14%,37883,6672285
WI,56.21114830146693,37.23141357848228,33.77%,59.76%,59.75%,19670,3260446
WV,44.640886374200576,36.71889347460613,17.75%,45.87%,45.56%,7590,1172031
WY,71.24161009553832,61.64294409876091,13.47%,44.90%,45.65%,1793,227462
United States,65.38917792784584,48.26071739460071,26.19%,57.17%,56.71%,2063155,366995635
