location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.25917233271724,50.97097332497452,40.22%,75.29%,73.41%,185070,33216220
Los Angeles,102.82771273057699,68.8945985861707,33.00%,69.45%,68.30%,144129,27276646
Chicago,63.60584247675473,39.22691230116267,38.33%,72.70%,71.71%,69977,13607745
Houston,53.92940043222116,44.11260984581681,18.20%,56.47%,55.98%,85345,19368810
Phoenix,61.295316118697116,37.44361698597429,38.91%,66.70%,65.49%,26525,5107287
Philadelphia,54.48459601393025,39.516995638112824,27.47%,67.59%,65.99%,38823,9162253
San Antonio,45.73296524590779,33.87977901163479,25.92%,62.22%,63.07%,38387,7242606
San Diego,79.28837513970856,50.12663335985528,36.78%,74.74%,73.51%,34732,5534601
Dallas,64.94627697398911,45.85840949399275,29.39%,58.79%,57.33%,34659,7623641
San Jose,60.160221622701364,35.89936400353261,40.33%,80.49%,79.96%,15488,2532385
Austin,72.80768184805845,43.71384643636487,39.96%,68.43%,68.21%,33403,5814189
Jacksonville,47.00981803757104,39.06251894313958,16.91%,40.81%,40.81%,750,96046
Fort Worth,51.834198240142484,40.114789713315666,22.61%,55.68%,55.22%,16474,2942072
Columbus,44.2078343389864,29.860651279004088,32.45%,63.68%,63.57%,22818,4797653
San Francisco,112.05113488427406,52.27624184176633,53.35%,87.09%,85.86%,35773,5277435
Charlotte,57.97079218344015,39.17902766848448,32.42%,59.95%,60.13%,20969,4722451
Indianapolis,46.4650176721611,30.745327238722734,33.83%,63.68%,63.16%,18451,3591999
Seattle,97.97653606604955,43.61564247592572,55.48%,87.54%,87.61%,23590,4185417
Denver,81.11709810051201,48.1878101822497,40.59%,73.13%,73.21%,17339,3068032
Washington,80.9190299709079,51.78988641030613,36.00%,78.50%,77.43%,44752,8059263
Boston,74.01965538129376,40.820483613789,44.85%,78.53%,76.98%,23879,3685216
El Paso,50.850966989731354,38.363141298357185,24.56%,69.10%,69.59%,10664,1887497
Detroit,53.41015306827731,48.69108684687193,8.84%,54.62%,52.52%,11329,2582415
Nashville,72.88545351303543,44.52224396945907,38.91%,63.81%,62.40%,21702,4223904
Portland,79.48693217000357,44.59782550310623,43.89%,81.04%,80.45%,18217,4114067
Memphis,49.36254164900857,36.73022456782812,25.59%,60.35%,58.92%,12645,2857489
Oklahoma City,46.14921704697311,32.816401237802815,28.89%,57.45%,58.61%,10169,2020701
Las Vegas,83.75849302795015,63.512906348618735,24.17%,58.22%,58.73%,19282,3333040
Louisville,45.74542771174136,30.5412551101823,33.24%,61.58%,60.91%,7916,1501634
Baltimore,45.9358129423007,30.928642606510305,32.67%,66.05%,65.36%,14557,3533592
Milwaukee,52.57152377513861,36.89701864529237,29.82%,59.04%,59.08%,8966,1833057
