location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Tucson,51.700886052189944,29.4887705984318,42.96%,71.07%,72.71%,7508,1180624
Fresno,37.69698469699789,21.468553548154365,43.05%,65.13%,68.24%,7618,1277585
Mesa,48.45733445031025,33.412440725821796,31.05%,73.82%,74.28%,5159,869517
Sacramento,61.173844888115624,42.75447470962874,30.11%,72.24%,73.74%,8867,1455211
Atlanta,89.44558812829689,58.59335241657112,34.49%,59.18%,57.23%,31629,6135606
Kansas City,60.76428804800924,32.03488808265861,47.28%,72.12%,72.03%,9332,1590928
Colorado Springs,64.24874610928461,38.05967426660047,40.76%,75.68%,78.70%,4815,778395
Miami,112.61792186507475,78.9770360165385,29.87%,67.19%,67.09%,21354,2120266
Raleigh,51.94637401498329,27.449707049432888,47.16%,70.83%,71.27%,10365,1638994
Omaha,49.83894572542219,29.02585536835592,41.76%,73.59%,73.86%,8209,1142686
Long Beach,54.94849009009692,32.78770924116607,40.33%,67.85%,68.89%,9845,1790214
Virginia Beach,50.06666186086405,34.35417530585506,31.38%,73.85%,72.76%,6453,1168352
Oakland,86.35668098599176,34.33334170362656,60.24%,84.67%,85.99%,9504,1955963
Minneapolis,68.92501059624269,32.213884067588,53.26%,82.84%,81.87%,10855,1872980
Tulsa,50.25116730370137,29.972185497451363,40.36%,72.17%,69.40%,4839,830072
Arlington,55.58738718913131,30.285169388691287,45.52%,74.87%,74.08%,13392,2350858
Tampa,70.94176759800617,39.41004318776947,44.45%,70.76%,69.45%,9863,1548376
New Orleans,55.46701208692922,34.0737671626461,38.57%,64.25%,62.66%,16515,4055993
Wichita,38.9281183340366,23.43121029252701,39.81%,65.74%,61.89%,5215,698014
Cleveland,53.681099070369996,35.42682095727516,34.01%,60.05%,58.92%,9130,1939195
Bakersfield,38.70470947529208,26.064070610460302,32.66%,60.29%,62.76%,5378,887609
Aurora,43.152330711,15.39507537279948,64.32%,77.85%,80.23%,684,61082
Anaheim,65.30983263459412,36.26158414932417,44.48%,65.93%,67.11%,8026,944617
Honolulu,138.738332837697,70.50425400010792,49.18%,82.54%,78.17%,11088,1101313
Santa Ana,44.20304037155744,22.334092902907102,49.47%,65.31%,64.54%,2854,420484
Riverside,44.95221519321571,30.49246534586428,32.17%,67.04%,67.38%,5697,808679
Corpus Christi,49.10099050995696,36.590784762446496,25.48%,55.48%,56.82%,4932,726035
Lexington,41.03381875512041,25.258460552882628,38.44%,62.53%,62.49%,1159,156820
Stockton,40.73775878358234,30.422214772117556,25.32%,55.76%,61.10%,3401,580755
Henderson,71.12754084088672,42.8289743782878,39.79%,68.32%,69.45%,5113,1059406
St Paul,56.41551452122234,24.414252579179514,56.72%,86.73%,84.80%,4135,693279
St Louis,55.723992389645346,28.74958944210125,48.41%,82.04%,79.82%,6811,1194133
Cincinnati,53.61664616863438,24.15057984318446,54.96%,70.53%,69.16%,6611,1022592
Pittsburgh,53.65565754900101,27.486915020334873,48.77%,80.13%,79.51%,8553,1592590
Greensboro,36.27637968437565,25.988713107525697,28.36%,56.70%,57.86%,6811,1746746
Anchorage,109.21354832985342,50.85162811640439,53.44%,92.51%,91.07%,3375,636894
Plano,59.84415039893273,31.047393631645658,48.12%,78.60%,77.61%,4062,727237
Lincoln,52.788225297710134,28.983900225162817,45.09%,66.27%,66.97%,5437,607675
Orlando,91.63288600793027,62.85774280227304,31.40%,62.95%,60.98%,12967,1935265
Irvine,79.5094062657079,39.033154336050565,50.91%,81.41%,81.86%,4292,630200
Newark,55.050581192888814,28.73227679814134,47.81%,67.63%,66.73%,5911,1022077
Toledo,40.34676683306723,27.204212432790694,32.57%,69.47%,65.64%,3614,647548
Durham,49.689805487782856,24.954404764320753,49.78%,69.93%,69.75%,5486,1226776
Chula Vista,56.93938642446609,33.32589248768577,41.47%,76.03%,75.83%,2821,414933
Fort Wayne,43.02314480402893,28.003336647503044,34.91%,63.27%,59.18%,3263,424624
Jersey City,58.27090007190741,27.247039856692414,53.24%,80.60%,81.11%,4449,781560
St Petersburg,64.69932628070111,34.13240316908218,47.24%,72.95%,72.37%,3870,751191
Laredo,38.221302434983286,28.872933444303545,24.46%,54.84%,46.47%,2156,291232
Madison,43.984569810460485,18.596467952673695,57.72%,73.10%,74.41%,890,94674
Chandler,59.05649276124762,34.27975700183524,41.95%,72.37%,71.48%,3326,472872
Buffalo,42.4490850752432,27.209802427202987,35.90%,68.86%,68.90%,4954,967230
Lubbock,53.19601866813248,38.50963172244395,27.61%,54.66%,58.90%,5737,742665
Scottsdale,88.32858557771908,45.96396767993869,47.96%,79.13%,78.98%,4552,616314
Reno,57.266328825699844,30.67391315595542,46.44%,77.86%,77.24%,4671,706432
Glendale,59.56159087663371,17.956948229706256,69.85%,78.94%,85.76%,218,27353
Gilbert,65.47720485947691,31.29853985718874,52.20%,74.35%,70.52%,3731,472196
Winston-Salem,38.513749684086314,25.81591763811088,32.97%,60.74%,60.71%,3487,640196
North Las Vegas,46.7682075396176,31.948236922948755,31.69%,62.48%,65.22%,2855,486527
Norfolk,45.31742607386428,32.2801212472092,28.77%,61.38%,63.02%,5026,1249200
Chesapeake,40.85887942602449,25.852234836993997,36.73%,63.28%,61.54%,2201,478449
Garland,35.36490797883017,28.681711655998583,18.90%,59.36%,56.58%,3194,564990
Irving,56.69998926031287,34.178516902927726,39.72%,66.37%,65.41%,3887,664672
Hialeah,34.90609512990227,28.93341072543603,17.11%,65.85%,65.66%,1804,264076
Fremont,79.78098378004262,42.03721960143881,47.31%,83.08%,83.62%,2825,430774
Boise,67.34835044305628,31.031863797261455,53.92%,77.21%,78.71%,3044,482677
Richmond,53.48395094670035,34.66525245236204,35.19%,69.35%,70.48%,8425,1578296
Baton Rouge,43.04373498102276,30.141425493031445,29.97%,49.60%,50.27%,7172,2200709
Spokane,59.03284908643583,36.207607638273075,38.67%,67.63%,67.28%,2229,335031
