location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.47816676363378,44.043554681337405,48.47%,81.16%,80.17%,161244,27549196
Los Angeles,102.89721815197608,60.78603148154241,40.93%,76.19%,75.99%,125132,22435296
Chicago,63.40906355248175,32.3843125951717,48.93%,80.37%,80.09%,60799,11080510
Houston,54.16433590600159,38.29542324843633,29.30%,62.73%,64.05%,73601,15864320
Phoenix,61.482038465001786,32.04481096379853,47.88%,72.81%,72.81%,22876,4204511
Philadelphia,54.556910289962886,34.754484644044744,36.30%,73.50%,72.23%,33903,7428228
San Antonio,45.58815502145287,28.9907971791486,36.41%,68.37%,68.70%,33315,6020517
San Diego,78.4851022710996,43.173080029596036,44.99%,79.66%,79.92%,30224,4534142
Dallas,63.44594475200883,39.7285712641766,37.38%,65.98%,64.23%,29809,6337502
San Jose,59.589152418637866,29.087123876965297,51.19%,84.20%,84.70%,13598,2085014
Austin,72.75535146756,38.12458467801107,47.60%,74.32%,75.11%,29079,4718685
Jacksonville,47.01901540193337,36.94717910363572,21.42%,43.19%,54.22%,656,79994
Fort Worth,52.10154664652309,34.220722969760416,34.32%,64.12%,63.82%,14295,2429342
Columbus,44.14768002274024,24.790579699291527,43.85%,69.71%,69.91%,19985,4001926
San Francisco,113.40504093546349,45.54840714956341,59.84%,91.21%,91.23%,31445,4360827
Charlotte,57.06050194155721,32.48196837982851,43.07%,66.23%,66.49%,18145,3855550
Indianapolis,47.1085497501961,26.37114032859993,44.02%,71.64%,71.10%,16004,2939743
Seattle,97.7864877459921,35.07453897834298,64.13%,92.38%,92.32%,20551,3415751
Denver,81.05364207880591,40.18670917180112,50.42%,78.63%,79.44%,14815,2423100
Washington,80.03770342896082,43.46929326423767,45.69%,84.21%,84.40%,39308,6759352
Boston,74.96672751355894,34.34712227046026,54.18%,84.96%,83.80%,20924,3088469
El Paso,51.47236718311772,32.67088086794965,36.53%,76.09%,77.63%,9323,1572350
Detroit,54.08875318609245,43.70013397802807,19.21%,65.15%,61.52%,9803,2155204
Nashville,72.04239326730053,37.67390855344295,47.71%,69.83%,70.21%,18843,3492779
Portland,79.15732754129311,36.85424720071006,53.44%,86.79%,86.44%,15860,3352233
Memphis,49.84333207595222,31.715739049391384,36.37%,66.62%,63.64%,10936,2425829
Oklahoma City,45.67846785367674,26.73016845609565,41.48%,65.41%,67.31%,8830,1658094
Las Vegas,84.66527564343949,58.146120139199155,31.32%,63.71%,65.56%,16522,2712972
Louisville,45.584076648253564,25.125188179294295,44.88%,68.56%,68.40%,6884,1237284
Baltimore,45.179157250502676,26.338500062939392,41.70%,71.95%,72.68%,12628,2876704
Milwaukee,53.958017524031966,31.678815723512866,41.29%,72.69%,72.89%,7700,1508354
Albuquerque,50.80770822858376,25.192741153693163,50.42%,81.81%,81.08%,6364,1011633
