location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.17139915677636,54.32471604127341,36.22%,70.95%,68.99%,190158,35388375
Los Angeles,102.87379574221478,73.74220312878064,28.32%,65.00%,63.66%,148351,29114671
Chicago,63.630282816999724,42.1725267591795,33.72%,67.85%,66.75%,72282,14590317
Houston,53.894398817230844,46.78109937399615,13.20%,53.26%,52.66%,88125,20561091
Phoenix,61.434367951842106,41.66991051111353,32.17%,62.85%,61.72%,27323,5452231
Philadelphia,54.494439830894486,41.74665648706432,23.39%,64.31%,62.92%,39964,9760320
San Antonio,45.720964757776,36.0727042181597,21.10%,59.54%,59.83%,39474,7718967
San Diego,79.1392841499764,54.04462741056381,31.71%,70.12%,69.26%,35707,5885318
Dallas,64.9026096135709,49.311466860145515,24.02%,53.97%,53.18%,35833,8182948
San Jose,60.142426318494806,40.643248063935076,32.42%,77.48%,76.53%,15845,2661753
Austin,72.5836258389368,47.541840871409796,34.50%,65.29%,65.07%,34321,6211903
Jacksonville,47.41662727278366,41.10047679397074,13.32%,37.46%,37.36%,761,100173
Fort Worth,51.83410204518942,42.37814124645702,18.24%,53.06%,52.72%,16878,3127681
Columbus,44.086833417814525,32.02424708602003,27.36%,60.36%,59.28%,23382,5095197
San Francisco,111.87090337047606,56.04174847088801,49.90%,83.13%,82.09%,40073,6832512
Charlotte,57.84987202359213,41.626764135312,28.04%,55.81%,55.17%,21587,5048198
Indianapolis,46.34192014566873,32.429595439469345,30.02%,59.92%,59.24%,18903,3802659
Seattle,98.00669903811803,49.563205303572346,49.43%,83.32%,83.44%,24232,4506367
Denver,81.19914169111279,52.07140744564299,35.87%,69.13%,68.74%,17841,3249444
Washington,80.9126273859559,54.57836971622577,32.55%,74.87%,74.13%,45977,8518564
Boston,74.40044214858277,44.33318689331172,40.41%,73.94%,73.06%,24525,3935195
El Paso,50.87537437797617,40.73421245115326,19.93%,65.16%,65.01%,11005,2015408
Detroit,53.49154787966381,50.157284575045495,6.23%,50.72%,48.96%,11698,2766394
Nashville,72.77548085529769,48.15985592744406,33.82%,59.03%,57.74%,22300,4525001
Portland,79.30343987771963,48.22958961651228,39.18%,78.07%,76.61%,18692,4420141
Memphis,49.362904611293445,38.50643142984912,21.99%,57.17%,56.37%,13014,3046355
Oklahoma City,45.65697285144366,34.641919201353026,24.13%,54.95%,55.47%,10454,2155214
Las Vegas,83.7098780390491,65.28556009538994,22.01%,56.09%,56.25%,19876,3603421
Louisville,45.71645468749999,32.83564435484917,28.18%,57.80%,57.42%,8141,1607143
Baltimore,45.749720825685955,33.569493664152844,26.62%,63.07%,62.34%,15070,3771023
Milwaukee,52.6587657311779,39.16927973285105,25.62%,54.49%,54.89%,9344,1963587
Albuquerque,51.67400699101465,36.32982385831413,29.69%,70.10%,68.79%,7570,1355228
Tucson,53.7442752271254,40.21443267877991,25.17%,61.48%,61.04%,8924,1555096
Fresno,37.9505983349657,28.45782482569437,25.01%,54.71%,56.85%,8966,1643150
Mesa,47.283741539384046,37.16899024046292,21.39%,60.04%,58.09%,6073,1065440
Sacramento,62.54682997342109,55.1330745303244,11.85%,61.85%,61.06%,10576,1978554
Atlanta,89.38287354546681,69.02736471048546,22.77%,49.75%,48.79%,38338,8037635
Kansas City,61.01505481536803,42.126655687118074,30.96%,61.64%,60.87%,11038,2092755
Colorado Springs,64.4701326381195,44.88621798480837,30.38%,70.17%,67.64%,5723,971242
Miami,114.21832096724653,88.63731585454371,22.40%,57.28%,55.76%,26477,2849114
Raleigh,52.39710673278337,34.545768184587885,34.07%,61.12%,61.88%,12130,2181673
Omaha,49.73965618061142,36.88500146293468,25.84%,63.41%,63.00%,9694,1483474
Long Beach,56.224595981048424,39.8953273485566,29.04%,58.19%,57.07%,11606,2348222
Virginia Beach,50.64060057326279,41.99478566980906,17.07%,63.87%,63.39%,7529,1492032
Oakland,86.66982527978516,47.52981657386856,45.16%,75.15%,75.05%,11035,2522285
Minneapolis,68.8336283814669,41.00965392430578,40.42%,68.57%,68.57%,12772,2441822
Tulsa,50.07107426821414,36.616311978480965,26.87%,61.71%,59.56%,5788,1120055
Arlington,56.37411997353724,37.83611907661649,32.88%,65.55%,65.55%,15781,3003247
Tampa,70.88507882325422,47.73668723041868,32.66%,63.19%,61.55%,11844,2075957
New Orleans,56.268697322506796,44.434018234227054,21.03%,51.29%,51.12%,19353,5179145
Wichita,39.684483303070536,30.79515924451858,22.40%,54.28%,52.57%,6160,904860
Cleveland,53.36152600922808,43.08790732982115,19.25%,49.11%,47.17%,10900,2537152
Bakersfield,39.17547508591632,36.71234300562171,6.29%,52.68%,52.47%,6319,1125598
Aurora,42.27112442905597,23.666668904040847,44.01%,71.51%,72.46%,804,78327
Anaheim,65.36546551027018,45.507251426868294,30.38%,54.04%,53.97%,9212,1173021
Honolulu,139.74426362996576,104.89593653856444,24.94%,70.29%,64.92%,13270,1408067
Santa Ana,46.32356392395441,29.340103623890307,36.66%,57.58%,57.48%,3311,522117
Riverside,45.24836113012346,39.70152967075735,12.26%,54.49%,56.75%,6695,1039322
Corpus Christi,48.75828137023581,41.0539867402228,15.80%,45.54%,46.65%,5852,905022
Lexington,42.44428634686218,28.069158831061305,33.87%,51.31%,50.58%,1350,194239
Stockton,41.267225754144825,36.294538169977095,12.05%,50.00%,48.81%,3965,749489
Henderson,72.21506177095209,55.334686000662956,23.38%,58.60%,59.03%,6061,1381954
St Paul,55.98475950518667,32.006349836490074,42.83%,73.41%,72.60%,4793,917339
St Louis,54.98911820737577,36.49414469056603,33.63%,69.33%,68.43%,8130,1606667
Cincinnati,55.18646014028719,32.42841295804052,41.24%,59.94%,60.38%,7849,1339729
Pittsburgh,53.907757530274445,36.342492880488784,32.58%,70.64%,68.35%,10154,2079465
Greensboro,36.56732222777338,32.981269938800644,9.81%,49.32%,49.82%,8048,2125758
Anchorage,111.3789033057822,71.6353476769081,35.68%,78.05%,76.30%,3991,806540
Plano,60.60628090962889,40.547884176038586,33.10%,67.83%,67.60%,4827,965915
Lincoln,52.872286770795874,36.853079706888536,30.30%,59.28%,60.85%,6376,779499
Orlando,92.608991999163,69.45336035755005,25.00%,52.96%,51.81%,15550,2506723
Irvine,78.94272776548455,53.711909824484536,31.96%,72.99%,72.94%,5055,883745
Newark,53.48473907233379,35.79507944479389,33.07%,55.43%,54.25%,7035,1345328
Toledo,39.62380542506686,32.824688239227704,17.16%,58.62%,59.62%,4250,826184
Durham,50.550306063230586,36.11571034984599,28.55%,59.17%,59.01%,6445,1518920
Chula Vista,56.23836120544048,42.02029340078494,25.28%,70.46%,71.33%,3323,523530
Fort Wayne,43.13256961326548,33.35258762631584,22.67%,50.60%,47.44%,3828,584986
Jersey City,58.2973370330284,38.981717306065434,33.13%,66.49%,66.88%,5292,1006408
St Petersburg,65.60827095841483,44.17794151113568,32.66%,61.55%,60.24%,4647,1040610
Laredo,37.70947103675456,34.554515461637436,8.37%,38.64%,38.94%,2527,371863
Madison,44.03531048041851,30.297654660816242,31.20%,56.14%,53.20%,1044,114245
Chandler,59.568302703215586,45.03344831698573,24.40%,60.10%,62.77%,3931,622341
Buffalo,43.23409820780949,32.91549471751702,23.87%,58.81%,59.00%,5901,1277509
Lubbock,52.53111404179248,44.802102572436034,14.71%,45.47%,46.18%,6716,917838
Scottsdale,87.58015861776299,60.23840393687668,31.22%,64.54%,64.73%,5287,778599
Reno,57.81790715934335,41.16226957896899,28.81%,67.42%,68.88%,5466,898910
Glendale,52.13232419990335,25.711831199420903,50.68%,74.11%,76.78%,270,47766
Gilbert,64.48664545279783,43.07056659795385,33.21%,62.78%,60.43%,4338,611043
Winston-Salem,38.43130487709915,35.265599465647185,8.24%,51.68%,51.44%,4154,771013
North Las Vegas,46.62571104336811,42.61895489228099,8.59%,52.29%,51.74%,3441,644673
Norfolk,44.99002669111821,38.591436350733886,14.22%,52.81%,50.18%,5906,1537399
Chesapeake,42.00080721877192,34.27818736253023,18.39%,54.35%,52.98%,2566,579622
Garland,36.288963976006045,32.69378340014209,9.91%,48.39%,46.51%,3707,726384
