location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Jersey City,58.34468788177332,11.56686014327332,80.17%,99.96%,99.70%,4134,539711
St Petersburg,65.68982822260539,18.816987617023155,71.35%,97.70%,92.94%,3690,568433
Laredo,38.05149528432404,23.068563079006022,39.38%,100.00%,87.68%,2043,231072
Madison,44.34458185132755,10.34746876699702,76.67%,89.99%,83.31%,887,68118
Chandler,58.190694466552465,17.23121707144771,70.39%,94.59%,91.29%,3200,357556
Buffalo,42.94114129913769,22.400835386249245,47.83%,95.25%,86.22%,4762,740320
Lubbock,52.97681076346015,29.102736796306083,45.07%,97.93%,69.19%,5785,604552
Scottsdale,87.94131782825889,29.843840756828637,66.06%,95.40%,93.01%,4425,446706
Reno,57.73102149324827,18.62715996317426,67.73%,96.88%,86.14%,4547,507767
Glendale,51.27653031556253,12.81290218198306,75.01%,87.59%,70.18%,243,43410
Gilbert,62.400848717605946,28.241528719211836,54.74%,97.06%,90.44%,3603,324674
Winston-Salem,37.775836872591604,17.819060207053955,52.83%,95.40%,85.65%,3375,485210
North Las Vegas,46.738728983197504,20.07112066344457,57.06%,91.71%,85.15%,2584,362813
Norfolk,45.907587211312844,22.47964953738182,51.03%,91.13%,79.01%,4962,1015506
Chesapeake,41.99132926550449,10.792342352515155,74.30%,92.39%,81.33%,2051,348093
Garland,35.938779048755485,18.70777187395939,47.95%,90.95%,85.24%,3044,414411
Irving,55.97230360431724,21.079525193613573,62.34%,91.20%,80.44%,3730,539610
Hialeah,33.162722907593285,12.725346576489347,61.63%,94.00%,83.68%,1701,188786
Fremont,78.53681860489992,27.607219317976476,64.85%,98.89%,96.89%,2629,332171
Boise,64.42053007542155,25.725144308391016,60.07%,99.47%,89.62%,3012,359923
Richmond,53.51851062626644,20.190204630041357,62.27%,95.66%,87.83%,8075,1184277
Baton Rouge,42.040322662156754,16.989552494725974,59.59%,85.59%,80.16%,6654,1655408
Spokane,60.954677687357226,24.852151473860697,59.23%,98.32%,95.97%,2138,259446
