location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Jersey City,59.09179266194111,29.719101174772465,49.71%,79.49%,77.35%,4963,879205
St Petersburg,65.30776843284481,35.08627490921105,46.28%,73.32%,73.15%,4336,914447
Laredo,37.99604658043351,29.070414396023107,23.49%,56.30%,54.00%,2388,335213
Madison,44.911247302157555,23.52812830110533,47.61%,72.40%,77.32%,990,105593
Chandler,59.299019997918826,34.90288368770129,41.14%,71.92%,72.57%,3731,552995
Buffalo,43.68728761807197,27.924365517477753,36.08%,68.27%,68.48%,5538,1108044
Lubbock,52.70162506572797,39.42669410956156,25.19%,50.04%,59.10%,6439,826039
Scottsdale,87.59954061246277,49.16116787668798,43.88%,74.79%,76.11%,5062,690933
Reno,57.5417522435492,31.145675719905874,45.87%,76.41%,77.03%,5171,789850
Glendale,54.197781060836625,16.442169996547083,69.66%,83.11%,81.23%,276,42678
Gilbert,64.31483421041563,32.66695474499463,49.21%,73.41%,72.67%,4131,534086
Winston-Salem,38.27129661122493,27.76535987177786,27.45%,59.42%,58.13%,3926,711636
North Las Vegas,46.69638445555107,34.2979004111967,26.55%,60.60%,64.41%,3181,564479
Norfolk,45.21897220337125,32.788670799026654,27.49%,61.28%,61.77%,5613,1405351
Chesapeake,41.83948240811363,27.695791483277393,33.80%,60.33%,60.39%,2421,517988
Garland,36.18228437366428,28.140600118819528,22.23%,58.22%,51.59%,3532,635332
Irving,56.206249343373344,35.853331120192934,36.21%,64.92%,65.00%,4342,744911
Hialeah,34.44034751625923,28.92684344384482,16.01%,60.45%,59.30%,2018,291424
Fremont,77.99660815367677,43.51063660386282,44.21%,82.35%,82.42%,3194,519820
Boise,67.09088050143366,31.915370958729536,52.43%,75.00%,75.01%,3388,540450
Richmond,52.97841236062172,35.28591628138607,33.40%,67.01%,67.02%,9435,1815831
Baton Rouge,42.36313410722803,30.482433466725706,28.04%,48.14%,50.19%,8045,2540808
Spokane,59.40517198342754,36.658320122928565,38.29%,69.48%,69.58%,2533,393846
