location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.32724181857726,45.666081627587346,46.48%,80.27%,79.32%,180141,30925108
Los Angeles,102.73131450804001,61.91467779590813,39.73%,74.66%,75.09%,139859,25388537
Chicago,63.59621987361935,33.97155109331041,46.58%,78.45%,78.51%,67944,12615511
Houston,53.917510329042976,39.50752660818631,26.73%,61.18%,62.52%,82550,18064932
Phoenix,61.32141015391745,32.744981984017556,46.60%,71.37%,72.16%,25638,4750795
Philadelphia,54.633535396071274,35.72580120840408,34.61%,72.47%,71.58%,37784,8573233
San Antonio,45.703938229987976,29.970948439816397,34.42%,67.48%,68.80%,37239,6782840
San Diego,79.34784504687175,44.55581338771905,43.85%,79.00%,79.54%,33801,5136876
Dallas,64.92709441596972,41.56341464957577,35.98%,64.06%,63.66%,33475,7055830
San Jose,60.23426635102319,30.347829234177887,49.62%,84.48%,85.09%,15122,2406661
Austin,72.70788668750815,38.9150199333354,46.48%,73.42%,75.01%,32487,5405902
Jacksonville,47.05728853873832,35.896241689481705,23.72%,44.35%,50.67%,744,90857
Fort Worth,51.68058644401862,35.64113556875653,31.04%,60.86%,63.61%,15978,2731772
Columbus,44.445413059765286,25.85224935396305,41.83%,68.03%,69.76%,22281,4491483
San Francisco,112.50779978811401,45.69573508398304,59.38%,90.61%,91.42%,34980,4907815
Charlotte,57.624702572582095,33.36548078235181,42.10%,65.67%,66.94%,20341,4348101
Indianapolis,46.80495477690202,27.197857997676792,41.89%,70.50%,72.13%,17970,3343378
Seattle,97.88947403769319,36.77086943739661,62.44%,92.04%,92.35%,22958,3885687
Denver,81.02974010882535,42.44117990930665,47.62%,78.04%,79.63%,16730,2792034
Washington,80.56249386113625,45.57770070603766,43.43%,83.24%,83.32%,43845,7583453
Boston,74.08216382460327,35.75754762389737,51.73%,83.47%,82.34%,23347,3448438
El Paso,50.93222778037387,33.73371679145297,33.77%,73.51%,77.34%,10364,1771063
Detroit,53.31803579905523,44.4452052240046,16.64%,61.71%,59.90%,10983,2402142
Nashville,72.65760106072759,39.084485141357405,46.21%,69.79%,70.16%,21158,3938829
Portland,79.74645316694264,39.44333310158158,50.54%,85.37%,84.53%,17717,3813845
Memphis,49.70222999230294,33.2017764514684,33.20%,65.12%,62.98%,12216,2665653
Oklahoma City,45.85309062463721,28.69842894636609,37.41%,63.21%,66.67%,9842,1878271
Las Vegas,83.60783761164103,58.63010829665223,29.87%,63.76%,64.62%,18537,3073354
Louisville,45.52463337007813,26.644392751223503,41.47%,68.36%,67.61%,7690,1390006
Baltimore,45.86406866265545,27.406133715953406,40.24%,70.18%,72.13%,14107,3293404
Milwaukee,53.135774596997365,33.01885672077344,37.86%,70.65%,72.78%,8701,1675802
Albuquerque,51.60610330942147,27.074975870401325,47.54%,78.53%,78.54%,7131,1179815
Tucson,53.636730116160095,31.902760336235836,40.52%,71.20%,74.30%,8386,1341723
Fresno,37.72757345700088,22.547317793557042,40.24%,65.72%,69.08%,8492,1462344
Mesa,48.78801059266833,33.839547752297,30.64%,68.54%,69.02%,5751,955682
Sacramento,62.34221585418981,45.154941406650615,27.57%,71.48%,73.00%,9960,1737369
Atlanta,88.86096887198666,59.2254775875308,33.35%,57.61%,56.83%,35638,6968847
Kansas City,60.84521741654963,34.37622317932491,43.50%,69.48%,69.41%,10487,1804381
Colorado Springs,64.55341406607855,37.76795808743447,41.49%,74.19%,77.66%,5379,872676
Miami,113.84134009645948,79.63094171198472,30.05%,65.73%,67.24%,24224,2440719
Raleigh,52.33083612536958,29.012899782022473,44.56%,67.97%,68.80%,11580,1885795
Omaha,49.62463842850529,29.578658429206502,40.40%,72.88%,75.35%,9189,1297368
Long Beach,55.853738218619554,33.18509697340817,40.59%,67.24%,69.20%,10973,2109778
Virginia Beach,49.80100144542148,35.723989797425105,28.27%,72.31%,71.43%,7170,1328414
Oakland,86.72313976505183,35.73714325112081,58.79%,83.51%,85.12%,10570,2218742
Minneapolis,69.6273838004683,33.49985387414343,51.89%,80.65%,81.05%,12150,2138386
Tulsa,50.07464530184773,30.58385706732592,38.92%,68.98%,68.97%,5439,948920
Arlington,56.07815709486254,30.466497732077112,45.67%,74.04%,75.25%,15035,2629955
Tampa,71.25465724231985,40.365799782917975,43.35%,70.64%,69.48%,11106,1794227
New Orleans,55.76548704432808,35.48599835720637,36.37%,63.56%,62.34%,18439,4588689
Wichita,39.40111473716076,23.683148187073204,39.89%,66.19%,63.69%,5855,812777
Cleveland,53.55770673346566,37.61457456890932,29.77%,58.60%,58.87%,10230,2220052
Bakersfield,39.04660527558345,28.360538270869046,27.37%,60.29%,59.59%,5983,1000883
Aurora,42.019872543841885,21.111587832901883,49.76%,72.43%,75.01%,766,70682
Anaheim,65.06521353707053,38.2516007417916,41.21%,65.44%,66.87%,8809,1049858
Honolulu,139.48520319543147,78.33963242048557,43.84%,80.92%,78.63%,12393,1244933
Santa Ana,46.888764518242574,24.423938507786303,47.91%,64.96%,65.94%,3148,475199
Riverside,45.334095240322355,32.09789934266215,29.20%,64.35%,67.76%,6361,920849
Corpus Christi,48.85644067896221,36.6543015343671,24.98%,55.49%,58.13%,5519,830391
Lexington,41.91282800716481,25.273882343675982,39.70%,58.67%,59.55%,1301,172399
Stockton,41.67892527134754,31.031205023683604,25.55%,54.37%,60.48%,3772,674733
Henderson,72.26565016645495,43.99094240896813,39.13%,68.17%,70.73%,5676,1197271
St Paul,55.25779346385864,24.904355215034965,54.93%,85.24%,82.88%,4586,802297
St Louis,55.34448544761678,29.443489248114286,46.80%,80.64%,81.44%,7628,1373398
Cincinnati,55.20966706114989,25.978037215539082,52.95%,68.42%,70.39%,7427,1164450
Pittsburgh,53.699459769574375,29.123131283396237,45.77%,79.64%,78.26%,9590,1760463
Greensboro,36.727401515788436,26.622971076535155,27.51%,57.47%,58.72%,7592,1925980
Anchorage,109.52550603320094,52.89591305559289,51.70%,88.63%,89.40%,3763,709429
Plano,60.301231589619235,32.04211165364352,46.86%,76.71%,76.30%,4593,859857
Lincoln,54.237310139421346,31.45334078023988,42.01%,65.35%,69.52%,6099,682031
Orlando,92.02328587748752,62.460440579003205,32.13%,61.76%,60.98%,14538,2177977
Irvine,79.11046802150754,41.31791322367814,47.77%,81.06%,81.63%,4794,715604
Newark,54.13971670201271,29.904411371387667,44.76%,66.00%,67.59%,6605,1195612
Toledo,39.512213473651606,27.616811423974397,30.11%,67.14%,67.24%,4060,730333
Durham,50.80840703487408,30.029275328076736,40.90%,66.80%,67.94%,6126,1407253
Chula Vista,56.032549358906145,34.51856031408444,38.40%,76.56%,75.48%,3155,470623
Fort Wayne,43.10371808207886,30.343057647996527,29.60%,60.89%,59.77%,3638,511492
