location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.18428688280393,49.45363259133218,41.95%,76.90%,75.12%,183515,32565736
Los Angeles,102.82096158500936,67.12235944720553,34.72%,71.01%,69.52%,142899,26724588
Chicago,63.59093246957088,37.71453896697582,40.69%,74.61%,73.57%,69399,13351735
Houston,53.93991730497836,42.732267954622884,20.78%,57.45%,57.27%,84572,19030792
Phoenix,61.30068661385948,35.730130578203664,41.71%,68.11%,66.88%,26254,4993636
Philadelphia,54.507388346749714,38.10978900013103,30.08%,69.22%,67.44%,38529,9009709
San Antonio,45.75900646023156,32.56625127617782,28.83%,64.09%,64.36%,38069,7112204
San Diego,79.27989766551062,48.30367341364447,39.07%,76.01%,74.65%,34482,5418366
Dallas,64.99047346004623,44.63276510325604,31.32%,60.25%,58.66%,34353,7457623
San Jose,60.112169154390834,33.58468685568579,44.13%,82.27%,81.52%,15380,2492174
Austin,72.7467885990571,41.806022374106696,42.53%,69.70%,69.81%,33166,5697994
Jacksonville,47.09031754080199,37.82971096193013,19.67%,40.81%,40.69%,747,94053
Fort Worth,51.83397863548014,38.908819728672164,24.94%,57.48%,56.42%,16329,2888007
Columbus,44.25427738592176,29.04999830852139,34.36%,64.89%,64.30%,22663,4694236
San Francisco,112.1260416314787,50.459255961656204,55.00%,88.35%,87.31%,35436,5176474
Charlotte,57.97552185993026,37.62497452260283,35.10%,62.06%,61.60%,20766,4617770
Indianapolis,46.48327398237856,29.351683556420358,36.86%,65.91%,65.39%,18314,3525382
Seattle,97.85146606069115,41.256287578013904,57.84%,89.36%,89.37%,23405,4108807
Denver,81.05491035102472,46.42084077865384,42.73%,74.47%,74.68%,17147,2997420
Washington,80.88175762691974,49.800575890732006,38.43%,80.17%,79.55%,44478,7926910
Boston,73.86317706288618,38.833892825795196,47.42%,80.07%,78.43%,23737,3620960
El Paso,50.96639724399808,37.162880467411355,27.08%,70.09%,70.53%,10567,1856545
Detroit,53.22748426414804,48.10388779940264,9.63%,56.76%,54.30%,11230,2533428
Nashville,72.95012978371949,42.796412982884675,41.33%,66.28%,65.27%,21541,4146980
Portland,79.47676135546872,43.33646583289992,45.47%,82.89%,82.17%,18042,4037068
Memphis,49.67798397834155,36.04024392553273,27.45%,62.19%,60.00%,12523,2803884
Oklahoma City,46.16719837382532,31.748654549739967,31.23%,58.27%,59.72%,10078,1980317
Las Vegas,83.72453124679517,61.8644847209263,26.11%,61.24%,61.20%,19045,3248728
Louisville,45.83845678317956,29.34446783996082,35.98%,63.80%,63.76%,7836,1467905
Baltimore,45.93115092884901,29.851817008295853,35.01%,67.48%,66.33%,14454,3476885
Milwaukee,52.91009577820625,35.84833215205248,32.25%,62.15%,61.75%,8870,1789170
Albuquerque,51.82632196189245,31.1823992418704,39.83%,74.68%,73.87%,7285,1239780
Tucson,53.7137360699481,34.838936019768,35.14%,66.68%,66.74%,8563,1413341
Fresno,37.768378402733774,24.61551495679317,34.83%,61.19%,62.62%,8649,1531901
Mesa,47.20934778168647,34.065823816558236,27.84%,64.98%,63.56%,5836,992295
Sacramento,62.733175600714745,50.44837225059716,19.58%,67.66%,67.71%,10173,1825073
Atlanta,88.88752205331687,64.40258770480675,27.55%,54.33%,52.40%,36525,7349229
Kansas City,60.92530901459888,37.53205590142825,38.40%,67.43%,65.48%,10667,1898542
Colorado Springs,64.20188754586835,41.13900814287237,35.92%,73.19%,73.09%,5502,901128
Miami,114.14026730584747,84.13702328714126,26.29%,62.03%,60.72%,25248,2600476
Raleigh,52.410183779119954,30.631009163248212,41.56%,65.17%,66.08%,11760,2001294
Omaha,49.74523796712164,32.31829095684935,35.03%,70.98%,71.64%,9385,1360810
Long Beach,55.88316170405188,35.85022261804643,35.85%,63.83%,63.35%,11192,2200078
Virginia Beach,50.5488405745152,37.807273045218516,25.21%,69.09%,68.85%,7294,1394835
Oakland,86.4318577481525,39.93201605899658,53.80%,80.23%,80.67%,10738,2320670
Minneapolis,68.75079488696495,35.940475737435115,47.72%,77.10%,76.59%,12399,2263075
Tulsa,50.148867994644455,33.4261649694913,33.35%,65.07%,64.66%,5563,1007187
Arlington,56.03859610842008,32.63884934252086,41.76%,71.43%,71.44%,15291,2754827
Tampa,71.22426687620073,43.353604950746515,39.13%,67.06%,66.45%,11348,1916962
New Orleans,55.629703833982774,38.41031911474413,30.95%,59.61%,59.99%,18811,4818139
Wichita,39.11054898518415,25.92142056929862,33.72%,61.35%,56.92%,5948,845800
Cleveland,53.393119528962906,40.73631603262869,23.70%,54.55%,53.25%,10472,2329728
Bakersfield,39.31726085272485,32.063587664966896,18.45%,55.61%,55.55%,6099,1049194
Aurora,42.465751803202785,20.45051320452458,51.84%,73.02%,76.71%,783,73602
Anaheim,65.23402184260381,41.223102543383916,36.81%,60.58%,59.96%,8950,1099022
Honolulu,140.1024541033609,91.81627598011585,34.46%,76.87%,73.21%,12761,1303994
Santa Ana,46.19851483810859,26.202952381757385,43.28%,61.45%,60.87%,3201,493238
Riverside,45.06539715251497,36.099555151028845,19.90%,59.64%,61.96%,6475,954025
Corpus Christi,48.90285435791565,39.266982364359734,19.70%,50.01%,50.78%,5630,866318
Lexington,42.06842626870648,26.40229994615688,37.24%,56.22%,55.76%,1322,178952
Stockton,41.605983927852265,33.0603065692962,20.54%,53.72%,53.63%,3838,706993
Henderson,72.26825199915264,48.36242438612985,33.08%,64.05%,64.84%,5822,1268999
St Paul,55.65433283051574,28.029401098614777,49.64%,80.07%,78.57%,4665,848426
St Louis,55.50199197305025,32.972074071766755,40.59%,76.29%,75.42%,7801,1468438
Cincinnati,55.16749881710857,28.325950458981684,48.65%,64.97%,65.04%,7537,1231609
Pittsburgh,53.433266899417546,31.48140036339407,41.08%,77.37%,75.13%,9736,1868366
