Dates, AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
2019-01-01,117.70621511831212,53.10108112728044,44.640132480256234,72.33008531290236,74.914083337933,72.01746660369115,31.463956029307084,93.35246495049768,38.31375560809444,72.02606109802505,67.58235860979664,155.96673918968438,57.22859827523102,59.935735678846555,57.606889108987914,57.76473940990929,69.69831340420508,44.460298771543634,46.327711645016024,53.74433845580129,39.36326616457536,56.24437096393603,52.21776379620306,52.02273643450111,50.79496811912548,60.575628268601875,103.33505538498646,48.48066021386022,99.28711530761433,59.47166678544037,61.590913984073445,39.04708208292878,64.56609749293979,68.89673594985078,66.38498508837247,46.787543515569574,49.09156932476113,81.09728663487567,46.414417121099866,49.86299593920695,51.78343126099051,54.41280663136008,74.38229123679103,53.39084421930274,68.12130921053547,71.2694281508953,55.51594420511044,42.76779193447375,16.09198035172327,73.09724673511332,48.3123176379515,45.75190036227057,50.3749398244234
2019-01-07,143.14608187527477,51.44512933309923,44.960499076608414,63.2556319201329,72.11180403048577,61.230179499726276,49.63978109051532,63.43096721895927,34.358382743076255,71.73104080419256,60.57651906206707,168.43283261663208,56.69080945610407,70.03724063748612,51.648811601301155,36.200680328866234,65.5998499525005,37.28900452456331,42.192285474952946,58.922451823103344,43.00564461325754,59.54813916494813,50.864374536286185,58.68719548122182,43.813281105733246,45.03595236207972,64.72762727539859,47.617428282883544,67.40160195320507,56.37670165741604,52.33022215415424,43.9869115978212,52.91219717736149,69.96004485954188,70.73749827609777,40.19179912477191,50.21657528440597,57.9827603134405,51.76686975085903,54.837503855712924,47.567798898796894,66.54024276545313,61.960709043501275,46.20233584944,77.41010425932315,50.4437914002829,51.24317771605543,377.6797291759102,64.50993559788209,61.18194756467387,45.08076778345697,33.18638244817482,68.88584684483504
2019-01-14,114.46365448689843,43.733970751737985,47.245124855087866,58.18522911031893,71.26147241526913,63.3924632669378,48.86585046007935,78.99614070757451,32.8779251849158,76.93054897740599,64.41199332108319,124.90054602321402,39.260728709395785,65.08019183858924,46.5696153865734,34.05990672220387,66.89768443792119,37.84220702743982,40.15952985672829,52.84948174259396,35.32774943963363,60.92860165452086,51.69533414672667,60.19291813621969,45.140704182975135,46.588823111165226,67.38630535611165,45.556255405063425,36.136160509895774,36.90340237405313,40.52707789383044,45.6672287048327,52.993823312559805,67.76001269546374,72.42894698830673,36.295237556202245,43.81732277101116,59.42612065685814,53.43245762423342,29.266746945793468,52.663574825317994,39.072361352808564,70.5908475647787,44.438197989930586,74.43980585463272,59.146182112752705,49.66999715506331,109.90000007070532,30.55398587139649,60.20905778826318,53.538963675906174,32.395622202022594,44.7677455456971
2019-01-21,89.75552369980784,40.35973220009122,45.51760953857544,68.47751089205211,72.26883880080777,69.02727683374125,48.57532607612763,60.40303407991443,42.91959817707294,79.12637937208095,64.56523311770204,87.62276122651775,35.22441340130727,52.94742494228513,48.63532760924535,34.45043051211819,55.35242153121733,40.05917600090544,38.28040269575111,53.30667980129407,38.85286114474547,61.396041775977984,52.588751697933205,67.1533302816312,47.48169768766056,41.16679331373605,71.52524041798686,46.26626273992573,47.52858304976236,38.620649238633575,37.987057400080204,53.58478410437676,55.66712206851257,71.83201273427196,83.11390820592257,36.44107916324036,40.32320606895868,74.98832011376841,50.99358767479929,44.97244368161774,43.846549623985794,42.65114499797705,63.927764221945246,48.35014885225216,73.62159069084505,65.82484365472612,51.10532284741262,286.6954740778617,46.8120593437456,62.4916693953365,56.39315584741821,40.09056464043268,52.19934712625542
2019-01-28,119.26924969102491,32.978299698468724,43.110526552704165,85.05250209611505,75.08119657421528,55.20312150597034,35.27921939353157,63.23103833960416,43.13380052495938,82.05515537646833,77.71450037424647,88.1991661005701,34.50494155628804,66.48118101528775,48.01469668349423,38.1232107339192,51.876988302148085,38.73382482406327,34.93256309925889,50.47005590991993,33.30592540680992,80.96275178437931,48.221865131534884,56.25528302191126,45.00677458549793,40.24982750361061,55.28963981759132,44.67486740933565,43.967099445622566,37.7949042476512,52.168276797877134,43.05050899626353,65.96100136265542,77.72616796936265,91.35743743097426,32.211543052779405,42.85899981497135,64.79753059159384,50.649931002209165,54.51314263433151,33.0799554268176,40.69173348084548,61.09716992274608,46.09109777247168,72.8261783098586,50.8960295337892,45.14888115303139,48.9859827533666,49.277170019929734,61.0657615774254,52.28399837007571,30.613442524075467,47.341105392042884
2019-02-04,81.71946942163436,33.78558307076569,37.03017651851618,52.441184527664966,59.53925730168736,58.72842369586451,37.02291547192657,63.001320324961455,45.428854714205116,65.84557510847996,55.157546110927164,81.80606679399955,32.569559326721816,54.40925250005981,43.20113109743703,32.61396544960091,42.40834056726841,35.86573123692987,38.42285028647702,48.94856224402059,34.73158500782178,59.33023316484289,44.222758731996166,47.77717610339247,38.515146274955036,39.13216514980371,61.83822441631376,41.33045173938028,43.938390443557395,36.90288101910452,54.91665586585831,37.87186593429006,38.794809912638314,68.50219190419284,64.24712103796764,33.60546331766063,38.64904215213823,63.90229212009498,49.00562768398385,23.202592619090932,28.762630703935574,36.475566921602585,40.24167918535561,43.15126166035525,67.72939947371398,48.371614829587735,45.36648953206411,82.03604236544906,42.04148724763119,58.457328302043685,43.129844439382474,30.545320695948018,45.142060156270915
2019-02-11,101.98195226937572,41.99147225093087,42.93797065434872,52.5119516279659,72.15131196995405,57.48843587605574,42.02839510853776,83.9057437306058,38.06824015792935,70.79167391498756,62.356475089206405,116.36536091043108,40.58532451891897,66.73384599013369,53.08320911601909,36.93319406781105,59.28859348751005,43.683866665850125,35.525987997314836,51.79793478264022,43.3748140851228,61.334384538066764,53.42708817823056,61.55700409395691,44.3032290237234,44.09776806250436,97.05479622605517,51.190947728359966,84.30359088987066,46.53328932883643,63.09294316877525,46.516166210548086,51.62085746545505,79.38195945112332,68.82666289135463,40.177329122092125,41.404045989280206,65.25514000678855,50.37304834307398,46.08701536081138,39.9844808251245,41.883981536566694,68.63129363564417,50.31157190939768,76.01465335328967,59.29984011429608,53.9450339254277,51.74719819656261,33.03119602559467,60.343307734215045,44.16980588114318,35.99179477382031,43.8576626908422
2019-02-18,133.40633616573012,36.7819864485885,40.990548524628196,53.16227900576455,72.52330264066325,64.05464494033916,34.73769145907325,87.7924823458479,50.580903696375,69.22477291588734,59.659478938001925,126.93420942912296,41.549932038515664,59.73205462692624,58.167015934269784,40.84951374762236,63.05346771258405,41.91858116072521,39.27274105367846,60.610239120443204,38.48349313909562,87.26489048175125,55.35746874654667,60.56947731197366,47.51456147772756,40.02154848708459,58.17093512090719,49.57043829699179,67.21212274650495,45.6963294569611,48.43438434717465,40.86983680530036,41.94262403418585,61.278099380153336,78.51660718616868,38.56709225148615,48.11388678759614,68.15148645295834,48.93740246688716,27.105815612421367,49.09116249256228,38.69810146958534,48.00742214313614,50.10546826502726,76.18786301037574,65.65727787749796,47.31667127816743,195.90336349763297,78.50575869282184,63.13342227450097,52.14334103736718,43.5752676857543,38.3044785353179
2019-02-25,135.64282777894965,44.76919005764273,43.69434329819092,54.20908125462223,70.21616165245051,60.246896617727245,43.69890939494162,77.5621974739405,33.46381978414772,72.21043150765446,61.01566399057444,120.75500935074263,49.13135765067306,62.10548442975438,55.15312983538988,39.8456251831255,56.60419611770172,38.78407492928701,42.471685336839435,57.30448169952142,36.13965378058017,50.676537960964765,66.16122996021427,66.31998978651377,47.50662802951182,41.38656000835104,93.24072158155877,51.382257117515515,70.70360182791136,39.17254895549637,53.923296738177974,45.976476832914614,53.13661017078491,70.22647431625498,73.42110696300904,43.19386561954358,45.18835505158422,66.58507297835186,53.535177952025315,28.917446438581155,35.30387174100013,41.90538257729944,71.75732805471547,55.26768748517915,75.59341506590695,43.21362919925441,49.70732367250667,186.3587623404547,56.898965553008765,71.48949685251249,51.98733075741774,42.42531174816696,56.47700940579981
2019-03-04,121.13408364464631,56.90980404009103,35.926306802090586,52.381666269285546,71.35801171302849,65.56622575781284,45.07969171136305,84.21475078453051,43.62187660776234,69.07752021833822,58.00838153164613,120.47919459008358,40.2627230202112,60.121364354676224,54.36058141449289,42.796195825552175,78.86682954344492,41.177672151540335,46.32756558333231,61.58874622912257,44.12829087887834,67.68724107242382,62.086576213071595,70.05229699023688,47.122141315846356,52.40247582635475,68.01121710369289,60.47073345696928,95.5097552926714,46.293987721767195,91.94482032696352,45.59166547303597,55.187889883746585,66.22913200553923,65.43076638955148,46.077617004964445,41.86235525024085,62.09103620258566,53.93846527721703,24.04157145351644,57.044150911019806,52.56481607977726,57.40321618357917,60.23738391687522,78.71698503392903,71.14178896926744,63.26806858038236,182.24470873403507,84.59651169161275,56.79986385263831,48.060973825850326,49.1482227841901,41.5384859506645
2019-03-11,97.37339963213067,65.33740448901986,60.65712748752391,69.59834646371607,85.16845703701848,73.53602682181354,56.168012535614004,106.75895560048166,47.72794598758631,86.84130460006139,80.91924123412306,148.30686441441264,66.26684564036725,66.76632328561394,65.53000698074361,66.0968220958593,105.46744140906645,55.964911858800065,48.19941199738743,70.35954492659762,57.45960596017651,97.70123791852282,62.890661251777594,76.69453037961048,69.50896232563248,77.6831985694369,99.49980491453228,68.97137590218027,82.0771519952015,53.27342469695004,82.2546749821551,75.88872148526654,84.31642691110758,96.76863080520765,91.29611598695466,59.31770796520129,55.6433893814752,82.58146972730795,63.603101825965204,37.38849888902429,67.47742043956487,64.42954902004023,66.52296417180406,72.2712037696956,115.87111560971734,83.38228648658671,71.28607711027531,194.76030514000092,99.34079393970833,85.07574230751587,58.86898880517441,64.53718007669431,82.72888706961837
