, Albuquerque,Anaheim,Anchorage,Arlington,Atlanta,Aurora,Austin,Bakersfield,Baltimore,Baton_Rouge,Boise,Boston,Buffalo,Chandler,Charlotte,Chesapeake,Chicago,Chula_Vista,Cincinnati,Cleveland,Colorado_Springs,Columbus,Corpus_Christi,Dallas,Denver,Detroit,Durham,El_Paso,Fort_Wayne,Fort_Worth,Fremont,Fresno,Garland,Gilbert,Glendale,Greensboro,Henderson,Hialeah,Honolulu,Houston,Indianapolis,Irvine,Irving,Jacksonville,Jersey_City,Kansas_City,Laredo,Las_Vegas,Lexington,Lincoln,Long_Beach,Los_Angeles,Louisville,Lubbock,Madison,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Nashville,New York City,New_Orleans,Newark,Norfolk,North_Las_Vegas,Oakland,Oklahoma_City,Omaha,Orlando,Philadelphia,Phoenix,Pittsburgh,Plano,Portland,Raleigh,Reno,Richmond,Riverside,Sacramento,San_Antonio,San_Diego,San_Francisco,San_Jose,Santa_Ana,Scottsdale,Seattle,Spokane,St_Louis,St_Paul,St_Petersburg,Stockton,Tampa,Toledo,Tucson,Tulsa,Virginia_Beach,Washington,Wichita,Winston-Salem
2019-01-01,54.75786057882227,57.78124201955292,90.93587438615397,57.18600156863856,92.40574167561763,13.80680844153838,73.47090483222944,37.301415441671665,41.12077509334596,70.90144225021626,47.271497112930994,76.16205377499861,31.977796036953436,51.20358952953154,57.23769521386278,38.45903443380496,62.096651508246424,54.81095637431909,66.8394026016129,53.33090157634838,62.10924967134191,60.474189788144756,53.50081442238586,57.28199963261023,69.12627469217432,48.65791928978545,49.66775143057338,49.50823880232104,42.49460595328917,57.988453403022724,58.53477734032735,31.43914034528849,29.11743486610959,61.393481855640275,33.16537818802452,32.606605567663884,64.11836712190929,62.231263269728025,167.910781130909,48.63601407455592,63.758064223048876,66.15321140725602,56.98259100949112,34.02630371173519,62.221317510619166,59.693502219536434,30.33025116370857,77.58916316066494,40.86627557017722,62.536622482389845,50.24060294428443,103.0159747662943,43.858982781145514,62.08462280735791,45.77804750481405,44.327932149502566,43.25193916196152,108.81686219845797,42.375162962087074,65.90545020144629,68.6900467564114,83.71945742021232,52.249183178856825,55.316660642046934,60.84909544191922,31.14386359676877,76.64305423584567,49.637725641504716,63.07677073084853,90.46584449704223,48.282017011880505,57.75937625260164,51.35205661802405,85.46537113122687,71.35986432335193,44.807304708515595,60.41527243247836,47.70809021244718,42.11907527301832,57.043680888148884,44.07354591137504,88.58837003879981,120.59448080624496,65.23426712809402,24.965282206814816,86.84329121901916,96.59249169760461,50.955188499645914,52.28601588116811,46.84644714980709,45.20432244168271,40.10483562554854,68.48674763706927,31.09540971043771,53.57444013598672,54.76286172014665,46.268361516226705,82.082147780208,36.69364886592294,34.98295140181545
2019-01-07,36.58551665900659,68.9615561804998,106.82357165586352,44.77595913806879,93.7622477784836,47.23262876318626,61.43639825592116,37.59580162084303,46.575367529256006,42.229664203047626,78.38198284204812,72.38641653690564,40.67518015902399,46.37382940589086,48.80231328700123,30.365510584288575,61.77621876741697,39.98719394194452,61.31313232478182,57.00946016344769,48.235652628038686,33.420109455995366,52.399909709749835,58.706626205768146,70.1452289478054,55.962178829276965,41.90187931320088,40.51078532752878,28.53582415500255,47.44204499475258,64.45050268655974,32.51369561412402,29.076351947477082,65.12200013442155,82.51370820881799,39.84886965808217,64.19349089167756,22.74275295274945,162.02428187953737,47.91905223131351,37.222468915359116,77.02039098403463,56.64465301854273,42.91756151389071,62.98933810683179,54.0198263277185,29.87933829867339,68.94436162721497,29.591741092836838,41.60558894118929,42.56752073905739,96.4765972683192,39.42222448796269,68.77549823066092,60.98707569060126,44.7402584627439,37.62102835209333,105.84604319561284,54.582116635577094,72.4414123522359,66.23050261932057,85.52571930091295,55.51946205305807,57.57781425392452,43.044321973610884,33.78301073500079,81.6187284366096,39.54168109320001,44.848934499364425,96.13663412749428,53.37615276930754,57.240400651878055,44.79289887425005,60.382938831098805,69.04210226654287,39.82849759857907,55.82230065970715,52.31246318942455,32.81526735524227,65.6891383943208,39.37982193488232,71.38239605382796,97.23539637839667,62.91815152140106,35.10220913929495,71.29485530400345,71.59082568056729,45.115734482519095,52.761066538023094,53.60824465420215,61.77784065061811,32.22393370855949,68.92493030628391,37.285687404685845,62.56641379412851,37.90179089797432,35.13569905576424,73.5788324889248,31.215546523773348,43.42721599445251
2019-01-14,35.525543898184296,78.51742769731639,113.78776072914987,45.809112295450674,87.62680683981607,39.225880280440826,69.28390835775585,30.603283011757583,38.325231033419584,30.878570208559267,54.78191141570202,77.32658940959398,48.44704567494392,46.5042856058375,53.51254637954203,43.9911949683872,58.92144888120345,50.89958628689687,46.91041689729661,59.806757141780814,57.66952525058595,32.33775034283839,47.8758502046512,58.25655195516525,66.41117738330854,52.60770068999533,33.714353174368426,48.69587420709612,29.229076512682756,46.32071569568586,57.3560830039784,29.31256128498447,37.70333486665215,45.37958991897292,24.143475967044413,21.53103490831051,57.41087654307811,37.1401116927353,126.5799932509286,49.75687711740868,40.26982561713769,57.70866258541145,59.241475703118944,36.465395691898465,66.98496352328308,61.41465586596503,35.60040814824616,70.38741487156186,35.99769882970876,38.5479653209873,47.85846378093521,99.11494514234516,35.82164650579565,42.12592825333385,30.96280641407134,43.85440318182543,30.836510771689895,116.80862805588268,42.05752122135286,80.06880135411079,61.31630287054935,87.08964661930418,50.49511218587187,57.69683237106382,43.24338130692424,36.3365737241099,81.67233208470084,36.55201686476088,36.70784712671895,101.04445322827922,46.61088307216828,55.91622779004068,54.036627241924855,65.25311193198439,71.99362046184292,38.89723824030838,50.55139600452487,38.19868686808062,34.969840147470876,47.38217820076771,36.57311624111389,65.5851395419327,109.58405636626914,54.78113626388005,39.126983497321035,77.9170795891932,79.42867584568461,57.91708529216642,46.20139276992159,52.40752136561356,45.883575092107115,33.68371228714774,73.78291148886281,33.723661735038654,47.644618211992096,35.83895634846718,52.67512886075013,71.47392627212332,31.456446638072507,23.218534163197724
2019-01-21,41.96234187810735,76.93497519932525,114.53570916025978,55.078530907210144,82.52479953681245,26.661624159920095,69.12564646125671,34.452348506346546,39.59404457712474,32.81944871077332,62.70369305831841,75.71621541004697,40.90604294741305,54.15150615312138,54.159784025441375,46.14510271918284,61.75303512273521,49.38776492728891,45.809627960893415,57.08128705087295,57.49241903637869,32.96668390247761,42.645666862354716,61.44647386828025,74.55663525551965,57.39103520909734,43.2834991894975,49.08375788818567,30.141956289097926,48.6667814818546,66.07471640482808,26.66137013814155,34.4346939906781,54.483342340198334,64.55378144626519,24.36165646613395,62.238115707321484,31.689408280100814,125.54718819803952,50.45708918274259,43.25015614435274,59.483336577006796,37.71328050725131,31.97231731871057,41.07415717270253,65.51151279573467,24.99503150509485,73.75906849378079,35.50897287944851,39.98522895494027,58.48760011256395,92.0318729570717,39.327948998807,29.409715788296776,19.48145996658073,43.56695839793722,29.726868898244817,125.9300981322488,49.11298499711414,74.7179862058386,76.22613183089017,95.43634692880129,49.70185468034781,48.128934431048194,31.66069765170026,35.491693752226325,71.3979016666559,39.71571073390229,46.19247227421776,92.87702704974816,50.906628467266714,53.40538709640209,60.420762819935625,66.60012769889433,82.15318831640523,42.2349387669136,41.97190980312375,41.50696793991897,37.652733721169625,55.103850473086304,40.297057024309815,73.00771993894506,107.5786159325487,57.86004851622908,35.20909791311538,91.69595107839937,90.42447913234356,54.129192028056465,53.17180897176282,59.68794724580203,67.8380391486838,25.40921279939408,70.14517955831205,34.62877863543938,34.81501155156049,41.37959586992356,44.65036835795058,76.32744068508302,34.89331750923609,37.35329005305142
2019-01-28,44.05014700704964,72.7964629645259,109.94265920754621,41.801898070804164,70.04659645211851,16.548483932884714,56.879570317492465,23.3150495347292,41.5152156047792,31.01514500324673,43.53031094405323,67.98946174199658,33.351149735807155,41.45641618119685,47.553613931803305,30.60010083514771,55.71989519784449,32.96155682614112,41.038756550938736,49.86800549984396,52.86282672789966,33.32963619742889,47.2826522414399,54.8201098564587,69.85894219659491,46.15266730812532,33.660472700389604,41.522156491642285,38.6202318032272,45.094387267369996,64.90180416918913,33.5156348922623,33.373229547860284,40.404369159734365,38.97663507199813,27.519715770875493,57.21598632951057,23.347158967544853,97.94468580533204,47.67358273374939,41.38729794674149,77.16829072367524,38.1250590213661,22.59134005700928,62.46758889658268,52.731900392152085,29.461016224390544,76.11101965863806,27.998102213433086,37.05615743199899,42.19722485094436,95.74780736673988,40.19264591931037,32.919742608763634,47.934678563834005,41.23605180363046,29.077591307998098,108.29552498591424,53.076391321479846,66.5978127630755,69.56140343908073,89.27071298230288,51.889633015418504,46.46977379408601,21.662318233174194,26.813020056464957,70.76712655792662,35.633808531623764,39.601520194362905,101.70314311711101,51.1078346869175,45.29584299507454,50.2196363099384,49.35922416119032,71.58135945225875,43.855001587157766,38.38276054284956,43.05008334669016,31.221737560553365,46.79452607188141,35.79437524399784,63.60764579415672,105.99746275751563,47.9972757262381,46.63080462069915,69.6285552020025,85.01408161921971,60.48125019360704,57.89916154405685,41.00292231683016,59.4393115247856,20.802592453815723,53.87910981773522,29.10908896506156,33.65473173173867,46.61638868312609,44.69358666549951,71.37134759636076,32.034162004972586,28.29759713903853
2019-02-04,42.59454799259152,58.58268550333765,81.93447329684642,38.407786663942204,77.78439032112045,31.439162402088765,54.907192124172255,31.386363996803453,33.64542668117039,31.92937244151831,44.35662134994288,62.2641485334436,37.02961068957325,39.62849664711621,43.49046753927645,26.463087226391366,54.534962890673505,35.95478805817504,43.1666850714628,40.41337919501861,45.898188982158565,30.14901199198867,36.86746243138736,55.79920593313971,70.88637296820406,42.31493097886733,42.89089872643687,39.29626817472836,26.614691892294164,39.931302993716265,53.20751135332821,29.841080330258706,22.7569927844302,41.70977457287232,21.06673744379591,15.30254027115726,38.6373671654795,23.744467914958868,100.87010394438792,43.68741474508425,32.10219263494592,43.306663491185205,36.92450072113397,30.288230653598408,39.09760861542519,54.72277010898384,19.87871510113333,64.27667174454864,29.622695503365218,31.92389984336361,39.11624358784843,86.2274095171051,33.58980284099399,39.26954834640117,30.9640309743532,46.13586906473554,32.84344597909101,114.13545512794151,41.9948306098483,51.9893612176218,55.505886616331104,75.66336163636232,52.500787336214984,35.88529121959911,29.773272279446584,38.616497334408486,85.50135468311001,24.756557098584924,38.95956563379062,91.42931604345257,49.64267817843445,45.369545519926945,38.95055117872239,54.1277846452224,59.63067895757701,35.44118872696822,46.254814035863106,42.50574501065748,24.41063585156337,53.80639181339042,35.3572692638286,61.22380768698503,89.79270377679225,43.451394382178705,32.56702910933434,75.16086347248735,72.67513552116765,37.66118470971113,46.95307342942989,58.058350092349315,70.0036073154907,23.194062086698555,60.212241723586644,22.04045431439834,32.593857226684065,39.240371561211404,47.76419206892539,61.39857807489324,31.06220774966264,28.963995193321374
2019-02-11,45.86427751472036,67.9638486117398,110.55472612291547,47.13382832449077,91.61082022265731,36.94688848791535,58.77256780885149,30.010472005430042,42.950225186789055,29.070252042202753,60.242346557626604,78.82886165435724,35.76413943631984,40.76776266909649,57.271361567856594,43.16442164005332,64.29214068732573,35.23746822989292,44.30802448628463,50.0977363897967,66.50656302822176,37.28721358734522,45.76477342384036,63.927864902807165,66.92425151888459,46.36899169708799,48.44021620214277,34.096494666932294,47.4685325911999,47.2861271370218,71.79157856619692,29.795891912591753,21.958464316880338,51.24881262406452,73.888958758705,21.484446994962305,47.44516237947366,33.71730406275554,117.12282426191379,48.525539231358835,37.271247525853695,71.35557758619453,43.428655809500455,27.891522360544414,41.17385220624334,70.84263770435899,25.773914178471294,76.18315098333703,30.786783988400167,36.360536427046924,45.94603311463302,97.39706874706006,36.034832811087654,40.717473419603785,40.84710914274806,40.675626025968796,32.19853861034805,113.55776616152369,49.04609013569427,62.00771370008245,65.26964941390891,86.20045728660823,48.06839402039095,53.6541220394861,33.589788120432466,31.980259471483276,85.19295560424571,38.502133441636175,46.661940578038575,90.1711630848236,49.52050328639039,50.19327601345415,49.64531190051702,59.635565465941056,67.92845673301802,48.087510052397235,55.703266395943366,38.45815400184199,46.16778332824522,43.34445170494757,36.75282509069915,70.59457606019664,116.86977210528198,52.921266721460235,51.54744469524568,76.7576363199908,93.49159402955232,39.78521176095623,46.9448285239249,52.1494333110737,59.566283230811905,27.881739138476977,74.42446851639855,33.91223619229761,43.36873878247859,40.79764031999028,44.817148960080175,79.75340627396292,35.73433363160393,46.73576198465
2019-02-18,39.279544866864754,77.43425819218878,84.18017317686409,55.44028512150452,82.83905151714606,66.94144125522571,64.6530460520878,38.145141126390584,37.023658309511866,29.425335057157238,61.59944292823168,75.13271174501122,44.982056867614354,50.89518295688762,60.97608273216965,53.05826869406418,61.935673508521326,37.00446336791363,47.94685696076023,42.41889922693824,69.53227411911007,35.92419232057305,44.39765293449095,69.95643743759011,65.14060607055113,54.67149663344581,42.27419380330939,45.19983705561603,38.88077446173541,47.44033396217949,100.7732378542973,35.76479370664325,35.66518278708533,63.82318758761503,34.47175855997343,23.204430311106332,53.05968493878511,24.968177368272702,107.15783598271553,49.84596474048906,42.19267358220814,79.46772318071778,63.02165531326406,38.24093088860546,54.45518725009496,58.18824582661093,22.252636242473123,71.54684434648905,31.21598314130824,43.56667422543882,36.28497624097645,95.83856278687827,38.66792096102014,42.749217852626145,36.60133429799329,44.02308183134247,30.18991974603588,105.54928604015132,48.557545722068106,65.03810600003574,56.51606832057098,95.83461599735226,42.883403002624476,47.81486517488131,31.442767113944456,56.05774559224913,91.35811989428353,37.40244269128289,47.446492826684135,83.69816279806265,51.91873203078412,48.80803549871715,50.28797988716163,63.73141082437876,81.62152288674817,48.648146098954285,51.214721956746345,50.137604296148254,32.772772974616466,45.789472642692346,41.04652503673602,75.82211418598389,104.85291645706052,63.53336972540943,30.58524178556124,59.5421111379123,97.7000669180373,32.01585224328233,47.11325475124902,49.188729993044774,54.690640756251895,31.439300407098546,58.943717205845324,25.85845892794084,43.28272234421982,43.22389755190524,44.74404322633459,82.49772372245607,29.996615806255527,37.054851280917234
2019-02-25,37.02550106087992,68.18666258578362,135.3678873575148,49.75286815430292,81.15334388255535,53.42888784989737,60.680466687112684,32.40090196016832,50.72572766364127,39.565781008749376,54.36824219396627,77.96819804307476,35.47235516906304,32.87047814582762,54.091043384389245,38.83336177686348,58.10932320049973,50.0000494266194,44.43532465965549,47.915005997475696,72.31271794126502,38.65875000474388,45.566684784789956,65.30066469937186,69.78209114497325,60.41488592428931,44.70613369920108,44.32255017456737,41.33256717204803,47.22925894817728,88.72367404570713,29.55474352798601,30.042912313401338,50.599997317082185,38.79264648461134,45.851631027155044,49.89971563578857,29.163000162168803,118.99215477487749,49.29140988311392,41.56051396747997,58.08821739620786,60.03710943348975,32.206223669899,68.83223402122266,64.64529352855267,30.917983894405328,67.85001661830091,27.07100724936629,42.82687225262515,45.55707205079537,96.59002903402065,44.15937461135818,41.46511525697249,84.39108119129347,50.90668721211154,38.29774355887357,111.90102606539429,53.16903651131544,60.84400176334145,75.5596731561255,86.61206273240764,46.029171227024825,45.420973319064245,42.35790391007351,46.90515926679744,86.48475826430199,35.940395086544385,40.83635344212414,94.80230995680894,61.137880418082126,50.31135033957748,54.353563201085564,68.18966669172868,85.32191514988753,46.837140811642854,33.3580880421734,49.951631982084386,32.819814844705654,54.94960310171404,35.4841260719145,74.32816896793636,110.56678473576609,55.762654562359884,38.218358675392714,82.83061998153028,96.56321603746915,61.37318002657921,58.270066867153325,74.91652494959772,52.43573922925379,31.352536661430047,64.99501556725365,43.09274319705423,50.30025133451421,40.95272332793535,43.91207706134271,77.89166328015901,28.364775355106826,33.50818437352034
2019-03-04,47.93790411700014,67.47467327378452,103.3446200096067,63.08075466600718,82.21285480699818,37.45771786617521,58.17147779470707,26.726157928166,49.2570868881043,35.03520654051179,48.77053277504362,91.44602157199724,48.3395759064104,28.251222355568128,56.57021965209015,24.25971606643843,55.193379862264415,35.6920963187014,62.125359504695545,53.81995353200868,48.29830785700379,33.344380886615255,47.42794348777473,59.1048494203464,76.54134811447231,50.51161387828376,55.494615507700516,33.93254180787397,24.891237181276065,50.822589754339134,101.87620594841069,39.15246029974305,29.062513332601622,60.57370254356022,18.71763262387624,73.08551418600373,41.51703709496567,35.26540418637758,109.0414797477252,50.36986858133796,39.53778984079419,74.45250507556018,54.63584894845486,40.31671931956816,46.226080823132456,46.60945300169015,37.15228352492627,61.51570783728106,30.777593486466955,60.41729623317035,60.50981538050236,93.4746838941482,49.20415181636487,68.71007375024809,76.55367027145498,49.26535078000486,54.21759656105297,93.29418385642008,43.68991761340299,66.32565304291502,77.99637756152113,79.5329650907247,59.65161264760553,65.21391048574158,53.19898988730952,46.961616581356466,75.77606155672196,42.17422746290409,52.590836961454734,81.77448098764596,57.689313431089055,44.00200044797751,64.92920910439528,88.17761022220861,75.02624152260144,55.5431353339896,43.89752753465574,72.76573942574353,24.65348028439837,52.46168741747697,48.781215083977365,68.37061021346517,96.26071801190176,56.152389293357885,38.89429701898861,86.06091775944472,94.08454502447204,56.32013077162232,61.759793597267524,49.29339147201164,53.39208155217966,26.621108076711682,65.94875643628396,38.12473684567367,75.51668905884726,28.52963500081318,53.6710183735953,76.14827373963561,36.842804947497285,54.80483600420571
