location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Oklahoma City,46.132532868916726,27.56546219534332,40.25%,67.79%,68.12%,9261,1573322
Las Vegas,83.06130545238305,54.59310372112521,34.27%,69.27%,73.02%,17163,2598410
Louisville,45.750795052684936,24.34103596605123,46.80%,74.36%,74.05%,7325,1166396
Baltimore,45.35569089381275,23.5052435205796,48.18%,76.33%,76.74%,13152,2795744
Milwaukee,52.63874814234824,29.321117364866943,44.30%,77.83%,74.80%,8104,1399795
Albuquerque,51.28603891773013,23.629711162272628,53.93%,85.93%,85.73%,6717,1003487
Tucson,53.874163549115764,28.04731242175592,47.94%,77.26%,78.04%,7881,1135815
Fresno,37.75934007928423,19.276708627267915,48.95%,69.11%,72.93%,7973,1267078
Mesa,48.693365396373665,30.327013836227728,37.72%,73.84%,74.37%,5388,825186
Sacramento,61.570158035850184,37.389868440800036,39.27%,75.13%,77.00%,9275,1464274
Atlanta,88.64842571177236,54.898950211462264,38.07%,62.98%,61.80%,32803,5824760
Kansas City,61.74260518364823,32.915102135403934,46.69%,75.25%,75.14%,9881,1502352
Colorado Springs,64.0309631939428,34.69218592329438,45.82%,83.50%,86.15%,5026,741507
Miami,113.32066309776971,75.22509375655189,33.62%,74.56%,75.76%,22197,2058217
Raleigh,51.794413071177914,25.240785347086533,51.27%,74.33%,72.74%,11001,1618674
Omaha,49.69727464766721,27.7325942517895,44.20%,78.64%,77.25%,8670,1096397
Long Beach,55.38665906431144,30.104583707491937,45.65%,72.74%,72.90%,10348,1812113
Virginia Beach,49.71668434555303,32.09551516516129,35.44%,78.44%,73.05%,6717,1129774
Oakland,87.06598376285844,31.358628698722367,63.98%,86.85%,88.67%,10011,1877246
Minneapolis,69.47757264955412,29.984146307748993,56.84%,84.49%,85.88%,11526,1753508
Tulsa,50.04215387176032,28.999525271214925,42.05%,72.16%,70.07%,5043,774521
Arlington,56.178573239166035,28.989860754417766,48.40%,79.06%,77.71%,14164,2260785
Tampa,70.66531040809993,35.74171815636769,49.42%,77.98%,75.20%,10283,1484628
New Orleans,56.023189203842854,33.93506380869919,39.43%,69.29%,69.21%,17451,3926344
Wichita,38.98846064389209,23.05811138064351,40.86%,68.92%,70.26%,5577,692306
Cleveland,53.566914060869045,33.517457037643304,37.43%,65.95%,66.59%,9621,1888161
Bakersfield,39.096352455135865,25.287725047063862,35.32%,64.75%,68.43%,5627,875383
Aurora,42.477345018666576,18.72321656918117,55.92%,80.88%,81.56%,709,59306
Anaheim,65.69298107563806,36.2230477511639,44.86%,69.82%,67.82%,8614,935297
Honolulu,140.04061566403834,69.54847859826832,50.34%,87.72%,83.88%,11774,1065906
Santa Ana,46.907745715810016,22.530114190974626,51.97%,69.92%,73.63%,2951,397937
Riverside,45.13940988652974,29.855730348962673,33.86%,68.60%,73.50%,6039,806094
Corpus Christi,48.93414761404527,35.991646505586694,26.45%,60.74%,63.49%,5229,701461
Lexington,41.88882874591433,22.02514480801425,47.42%,71.66%,73.53%,1226,152839
Stockton,41.59119372613524,27.6766832138632,33.46%,59.60%,63.31%,3517,579519
Henderson,73.06061873128027,37.88485539774288,48.15%,74.17%,74.65%,5312,1022587
St Paul,55.29766997381408,23.29697416637095,57.87%,87.52%,84.86%,4384,671901
St Louis,54.817196834873506,26.597388931122467,51.48%,85.81%,83.22%,7187,1159512
Cincinnati,55.551280212224135,24.89991731094629,55.18%,75.81%,74.01%,7010,975034
Pittsburgh,53.726965832027126,29.567698406773516,44.97%,83.10%,82.11%,9121,1515620
Greensboro,36.390364479641896,24.83573363918039,31.75%,64.49%,64.24%,7157,1682466
Anchorage,111.83254375091742,48.29169717872611,56.82%,95.51%,92.64%,3512,604724
Plano,70.94466427323127,45.456571545628414,35.93%,78.97%,77.75%,4329,729718
Lincoln,54.20778163572962,31.381807646443885,42.11%,70.85%,72.64%,5835,581753
Orlando,91.61742977821454,54.51128275635364,40.50%,67.49%,64.21%,13635,1806071
Irvine,78.2338546416064,36.27115165912473,53.64%,85.93%,85.69%,4534,609445
Newark,53.020859710730335,24.63374008983225,53.54%,70.86%,71.26%,6182,1052187
Toledo,39.39222412056172,27.405358463219716,30.43%,72.66%,74.99%,3810,622934
Durham,49.14098453455482,24.9257798092615,49.28%,73.14%,72.72%,5825,1221550
Chula Vista,56.19404651182562,34.21429562784381,39.11%,77.74%,78.25%,2982,414748
Fort Wayne,42.45885869751267,28.32831928474859,33.28%,68.51%,67.00%,3397,421113
Jersey City,58.515801242855865,26.980695194686632,53.89%,83.96%,82.44%,4644,736461
St Petersburg,65.01864271929897,32.64100175363132,49.80%,78.33%,81.93%,4028,783159
Laredo,38.031889248432066,26.972980546753735,29.08%,70.70%,67.85%,2251,285153
Madison,44.20384811170383,20.73338823907442,53.10%,65.55%,69.19%,949,88195
Chandler,58.274410836808556,31.202517287755814,46.46%,76.76%,78.67%,3470,473966
Buffalo,43.542009334143515,27.706581311709677,36.37%,70.33%,74.10%,5188,937753
Lubbock,52.86453800775674,38.38618370687825,27.39%,56.96%,63.17%,6122,717207
Scottsdale,87.69874464986088,45.91045223838956,47.65%,80.87%,83.20%,4756,576658
Reno,57.90149349796596,31.16539508697319,46.18%,79.78%,78.71%,4903,673427
Glendale,54.322042631909895,14.113486108333904,74.02%,79.70%,80.22%,243,35452
Gilbert,63.73770950186339,34.61499474011398,45.69%,76.87%,77.53%,3919,449991
Winston-Salem,37.94563389782391,24.94471678373188,34.26%,64.68%,59.27%,3708,615541
North Las Vegas,46.53382127883301,29.99804553589249,35.53%,70.21%,74.82%,2930,486273
Norfolk,45.42526882041918,30.59706815529752,32.64%,65.90%,64.40%,5307,1222095
Chesapeake,42.058366299020335,25.986653551480305,38.21%,65.88%,63.43%,2260,450725
Garland,36.29455566565495,27.738880941230736,23.57%,62.36%,62.14%,3338,552388
Irving,56.30241700627272,32.95047241911042,41.48%,67.83%,65.36%,4071,662711
Hialeah,33.14037170048053,22.535816179163024,32.00%,73.56%,65.60%,1878,244523
Fremont,77.6028734058453,33.32079265668284,57.06%,86.77%,81.49%,2936,431462
Boise,65.77341870804186,30.21033215927683,54.07%,82.16%,76.65%,3200,453823
Richmond,53.4284269867508,33.05198931944584,38.14%,72.27%,72.32%,8858,1547249
Baton Rouge,42.18706654183707,28.59003759610042,32.23%,53.83%,55.11%,7515,2162736
Spokane,61.0137529122572,35.742854771152906,41.42%,70.48%,76.09%,2360,337873
