location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.7486802427226,41.761006698002376,51.30%,85.13%,83.70%,171325,26349704
Los Angeles,102.72877774422888,57.1407917688936,44.38%,80.61%,79.92%,131868,21747809
Chicago,63.778382186169665,30.32582308965755,52.45%,83.85%,82.37%,64181,10668744
Houston,53.67123311591853,35.908915513041904,33.09%,68.51%,68.56%,76539,15231006
Phoenix,60.89806932384633,29.39960852690441,51.72%,76.84%,78.45%,23921,3969559
Philadelphia,54.95472938148765,33.13105262402514,39.71%,77.14%,76.32%,35184,7212937
San Antonio,45.42409975608025,28.217524121566587,37.88%,74.02%,73.51%,34925,5811989
San Diego,79.21403290654395,40.908169527078684,48.36%,84.58%,85.43%,32071,4357582
Dallas,64.35281499490037,36.82513856701916,42.78%,70.30%,68.26%,30852,5975427
San Jose,59.855037662619,26.13356587102612,56.34%,86.80%,87.29%,14294,2085346
Austin,72.5322252843086,37.00168455945566,48.99%,79.20%,79.37%,30661,4648716
Jacksonville,47.35695983006307,36.37466334193051,23.19%,44.95%,46.77%,692,79357
Fort Worth,51.79516501340046,33.01504118202637,36.26%,66.55%,70.26%,15002,2338127
Columbus,44.68798855143047,24.78499916795899,44.54%,73.86%,72.48%,21081,3835857
San Francisco,113.38104424683736,44.15510067762202,61.06%,93.62%,93.58%,33628,4200341
Charlotte,57.562131070179575,30.965379937271198,46.21%,70.57%,71.95%,18970,3654246
Indianapolis,46.77765071510463,25.42271941290638,45.65%,74.86%,75.66%,16929,2811939
Seattle,98.71969644015512,32.87746065515089,66.70%,94.29%,93.59%,21846,3292102
Denver,81.56565015566373,38.23340628092174,53.13%,81.69%,81.56%,15611,2299393
Washington,80.1344141002606,37.25227216047553,53.51%,87.23%,86.79%,41478,6477928
Boston,75.00942650469723,32.99039179258825,56.02%,86.05%,82.86%,22375,2990061
El Paso,51.09497477285014,31.167365653107304,39.00%,81.36%,82.70%,9768,1544820
Detroit,54.25560275719777,43.75050277125975,19.36%,67.69%,64.45%,10127,2012486
Nashville,72.99351343757544,37.48608658048716,48.64%,73.34%,73.56%,20113,3334275
Portland,79.13510506875102,35.2082002871954,55.51%,88.56%,87.30%,16713,3213445
Memphis,49.58984890151408,32.56442790874511,34.33%,70.86%,69.31%,11307,2225185
