location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.15923842302321,59.545265918968305,30.08%,66.86%,65.19%,198341,38022739
Los Angeles,102.6803835164283,79.06905819855199,22.99%,60.92%,59.67%,149588,30402337
Chicago,63.265962412986354,46.36400741823365,26.72%,63.29%,62.54%,72229,15179204
Houston,53.982646218388886,49.69882420426309,7.94%,50.08%,49.59%,88712,21080188
Phoenix,61.58976877508785,45.709993302119685,25.78%,58.95%,58.11%,27481,5750309
Philadelphia,54.470285642370236,44.02101156714051,19.18%,62.69%,60.89%,39690,10101865
San Antonio,45.5000133636956,39.081271249967045,14.11%,56.05%,57.01%,39347,7907374
San Diego,79.28545522813934,58.84178024787609,25.78%,67.25%,66.04%,35622,6077738
Dallas,64.66134860405415,52.47217822039745,18.85%,49.38%,49.61%,36250,8550653
San Jose,59.90003377997438,45.56887617162609,23.93%,72.34%,72.27%,15744,2731068
Austin,72.89324503985885,52.70987806068776,27.69%,61.90%,61.18%,34559,6443085
Jacksonville,47.97782400417821,44.49177147512463,7.27%,34.89%,33.51%,767,100842
Fort Worth,52.21011604321688,44.51091486239591,14.75%,50.68%,50.52%,16796,3178591
Columbus,43.82034180322067,34.77325907761812,20.65%,57.53%,57.40%,23182,5177419
San Francisco,111.12202339067201,75.0387497427393,32.47%,77.89%,76.19%,42121,7543163
Charlotte,57.29121574536881,44.57620238343865,22.19%,51.60%,51.55%,21583,5258783
Indianapolis,45.86337338778783,35.68470436749005,22.19%,57.42%,56.55%,18880,3931858
Seattle,97.12274293018011,55.61115186932757,42.74%,79.87%,80.24%,24251,4779277
Denver,82.05163950701231,57.09194688134714,30.42%,65.12%,65.24%,18070,3395216
Washington,81.36093582543965,60.43417116547711,25.72%,71.01%,70.10%,45453,8813808
Boston,74.24446372036627,49.90364615477889,32.78%,69.61%,67.79%,24562,4143994
El Paso,50.76149157126156,44.04050017713065,13.24%,61.13%,62.78%,11049,2057169
Detroit,53.46842976260096,49.15429673166862,8.07%,49.94%,47.09%,11837,2880407
Nashville,72.4349468972594,52.27970480170468,27.83%,56.30%,54.04%,22117,4660085
Portland,79.87751757409197,52.67769652031157,34.05%,73.51%,72.14%,18728,4683811
Memphis,49.428001666006715,41.06272066535268,16.92%,53.21%,53.05%,13110,3117825
Oklahoma City,46.070782883050086,37.1958395799959,19.26%,53.10%,54.18%,10452,2313971
Las Vegas,82.56214578615204,68.32012992521649,17.25%,50.70%,51.56%,20161,3820599
Louisville,45.881999415812885,34.152638336379034,25.56%,55.01%,55.56%,8099,1688596
Baltimore,45.817804300621184,35.7401242843194,22.00%,57.98%,57.18%,15149,3950779
Milwaukee,51.834390158979424,41.46257299238903,20.01%,50.60%,49.79%,9385,2065357
Albuquerque,51.108685296266884,39.23433119231104,23.23%,64.32%,63.00%,7573,1406858
Tucson,53.6959929723221,43.132262680638625,19.67%,59.30%,59.79%,8978,1619112
Fresno,37.502701778203935,30.97584675315463,17.40%,51.60%,54.18%,8970,1675441
Mesa,47.55906817580098,37.75794039947608,20.61%,56.65%,55.30%,6096,1120347
Sacramento,61.377044596170514,56.64499367452815,7.71%,60.47%,58.89%,10548,2046943
Atlanta,89.68018274476704,72.40088907403214,19.27%,46.78%,45.71%,38687,8393547
Kansas City,60.7715931372712,45.74777874933098,24.72%,57.12%,56.92%,11088,2185629
Colorado Springs,64.43446377262806,46.830772951779565,27.32%,67.33%,65.50%,5739,1037576
Miami,114.77226058461282,94.82424365163646,17.38%,54.90%,54.10%,27117,2934098
Raleigh,52.90133064747682,37.77911276975651,28.59%,57.58%,57.80%,12072,2249748
Omaha,49.99419926980186,40.84587397799835,18.30%,59.74%,60.15%,9630,1509942
Long Beach,56.54690019171567,43.230256906866785,23.55%,55.45%,53.78%,11616,2364537
Virginia Beach,51.04990857735469,45.08349563463077,11.69%,62.70%,59.59%,7457,1500633
Oakland,86.59543856504358,54.4461967435919,37.13%,72.13%,71.84%,10928,2609202
Minneapolis,68.35333727215138,43.561322664591145,36.27%,64.17%,64.05%,12692,2491334
Tulsa,50.25384207224647,38.04243278600124,24.30%,59.77%,58.58%,5818,1158039
Arlington,56.31039359524085,41.69414150620841,25.96%,62.98%,62.87%,15719,3094806
Tampa,71.3032180960637,52.74554999147359,26.03%,59.51%,58.33%,11958,2140087
New Orleans,56.66180052141116,47.04996653010851,16.96%,48.63%,49.55%,19328,5300991
Wichita,39.71928573650414,32.273748603894816,18.75%,52.64%,52.60%,6089,936001
Cleveland,53.80373971590757,46.944481947396106,12.75%,47.06%,44.95%,10909,2594472
Bakersfield,39.590403974031624,38.209601332617304,3.49%,49.19%,49.88%,6267,1131332
Aurora,46.33168308026996,27.81747371445206,39.96%,72.02%,72.46%,799,82287
Anaheim,65.9111960469672,51.83538846201066,21.36%,51.41%,50.05%,9134,1197381
Honolulu,140.51053417459138,117.14137202709422,16.63%,67.35%,64.31%,13215,1465006
Santa Ana,45.91118446536626,31.97677938090056,30.35%,54.94%,54.37%,3297,527971
Riverside,45.49038500708543,41.216243348860615,9.40%,54.46%,56.20%,6645,1071051
Corpus Christi,48.69313605775417,43.923791757974115,9.79%,42.54%,43.56%,5827,936102
Lexington,42.30597950900669,30.380890217964478,28.19%,48.69%,48.30%,1325,196311
Stockton,41.91556555856091,39.34033655769788,6.14%,47.34%,47.94%,3955,771766
Henderson,72.50844782269056,60.05427429663569,17.18%,54.68%,54.09%,6098,1386830
St Paul,56.24413022048699,34.87241998067434,38.00%,70.24%,69.50%,4772,959143
St Louis,55.43296185829223,39.251305710142624,29.19%,67.74%,66.28%,8162,1660212
Cincinnati,55.44858917451309,35.594797432571994,35.81%,57.73%,58.84%,7909,1413428
Pittsburgh,53.40270042595624,41.120166745452984,23.00%,67.38%,65.56%,10156,2237471
Greensboro,36.752949717247304,36.56600330749639,0.51%,47.02%,46.99%,7972,2134687
Anchorage,110.57922115903337,80.83286875038559,26.90%,76.17%,74.13%,3953,821400
Plano,60.403168666263376,42.577839122141775,29.51%,66.55%,66.61%,4776,1020904
Lincoln,53.26261924615477,40.586446992436784,23.80%,56.18%,58.30%,6329,828983
Orlando,92.45690421694918,74.43240142393108,19.50%,50.97%,50.94%,15664,2613871
Irvine,77.49330778044435,59.532905846311,23.18%,65.37%,64.81%,5057,857820
Newark,54.51166789799657,38.902121212011785,28.64%,52.02%,47.42%,7067,1385061
Toledo,39.24350774661874,34.30506887792904,12.58%,57.15%,57.65%,4227,835367
Durham,51.082714546006464,39.79765117743953,22.09%,57.06%,56.88%,6361,1538439
Chula Vista,56.00259816724162,48.32350873503211,13.71%,68.20%,67.75%,3289,541694
Fort Wayne,42.7717908417305,34.538715161732874,19.25%,48.95%,45.60%,3790,593703
Jersey City,58.9249546570883,44.26049607253544,24.89%,63.10%,63.05%,5301,1049728
St Petersburg,62.85580563503488,46.93031532275784,25.34%,58.82%,57.45%,4640,1076408
Laredo,37.712054467766436,35.58588427735321,5.64%,38.34%,36.06%,2535,386642
Madison,43.22916807480418,33.55497457746334,22.38%,44.57%,42.26%,1061,118434
Chandler,60.24104313764675,46.06141962522159,23.54%,59.05%,60.37%,3927,626091
Buffalo,44.03656324477228,34.70249754722987,21.20%,55.15%,56.29%,5937,1318878
Lubbock,52.799824756984364,48.52606696501247,8.09%,45.42%,44.73%,6628,954970
Scottsdale,87.1363546877989,64.80793609753007,25.62%,60.74%,62.29%,5252,797100
Reno,57.74881768460599,43.16068443930703,25.26%,65.05%,66.22%,5472,912227
Glendale,56.0385969039787,33.56067794777951,40.11%,74.09%,75.40%,285,49788
Gilbert,65.04185990198621,45.635706030689455,29.84%,59.55%,58.87%,4315,641851
Winston-Salem,38.7411430113509,38.41951881512965,0.83%,47.74%,47.00%,4074,761146
North Las Vegas,48.11447218895401,45.6749100513798,5.07%,52.29%,53.55%,3417,676113
Norfolk,44.12625591260272,38.69858694630854,12.30%,50.93%,48.61%,5879,1548890
Chesapeake,42.46661243337526,39.80868588221373,6.26%,50.22%,51.79%,2541,601998
Garland,35.47094385006114,35.03640119420376,1.23%,45.16%,44.37%,3650,743109
Irving,56.55037345258282,48.17657081386196,14.81%,54.55%,55.44%,4583,863392
Hialeah,33.074728381188976,33.37469541399623,-0.91%,54.78%,48.96%,2201,323161
Fremont,77.13425874307396,47.913788721172686,37.88%,73.57%,74.15%,3359,580072
Boise,67.35789001282959,46.72791748779353,30.63%,62.26%,63.73%,3539,662704
Richmond,53.331952726751204,45.59987264032043,14.50%,54.67%,54.01%,9888,2122970
Baton Rouge,42.34041878113087,37.5301763665453,11.36%,36.17%,36.26%,8585,2851859
Spokane,60.06142941464766,45.42565981091957,24.37%,54.82%,49.50%,2714,481153
