Dates,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
2019-01-01,82.24528067744126,54.964109186565594,45.84868617082991,69.71785928613785,77.4570184698968,65.66668423634655,40.346162199010266,82.64832322010236,37.13988414339119,77.49184262858611,68.25712100160541,174.19155605053365,57.66398755777836,66.54265970312437,54.609839263764776,54.830929041585726,68.90067897238256,45.733535202985365,51.92268991332408,53.29407617113922,40.121553026788035,50.78057947866885,56.59205348690803,57.308706356294444,47.6662961773232,55.784038802993635,71.68961604352928,48.764106064024034,82.29414613247806,62.31037108894386,54.97587221855495,38.017806899525915,67.14595171405482,73.48556246775044,70.88886835149337,47.662318114474125,54.87346034365248,70.81862700318513,50.71087122658299,51.92499782963046,48.203197747906835,53.52905489827738,67.23758752965206,55.734421578350904,68.2572307348928,72.57853428507661,57.542608796779575,73.17791561135239,22.490331831789362,73.21965929638655,49.28453847872398,46.21162163628939,56.71765678267329
2019-01-07,110.28145000318412,51.697510767984916,47.50687592148523,60.62291359785828,71.96477767729235,62.33667339254898,42.9215512772762,74.94899975652784,33.439986783969495,70.2603241515025,62.98653070232354,168.85065057159497,48.111347568982204,66.3316536104537,53.341806239914355,38.4471527964285,66.02826482881491,38.88133779144225,43.345036665424495,54.881540801645315,39.66627930476977,60.30001248516527,52.08838568621746,61.37195329854398,44.13639124286727,43.82196652012265,76.2785314674628,45.47317493686597,61.55836337901498,48.306403846663116,57.83005801944718,46.77389342601473,52.24984921537619,72.92720859945842,70.94397448705425,41.91508444932652,49.88854648394452,63.84929505350792,51.98295737177363,59.895188664807456,47.06807818826053,60.863051191816936,64.41349312697157,49.01771457798845,78.03704652510864,51.7606930948458,50.56766433470797,151.23529954103537,43.67919624294422,61.240927760145354,52.46979635751883,34.95371356571074,68.00668401062441
2019-01-14,96.63278549946894,38.24378179458162,40.20385818434651,55.48965496483477,72.49341155171065,65.86620032944101,44.72190356028448,65.19488173940235,33.88987015466064,72.38749985773055,62.661793419071834,122.67565692713181,37.54130829120113,64.46634849613403,48.23474182994663,36.41024201586429,60.773947341935056,39.068421751784655,40.04287776246012,56.7083380746021,39.72900020722686,56.53715165445556,50.80868133577545,67.37040613955482,46.65950868864514,45.29677822457918,57.081595783670956,44.61450412910739,51.57473777955438,43.70534265921863,44.12152937042323,49.05813755442348,50.141297278951626,71.74777784568879,71.21837922992135,36.128621887518854,43.93633364827558,59.834261776895055,49.67825063613289,49.22006855718365,51.445143080121326,41.59287436697774,58.55062702205781,47.2992797727951,76.03537617470738,59.7908891372347,51.097912396632154,67.74678048339746,45.708140013792686,64.02190633237862,55.45259458204814,38.04393944682499,71.5637180578456
2019-01-21,92.09190264287766,41.07556958639141,46.71625464782096,65.69529676670003,72.27689636065585,66.15540228063,43.24539226194949,79.34692484531749,34.826012649412206,78.53281415707652,67.8486265083721,131.53593434366545,38.77075541037241,69.39749902482923,50.722289184894095,36.712907922505835,56.902356338817796,39.63529147737853,39.940286323771524,57.36026691627999,41.757045724449014,61.083568456981325,50.55186357978652,65.50905489414384,47.95740402411438,42.445240027365536,65.41439004622785,45.03052997943242,52.2493429660377,47.14480719179018,42.95452047681879,50.79663344703143,49.4371278660477,71.71251479641947,80.17062504801287,38.73843083106525,41.939097409065454,69.81691317009366,51.940775358759105,49.27912741963215,39.39126667134299,42.79761377047023,66.34407386050628,51.70639034061751,75.83456949896137,59.210187066661774,52.11352283484445,167.50998467423125,51.694895359394124,70.54377559350232,53.80376414038035,37.36370599114577,67.44808538739417
2019-01-28,106.03432498531923,34.690418757896445,43.98230730861194,84.97769931114263,74.37655002675096,60.97729417090853,38.59520769561885,66.68899600178918,39.44466229772227,81.33437044674216,74.04857580457158,108.99190352568182,40.17652009151859,56.77936765312091,47.17979032216082,39.044097195402465,52.49040600573828,38.55010835054923,37.212408833868494,54.5440739374845,34.70866201528341,69.12522125246718,46.49425126336567,59.56065795614878,42.3161937856314,39.800480720785814,57.561709528163746,43.24981265737383,48.66103887385051,46.052033024427686,49.35625756597722,45.815416967519624,56.018813218119604,71.93055487209858,90.63470785077662,34.637467327889894,44.27372641429571,64.89385474967828,49.32649237146146,39.04527979548756,45.56838386919454,41.005671500884446,55.056004202378475,48.75982376245865,73.56205309623446,57.098853745293454,47.07089097438382,94.5309397969287,45.00916707688821,64.64039864910643,49.21380751727602,31.366469177858967,56.95087896762569
2019-02-04,91.10167067339411,34.322529020620394,35.907342276124666,48.64249581379457,61.931556902071655,58.341270479854614,37.99952019862332,62.68093594323417,43.572014905113434,65.59574173032202,57.28338744431632,106.26673895652014,33.91026350038648,46.6719373753922,46.02824468583371,32.981996099135536,47.94149290750905,36.461723553558045,35.556516472412646,49.67668447251856,33.458137097660206,53.562584519826316,44.770845706374814,53.28428691267645,38.76805146531012,39.51035902798465,52.44569935487904,39.748329026386735,46.43262914244041,44.7738460853123,49.83166360370429,39.82810406228324,44.54462080921282,62.9086409940539,62.379791244636166,33.584572418639375,38.00754387400301,55.752313377012754,47.58358147511859,38.00553413134745,36.9002498988485,37.73543326541503,46.901193333740764,43.79802561621068,67.17056960895333,50.5922724819531,44.62856102811839,45.679290923442935,39.628748690596595,55.6634102601059,43.61065032972478,32.024536179611154,54.563673037890915
2019-02-11,126.1866833031754,41.624574205840275,43.37026585051338,52.514521066275904,72.13763415410413,62.693490839342566,45.93181189089347,79.98784536779284,41.17657890871913,70.40096821596545,63.05553719264073,123.82964456979197,43.42582884544842,57.64530639448522,53.78582374562424,40.55623552620207,54.576358334742416,41.51146571403227,38.48860958247652,59.33370821461023,39.02682821331368,54.393320954290566,51.36851604274609,58.07213772191361,44.764874788686434,43.65974449436239,56.1608596279762,47.15060902031422,71.89161155458838,48.026290227449465,59.00892386617805,43.60885442896335,51.7642646519568,71.30607331953058,69.3593003641255,39.55533100444414,43.02042519998585,61.351845516745946,51.35963292686448,42.107588960883746,38.376002541467095,43.32575665643585,65.27536628652571,48.881211110702594,77.37159517482381,71.61002565418676,53.117660674875566,158.93691971977452,44.425079994417096,65.75011343893746,52.99441188907501,37.40258981112833,49.97376379092394
2019-02-18,103.07360821547363,39.81070795137808,46.25154577796834,48.72377103272044,72.53674956380483,62.56544232138122,44.133011385631896,87.35359534672193,43.635994040575305,70.50810032765278,61.931146277163926,122.40218207700585,41.323680555090206,59.653468626420086,53.602469734031764,41.57575035467751,58.428340890486766,38.00248155502516,38.516393833833405,61.65040988095465,37.62691256882682,63.35651125466603,56.29221171711553,63.00734681270504,47.86501863143836,42.53869809779882,59.09640455118385,47.50525571788424,65.95666219660966,46.98053443553333,51.9476926014489,45.565341181304,48.33490432363807,67.86889545838905,78.73060681276695,39.89615297007113,45.670969533195006,70.08772826421088,49.9649030294129,32.64322246810682,55.985347392822256,41.29595240156044,69.8857675991658,50.2199198002106,79.37826088215381,67.82867357907291,52.06316845224572,165.99352759525888,58.80116089822148,66.35972401903065,51.786767224303524,41.41942018342568,70.2895015617207
2019-02-25,120.88273613979604,43.42365266138698,44.01885540438701,54.481078404260295,71.50011370891501,64.18858854905649,43.711174010956576,74.17421624149641,41.36257529075684,72.85502574038598,62.93019485570667,130.98127832673714,48.865473360954944,63.86948862519027,52.67849027148176,42.53464793810718,59.40246591829657,39.46199052277004,42.351610188792606,53.919066057642844,42.29223299171577,48.24469466860025,65.22476138047543,64.9232594951646,46.49123610772534,45.20022722463971,70.34532790655254,53.035547631635616,68.03626611166573,45.15312711476414,56.143631880793144,49.346771781650936,49.16328290322586,68.52655061319064,70.84311387961186,42.573726298951314,43.97494626470157,65.15951999037848,55.71328659196072,32.901753337446394,44.29719455411677,42.0661460365254,74.99515753783447,54.349673440129486,77.41501582935159,59.270439579373786,55.45832357451296,119.86518404434553,68.29861887361496,73.67695375914295,54.140973089432414,44.00717178238683,66.53253358020152
2019-03-04,111.61253379550331,50.00980955041177,40.83556372654495,56.478806929922094,69.93933680737933,60.6598109442474,46.02333775944419,80.58849600109623,37.075344723493195,67.8189530039019,59.62705662244815,117.03589162448706,42.63827606722528,67.96479652336487,50.47881105553648,50.028891982481554,81.4047984344174,43.71841437083855,43.113520792763765,58.59214582336464,43.68117474684028,60.63726590577642,64.11124273268935,62.379340826760455,43.52172122014435,50.41410500240046,57.76453442965731,58.45523536977079,67.89552112300674,58.37867342107804,50.37140044254455,44.566710414386236,50.83058296228468,68.22816684406277,66.13469654680995,45.96355932578384,40.975670383101324,61.17910329281605,54.58592566363205,49.753122096473874,51.49135227321111,47.07781847926463,61.256736706458234,55.45883130915198,78.54328670546275,60.430225803400475,59.52743944897052,228.69890620115825,53.10131349072517,71.21966829308914,52.067494143802215,43.05169653563941,62.58415460088552
