location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Plano,59.78167439460639,31.23927356253926,47.74%,79.01%,77.00%,4078,735612
Lincoln,52.835674297775924,29.318633267001957,44.51%,66.27%,68.01%,5458,616064
Orlando,91.54272249777287,63.20741257326407,30.95%,62.12%,62.33%,13014,1952889
Irvine,79.59613967538893,40.06863055187274,49.66%,81.40%,81.87%,4318,635191
Newark,54.96873737176752,28.67417609127979,47.84%,67.59%,66.56%,5926,1030414
Toledo,40.236249881218335,27.201390316392278,32.40%,69.13%,66.82%,3625,652787
Durham,49.77248349796365,25.36018905884997,49.05%,69.66%,69.62%,5496,1237674
Chula Vista,56.98755938689523,33.83157571457156,40.63%,77.74%,76.12%,2833,418310
Fort Wayne,42.99457505087409,27.80221192868068,35.34%,61.55%,57.03%,3271,430285
Jersey City,58.112661641197306,28.1682673382262,51.53%,79.70%,79.64%,4464,790337
St Petersburg,64.68138860323465,34.70339457137687,46.35%,73.20%,71.97%,3891,757978
Laredo,38.169975182392946,29.123702481801935,23.70%,54.69%,52.33%,2160,294212
Madison,44.37554163975299,17.607848579578025,60.32%,73.86%,77.24%,895,95375
Chandler,59.15606075429282,34.080990131468894,42.39%,72.37%,72.47%,3342,479688
Buffalo,42.460311535867646,27.02643553124942,36.35%,68.90%,68.27%,4968,977182
Lubbock,53.21702151127623,38.226867438813244,28.17%,54.89%,56.06%,5759,749889
Scottsdale,88.49065958836613,47.185318881486324,46.68%,76.83%,77.35%,4567,624005
Reno,57.23281898068048,30.977589771872378,45.87%,77.42%,76.86%,4677,713168
Glendale,56.23029590534294,19.11431737364077,66.01%,83.06%,84.27%,237,28744
Gilbert,65.4705960760715,31.35648775129542,52.11%,73.88%,70.26%,3741,475182
Winston-Salem,38.60963948890724,26.341627780142126,31.77%,60.47%,60.32%,3506,645627
North Las Vegas,46.70810893126358,31.810526279696386,31.90%,62.46%,65.09%,2875,490240
Norfolk,45.30842343527249,32.713275079084326,27.80%,60.76%,60.26%,5037,1252559
Chesapeake,40.868073260417546,26.15075753505357,36.01%,62.35%,60.68%,2214,482759
Garland,35.36044932849034,28.363967699236483,19.79%,57.49%,55.15%,3198,570268
Irving,56.706578391873336,34.77243353744522,38.68%,66.19%,63.28%,3909,671823
Hialeah,34.88296016637124,29.149611777686047,16.44%,62.51%,59.60%,1811,265816
Fremont,79.81051479866014,43.470137829037284,45.53%,83.05%,84.41%,2846,434928
Boise,67.39530237796562,31.4046254192353,53.40%,76.57%,77.41%,3061,486619
Richmond,53.37301656633789,34.82116385255623,34.76%,69.38%,68.35%,8465,1596380
Baton Rouge,42.939049683320306,29.930248468192545,30.30%,49.53%,49.20%,7194,2217869
Spokane,59.03778608507832,35.77209010265557,39.41%,67.36%,66.45%,2239,338681
