location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.52127828078201,45.26740172192818,47.07%,80.37%,79.06%,162596,28261902
Los Angeles,102.73851088399688,61.261016959195736,40.37%,75.29%,74.03%,126439,22972253
Chicago,63.31718047535458,33.469961031877226,47.14%,78.95%,78.05%,61344,11394493
Houston,54.226875109498344,39.57192568027201,27.03%,61.21%,61.20%,74462,16313731
Phoenix,61.55581369487893,32.87706693221078,46.59%,71.18%,70.42%,23157,4321249
Philadelphia,54.54637459206121,35.80161469489675,34.36%,72.55%,71.08%,34272,7626805
San Antonio,45.61652184089558,29.609461608287845,35.09%,67.17%,67.60%,33649,6156795
San Diego,78.51961925684998,44.23154650589248,43.67%,78.80%,77.01%,30520,4649951
Dallas,63.5833704634742,41.210047598235434,35.19%,64.23%,63.00%,30238,6486819
San Jose,59.86182967518989,29.742440159615914,50.31%,83.78%,83.89%,13710,2134181
Austin,72.80278937801253,39.08252671569249,46.32%,73.01%,72.92%,29377,4854284
Jacksonville,46.02553286715868,35.40250752542009,23.08%,39.83%,38.77%,666,81409
Fort Worth,51.88967709827056,35.06310876503207,32.43%,61.49%,60.93%,14424,2484171
Columbus,44.03946691459004,25.383186875792994,42.36%,68.22%,67.59%,20159,4072300
San Francisco,112.70365033090422,46.049366380178775,59.14%,91.00%,90.27%,31662,4463557
Charlotte,57.267778596776715,33.15351307324147,42.11%,65.62%,64.61%,18332,3963068
Indianapolis,47.242075447044755,27.24399734784028,42.33%,70.53%,69.87%,16198,3022376
Seattle,97.55579299010171,36.50853995901968,62.58%,92.13%,91.96%,20713,3488487
Denver,80.81166242296068,41.3971151580188,48.77%,77.73%,77.68%,15012,2508524
Washington,80.13928609542792,45.084209871002315,43.74%,83.54%,83.08%,39586,6910627
Boston,74.56153133755522,35.487804540701795,52.40%,84.32%,82.50%,21117,3169651
El Paso,51.29032446098795,33.42671420179609,34.83%,74.51%,76.13%,9410,1609847
Detroit,54.17466999911714,45.058820987810705,16.83%,63.18%,60.19%,9922,2212679
Nashville,72.20776437152065,38.541519264677355,46.62%,69.21%,68.84%,18991,3575335
Portland,79.16327673940175,37.17700645129148,53.04%,86.11%,85.34%,15986,3443876
Memphis,49.80485903880234,32.330655290447616,35.09%,65.89%,63.55%,11059,2491796
Oklahoma City,45.67159086830848,27.72206439653359,39.30%,64.10%,64.70%,8937,1698459
