location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Corpus Christi,48.89529508482938,35.37316448999315,27.66%,63.46%,68.95%,5171,678174
Lexington,41.98327951551438,21.455861051076663,48.89%,72.79%,66.89%,1214,147270
Stockton,41.52876469907598,27.216753249197524,34.46%,61.21%,65.14%,3458,556044
Henderson,72.37855829462258,36.87183539539644,49.06%,75.74%,75.11%,5229,984159
St Paul,54.851454578991394,21.647560587708398,60.53%,88.38%,84.53%,4352,643611
St Louis,54.969907566161325,25.528384345999783,53.56%,88.82%,86.70%,7113,1117052
Cincinnati,55.462149800005456,24.18190159837465,56.40%,76.81%,73.94%,6935,939158
Pittsburgh,54.05262503193252,29.31001223575388,45.78%,84.20%,82.95%,9034,1460983
Greensboro,36.39623353652268,24.013819179123256,34.02%,65.88%,63.84%,7021,1618524
Anchorage,112.14318994375044,45.90784298062537,59.06%,96.49%,90.98%,3469,578137
Plano,71.08046221337479,44.443320391700645,37.47%,79.31%,77.41%,4288,707125
Lincoln,54.048380728233276,30.922444187928686,42.79%,73.60%,77.02%,5760,558536
Orlando,91.4155404313132,51.652299534027456,43.50%,70.49%,68.24%,13466,1728015
Irvine,78.37565850318276,34.99955784971181,55.34%,87.05%,86.59%,4486,588271
Newark,53.45926942542786,24.03930102371658,55.03%,73.52%,71.58%,6101,1022385
Toledo,39.40363425718813,26.789080461833322,32.01%,76.92%,73.90%,3770,602290
Durham,48.96724020839614,23.594086763297838,51.82%,75.42%,71.12%,5735,1177583
Chula Vista,56.08833644601941,31.230712931759655,44.32%,82.41%,79.76%,2937,396823
Fort Wayne,42.80807146803014,27.533637109532567,35.68%,69.64%,71.97%,3366,405655
Jersey City,58.58893269375742,26.089760294105897,55.47%,86.94%,84.45%,4582,716410
St Petersburg,64.74584262248831,30.287731711332725,53.22%,82.18%,82.26%,3992,744308
Laredo,38.027563090097885,25.847652642549402,32.03%,73.23%,71.21%,2228,277185
Madison,44.464480921305466,23.111730514599465,48.02%,67.36%,72.94%,935,84240
Chandler,58.2922892527136,30.00617370340911,48.52%,78.55%,78.78%,3438,453066
Buffalo,43.521964829103815,27.21450844987065,37.47%,73.01%,78.24%,5122,898435
Lubbock,52.72828920416873,38.489812826676065,27.00%,56.70%,65.47%,6041,692849
Scottsdale,88.25651890710861,44.52640478497256,49.55%,83.09%,83.41%,4697,556980
Reno,57.7621337690476,29.16722649505153,49.50%,81.56%,80.70%,4832,647724
Glendale,54.15415903726395,16.548194118080907,69.44%,83.08%,85.90%,261,36988
Gilbert,63.42589527379308,34.28355883914474,45.95%,78.16%,77.55%,3877,427053
Winston-Salem,38.07612855960912,24.04256219022957,36.86%,67.67%,66.44%,3649,586416
North Las Vegas,46.76314123647076,30.298774318923414,35.21%,71.09%,73.84%,2898,470706
Norfolk,45.43197025128906,29.346699590501995,35.41%,67.83%,66.83%,5254,1190164
Chesapeake,42.10499390822623,25.609721091672988,39.18%,70.63%,70.33%,2224,440550
Garland,36.31624397181008,26.907266641233825,25.91%,62.63%,64.34%,3288,525948
Irving,56.08902045995835,31.26368767791808,44.26%,70.81%,68.70%,4010,636798
Hialeah,33.00992780628663,19.151805880607018,41.98%,76.57%,67.21%,1848,234897
Fremont,77.75838959832133,31.733123172554567,59.19%,87.12%,80.96%,2912,425242
Boise,65.74488740933752,30.34609173635423,53.84%,85.16%,78.33%,3182,439928
Richmond,53.15231936881248,31.575631069683933,40.59%,75.86%,74.67%,8754,1491149
Baton Rouge,42.15675715368688,28.226232269739608,33.04%,57.01%,58.95%,7363,2047311
Spokane,60.14220813152196,32.42560807274013,46.09%,69.76%,75.23%,2318,319632
