location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.7025887187504,40.30417548603953,52.97%,87.42%,85.20%,169606,25344081
Los Angeles,102.86805745996581,55.36977344569192,46.17%,82.80%,81.73%,130128,20936625
Chicago,63.852356806937756,29.25482891151866,54.18%,86.19%,84.15%,63492,10277390
Houston,53.86112949505056,34.81968312459198,35.35%,70.90%,70.90%,75374,14628435
Phoenix,60.68805484015666,28.368358767531706,53.26%,79.67%,80.20%,23603,3807434
Philadelphia,54.977295695281626,32.07140670188503,41.66%,78.55%,78.97%,34655,6903662
San Antonio,45.32281282035693,27.07952978090418,40.25%,76.15%,75.86%,34504,5600869
San Diego,79.41637845967949,39.819316265857864,49.86%,86.57%,87.44%,31794,4203739
Dallas,64.16036568157482,35.52938489397194,44.62%,73.68%,71.95%,30393,5725097
San Jose,60.33221143522609,25.41849105821675,57.87%,88.23%,89.68%,14159,2019952
Austin,72.53520429642359,35.64652209905668,50.86%,81.56%,82.22%,30380,4467752
Jacksonville,47.449623274596426,34.372924610121466,27.56%,51.09%,54.08%,680,76609
Fort Worth,51.45095970955568,31.416588747378437,38.94%,68.37%,71.32%,14840,2256880
Columbus,44.571743191683375,24.37124146895067,45.32%,75.52%,75.26%,20838,3691442
San Francisco,113.31517807219409,42.0682156415061,62.88%,94.78%,94.03%,33412,4048348
Charlotte,57.95396626755666,31.207421781254034,46.15%,73.58%,73.47%,18726,3512564
Indianapolis,46.495487003634054,24.20907088225336,47.93%,78.00%,78.59%,16729,2700812
Seattle,98.86861855596914,31.62394825704553,68.01%,95.45%,94.55%,21665,3160660
Denver,81.59700081529805,37.00345852524639,54.65%,82.54%,81.79%,15451,2190593
Washington,80.38404288238804,35.54145245406419,55.79%,88.85%,88.30%,41136,6237901
Boston,75.28025075328812,32.30342683818973,57.09%,88.22%,84.56%,22175,2880450
El Paso,50.91886866308661,29.66544786284071,41.74%,84.68%,85.15%,9620,1481599
Detroit,53.91223323825632,41.22765832715776,23.53%,71.07%,66.51%,10013,1939891
Nashville,72.80556404080811,36.11992175421545,50.39%,76.92%,77.66%,19854,3197283
Portland,79.20186881152914,34.66856964500445,56.23%,90.06%,88.51%,16523,3079989
Memphis,48.45782891967774,30.473298553770714,37.11%,72.72%,70.11%,11164,2127173
Oklahoma City,46.16785063248708,26.09581254793897,43.48%,71.18%,71.70%,9145,1506734
Las Vegas,82.97757089400028,53.19660009459909,35.89%,72.15%,74.47%,16945,2502179
Louisville,46.18750407376142,24.033258744247846,47.97%,75.63%,75.48%,7253,1123574
Baltimore,45.35103160408815,22.484977716007595,50.42%,77.77%,78.85%,12983,2703823
Milwaukee,52.81769422936714,29.035349425190088,45.03%,79.65%,76.02%,8034,1338181
Albuquerque,51.32520671715762,23.206782262726485,54.78%,86.63%,87.47%,6642,961521
Tucson,53.817907069681524,27.4483695551801,49.00%,79.76%,77.54%,7767,1091251
Fresno,37.64538135768728,18.465937190600037,50.95%,71.32%,76.60%,7880,1236560
Mesa,48.63629768272908,29.713479906636806,38.91%,74.81%,76.15%,5301,792148
Sacramento,61.501641454657516,36.459561019870655,40.72%,78.36%,79.79%,9178,1416962
Atlanta,88.33543969382065,52.71010830430907,40.33%,65.55%,64.66%,32261,5622136
Kansas City,61.9226025895496,31.185417603097555,49.64%,77.14%,77.41%,9762,1443083
Colorado Springs,63.9016545679545,33.3534418556449,47.81%,86.70%,87.07%,4945,714802
Miami,113.6047927050054,73.65843582328237,35.16%,78.40%,78.12%,21917,1968847
Raleigh,51.79404658170676,24.529298494704655,52.64%,76.43%,73.05%,10898,1562324
Omaha,49.700738139574504,26.51451973750079,46.65%,81.51%,77.75%,8590,1048256
Long Beach,55.108298140879725,29.402702330550287,46.65%,74.00%,73.77%,10242,1735138
Virginia Beach,49.58057926259557,31.08839000423913,37.30%,80.36%,75.80%,6626,1080039
Oakland,87.1690744956121,29.783379474695842,65.83%,88.34%,89.76%,9918,1815504
Minneapolis,69.61574141330384,30.419524771777063,56.30%,85.64%,85.64%,11415,1680110
Tulsa,49.56607833955793,27.905155555185704,43.70%,74.10%,71.05%,4998,738608
Arlington,56.0802902780344,28.243074385484036,49.64%,80.49%,78.77%,13935,2127241
Tampa,70.566053139815,34.422528035405854,51.22%,79.99%,78.75%,10157,1428402
New Orleans,55.58805510800464,32.08057290516144,42.29%,73.53%,73.28%,17229,3775104
Wichita,39.050468957838675,21.855077288627086,44.03%,72.14%,71.18%,5535,666092
Cleveland,53.67814605204659,32.36925136046962,39.70%,69.57%,68.16%,9544,1815266
Bakersfield,38.99549721432952,23.788526459546873,39.00%,67.76%,70.22%,5556,842015
Aurora,42.192568033358086,18.49844511417573,56.16%,86.33%,84.26%,701,57591
Anaheim,65.60797829659217,34.48298174876406,47.44%,71.14%,69.93%,8561,901685
Honolulu,139.77935507643775,69.70420566919472,50.13%,89.05%,85.99%,11675,1025216
Santa Ana,47.243706269743946,23.31837118642787,50.64%,70.11%,73.58%,2917,382963
Riverside,45.29902425042082,28.336422263937695,37.45%,68.83%,74.41%,5961,781743
