location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.76856650031168,37.386333948277596,56.41%,92.03%,88.81%,166891,23658894
Los Angeles,103.02734242449306,51.12537736210989,50.38%,88.48%,85.17%,127148,19472760
Chicago,63.829695162417586,26.390931228019127,58.65%,91.05%,86.88%,62319,9548211
Houston,53.91311711139786,30.76343146939302,42.94%,77.44%,77.43%,73511,13640304
Phoenix,60.518451040071504,25.33060160172574,58.14%,84.39%,83.75%,23074,3514153
Philadelphia,55.0941607301766,28.524133597291268,48.23%,83.92%,83.84%,33775,6411503
San Antonio,45.32215132316045,24.861445243112215,45.15%,82.13%,82.51%,33743,5239855
San Diego,79.22222986361665,36.06395732998786,54.48%,90.42%,89.71%,31159,3896807
Dallas,64.11431371432415,32.34642492193752,49.55%,81.30%,77.09%,29681,5334789
San Jose,60.24691496858332,22.54734188069147,62.58%,91.34%,91.02%,13870,1893224
Austin,72.70433936920546,33.2999340878604,54.20%,87.14%,85.87%,29813,4204005
Jacksonville,47.94527604250585,33.783662267011685,29.54%,55.52%,65.20%,662,73905
Fort Worth,51.65817208970965,29.610790117556736,42.68%,74.33%,73.37%,14498,2117657
Columbus,44.54211885397395,22.372747153267948,49.77%,80.67%,80.61%,20404,3428245
San Francisco,113.29309792894108,41.40796060928922,63.45%,97.21%,96.33%,32989,3781215
Charlotte,57.29208699661811,27.478547879539196,52.04%,79.98%,79.78%,18291,3260729
Indianapolis,46.41114800544618,21.962867526746543,52.68%,82.33%,82.52%,16418,2531514
Seattle,98.86680538301943,28.028402962957546,71.65%,97.31%,96.75%,21320,2933133
Denver,81.49490578179868,34.041349798354844,58.23%,86.72%,85.07%,15098,2043883
Washington,80.07989201041156,31.574317966301386,60.57%,93.43%,92.10%,40546,5852162
Boston,75.87998393985215,31.304295151714502,58.74%,91.27%,88.14%,21881,2707159
El Paso,50.908188508149415,27.159833563749675,46.65%,91.26%,93.97%,9430,1384980
Detroit,53.9024972621569,36.549648453985085,32.19%,76.73%,67.77%,9769,1807673
Nashville,72.65059810048726,33.71782651324357,53.59%,83.92%,80.53%,19529,3003173
Portland,78.75112084794044,32.6679283628535,58.52%,93.48%,90.98%,16087,2845295
Memphis,48.24128093395897,28.007605329885287,41.94%,75.55%,73.49%,10918,1961626
Oklahoma City,46.2615255821645,24.86417059691897,46.25%,73.81%,73.17%,8943,1400938
Las Vegas,82.6691299096391,51.39725042518322,37.83%,76.74%,76.11%,16480,2321077
Louisville,46.11855548808543,21.17359937719754,54.09%,79.47%,77.94%,7110,1049620
Baltimore,44.98187667553023,19.108668049646997,57.52%,82.85%,83.99%,12650,2513047
Milwaukee,52.791905718527495,25.40383212825263,51.88%,85.41%,82.11%,7848,1234747
Albuquerque,51.34296578800835,21.445153979970968,58.23%,89.05%,91.01%,6518,898963
Tucson,53.76507911969285,26.013316941259244,51.62%,84.34%,80.38%,7610,1021946
Fresno,37.52248306096512,17.818940460076785,52.51%,79.08%,77.59%,7725,1158402
Mesa,48.52903410858337,27.94219243576664,42.42%,80.17%,79.01%,5176,732392
Sacramento,61.502641306624874,33.23712561783272,45.96%,81.83%,83.71%,8973,1318383
Atlanta,88.27696201440912,48.110220888937704,45.50%,72.41%,69.78%,31389,5265428
Kansas City,61.84580894245435,28.307118961962896,54.23%,84.99%,84.59%,9596,1340447
Colorado Springs,64.40252904540526,31.82444725084692,50.59%,89.53%,91.24%,4848,659713
Miami,113.89896527479988,65.94243143953776,42.10%,84.16%,83.32%,21439,1821369
Raleigh,51.67460308047937,22.876217260273506,55.73%,80.70%,76.70%,10649,1466534
Omaha,49.795774885398274,23.950808502803856,51.90%,91.06%,86.07%,8444,976515
Long Beach,55.17684439669246,27.721169029113913,49.76%,79.24%,77.41%,10002,1612205
Virginia Beach,49.48023340459176,30.33576126506221,38.69%,87.17%,82.67%,6493,1013120
Oakland,87.47861414543621,26.650003636632448,69.54%,92.53%,92.95%,9712,1665502
Minneapolis,69.7963571858367,26.634828621806236,61.84%,90.68%,91.21%,11250,1557776
Tulsa,48.99125023913826,27.23720046026916,44.40%,79.25%,74.68%,4881,676083
Arlington,55.79088501466574,24.656653013841257,55.81%,87.22%,84.50%,13639,1973557
Tampa,70.92856620024135,31.795607212702826,55.17%,82.99%,80.65%,9972,1330094
New Orleans,55.654450757357196,28.413645117323007,48.95%,80.45%,80.28%,16848,3494585
Wichita,39.149213979234666,20.45793108822763,47.74%,80.01%,76.11%,5405,619095
Cleveland,53.50163832514618,29.489631367665545,44.88%,74.31%,72.74%,9342,1716378
Bakersfield,38.99217025168046,22.298688077921963,42.81%,70.56%,81.88%,5398,789742
Aurora,42.486168052900716,18.368236557019802,56.77%,89.81%,84.51%,691,53337
Anaheim,65.73965117944567,33.35291285328278,49.27%,76.54%,72.28%,8520,862411
Honolulu,140.68252177944157,68.67595164628203,51.18%,92.85%,86.34%,11558,950428
Santa Ana,47.13687713636191,23.681840609910598,49.76%,73.40%,73.47%,2846,356666
Riverside,45.71856529768254,26.14174542244362,42.82%,72.21%,77.06%,5849,740452
Corpus Christi,48.73068644140806,33.2648837319322,31.74%,70.42%,75.34%,5050,641606
Lexington,42.61338708757183,20.408033126413834,52.11%,78.84%,80.20%,1195,136946
Stockton,41.27455426492204,25.03838177176404,39.34%,66.98%,68.49%,3375,519628
Henderson,72.4347708564079,32.52773788432601,55.09%,82.06%,83.61%,5099,911268
St Paul,54.59213206379941,20.32280037740542,62.77%,92.05%,88.58%,4258,598315
St Louis,54.94733071770333,23.28326164662322,57.63%,89.95%,91.11%,7003,1045392
Cincinnati,55.4147734310574,21.7826793666921,60.69%,81.66%,77.86%,6757,861510
Pittsburgh,54.0725896117266,26.767260499865824,50.50%,89.72%,83.86%,8852,1364866
Greensboro,36.58879093410023,22.182298688589444,39.37%,71.23%,70.29%,6786,1536457
Anchorage,112.16653591970918,39.18427764876818,65.07%,97.66%,90.61%,3386,544320
Plano,71.0378352538688,41.23549631265556,41.95%,85.85%,86.77%,4183,663542
Lincoln,53.748459446516975,29.784703655743677,44.59%,77.78%,80.38%,5648,523950
Orlando,91.3934422462848,47.24197313671864,48.31%,75.09%,74.17%,13244,1626673
Irvine,77.2277574877095,31.91712458112052,58.67%,88.59%,88.60%,4419,549873
Newark,53.95789290710762,22.606476944833908,58.10%,79.80%,77.50%,5992,950208
Toledo,39.350515590161756,24.732621815169235,37.15%,82.15%,79.65%,3691,572520
Durham,48.92401798351692,22.97508935419095,53.04%,81.06%,74.79%,5601,1114177
Chula Vista,55.836744143906294,28.184150733499926,49.52%,87.94%,85.15%,2850,365488
Fort Wayne,42.935420501093226,24.514631801170633,42.90%,83.52%,86.47%,3284,377685
Jersey City,58.49517696955702,21.944871775495294,62.48%,90.02%,88.08%,4463,662821
St Petersburg,65.12405609924724,25.186814670297473,61.32%,86.68%,86.66%,3912,681923
Laredo,38.09570224113517,25.108001374333323,34.09%,79.48%,76.80%,2174,260960
Madison,44.21723676913452,15.253725708485087,65.50%,83.42%,89.30%,913,79162
Chandler,58.61843248687584,27.675908141872014,52.79%,83.72%,78.59%,3368,426360
