location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.51659837301717,42.68454076729156,50.09%,83.21%,82.10%,173423,27684735
Los Angeles,102.7181788755156,58.46486352465503,43.08%,78.20%,78.68%,133757,22731412
Chicago,63.77132507508966,31.121697782708434,51.20%,82.73%,82.48%,65107,11275618
Houston,53.684726404984474,37.192307270965486,30.72%,65.62%,66.06%,77989,16026009
Phoenix,61.151184084640896,30.633433767012562,49.91%,74.28%,75.66%,24343,4218895
Philadelphia,54.636350448890774,33.45261131600361,38.77%,74.88%,73.97%,35940,7626553
San Antonio,45.34154074912981,28.691650355395396,36.72%,71.44%,71.20%,35405,6062803
San Diego,79.20127563727061,42.300384149431856,46.59%,82.14%,83.29%,32457,4581269
Dallas,64.53598967440354,38.30878451664281,40.64%,68.10%,67.69%,31429,6272201
San Jose,59.890902191133684,27.344391920193463,54.34%,85.49%,86.09%,14481,2176082
Austin,72.52239824161225,37.50071439015111,48.29%,76.29%,76.90%,30998,4868119
Jacksonville,47.57439770307354,36.856456092190996,22.53%,42.04%,53.15%,660,78152
Fort Worth,51.70038362490581,33.14033625975476,35.90%,65.41%,68.16%,15250,2454151
Columbus,44.674348851758275,24.759602391847093,44.58%,71.42%,71.77%,21369,4031338
San Francisco,113.18973223364013,44.093277445578536,61.04%,92.60%,92.34%,33872,4401989
Charlotte,57.511366598681555,31.663758866074108,44.94%,69.43%,71.79%,19308,3842905
Indianapolis,46.930070503321076,25.580960112767972,45.49%,72.56%,74.81%,17182,2959097
Seattle,98.61947207644495,33.38657522106884,66.15%,93.65%,93.31%,22105,3452311
Denver,81.30602180323784,38.48801833757757,52.66%,80.83%,80.43%,15845,2421467
Washington,80.16616145571282,39.98320062087429,50.12%,85.22%,85.00%,42029,6808185
Boston,74.59970781809484,33.21302214821429,55.48%,84.88%,82.98%,22563,3115048
El Paso,51.08965651457486,31.343477872003998,38.65%,79.03%,80.04%,9903,1609960
Detroit,53.485427254342724,42.43425817224735,20.66%,66.53%,64.04%,10373,2123590
Nashville,72.95589302979391,38.195546110482944,47.65%,72.19%,73.53%,20353,3510418
Portland,79.24365492623049,36.49306052286269,53.95%,87.63%,86.51%,16961,3366115
Memphis,49.671685586858324,33.43974207244654,32.68%,67.59%,65.18%,11532,2354317
Oklahoma City,46.21404674499968,27.961265607389507,39.50%,65.23%,67.31%,9414,1646362
Las Vegas,83.4445858264922,55.40976034773826,33.60%,68.37%,71.69%,17475,2735247
Louisville,45.64732541893143,24.52802306876261,46.27%,72.12%,72.13%,7411,1233558
Baltimore,45.320442062041586,24.149556375617497,46.71%,71.89%,74.55%,13393,2943036
Milwaukee,52.75616416810926,29.696135840045386,43.71%,74.68%,74.04%,8271,1477129
Albuquerque,51.585786499379694,23.953597349293958,53.57%,84.55%,84.27%,6826,1061965
Tucson,53.794078284533896,28.448600187064464,47.12%,75.34%,77.96%,7983,1198962
Fresno,37.81788750347009,20.078690011709575,46.91%,68.24%,74.04%,8126,1323465
Mesa,48.78511221753014,31.74898240591362,34.92%,73.47%,73.45%,5485,869914
Sacramento,61.65481150698391,39.645499739406034,35.70%,75.12%,75.73%,9444,1548014
Atlanta,88.6855213662244,56.349724682741346,36.46%,61.27%,60.57%,33364,6132770
Kansas City,61.451900568433786,33.198948276887286,45.98%,72.96%,72.81%,10026,1598629
Colorado Springs,64.17729573416412,34.75617777018132,45.84%,82.38%,85.30%,5108,775448
Miami,113.19886357705646,76.18732527266917,32.70%,69.40%,71.57%,22551,2164926
Raleigh,51.87723665463893,25.918913344434245,50.04%,72.75%,71.47%,11128,1688436
Omaha,49.46670779793945,28.48036145390092,42.43%,76.91%,76.77%,8793,1155997
Long Beach,55.606969833381854,31.486249887747086,43.38%,71.38%,70.87%,10452,1912094
Virginia Beach,49.850464394786954,32.182263225757545,35.44%,75.92%,71.57%,6824,1186485
Oakland,86.94439328310239,32.336673142808046,62.81%,85.53%,85.60%,10159,1982209
Minneapolis,69.59123709631452,31.17934731548656,55.20%,83.75%,84.29%,11670,1861489
Tulsa,50.032436915428654,29.048991947314853,41.94%,73.62%,71.75%,5138,815375
Arlington,56.094269105756695,29.550549449644613,47.32%,78.05%,76.11%,14371,2372912
Tampa,70.69295666429677,38.45771667234643,45.60%,73.77%,73.22%,10427,1561577
New Orleans,55.73675712084129,34.76327343323709,37.63%,66.57%,67.46%,17711,4144895
Wichita,39.36367705882997,23.201835969105435,41.06%,69.06%,68.86%,5650,727813
Cleveland,53.71543059621052,34.34102623704236,36.07%,63.06%,64.26%,9741,1989744
Bakersfield,39.38096740790297,26.51787023710829,32.66%,61.60%,64.24%,5728,913899
Aurora,42.72900738802282,18.060058086534653,57.73%,81.94%,79.61%,727,63175
Anaheim,65.8685623956665,36.77819366978825,44.16%,69.35%,66.87%,8661,972069
Honolulu,139.80760514300184,69.74584857553816,50.11%,86.56%,83.47%,11889,1113020
Santa Ana,46.564901884315624,22.716422945341225,51.22%,67.28%,71.33%,3006,414709
Riverside,45.17178116395707,30.837622826223416,31.73%,66.44%,70.30%,6118,837688
Corpus Christi,48.96207898089659,36.586743907262466,25.28%,56.24%,59.09%,5305,731192
Lexington,41.99209449730577,23.46536690901356,44.12%,65.93%,65.60%,1246,158992
Stockton,41.59290339321597,28.648417549610322,31.12%,57.69%,64.28%,3587,608720
Henderson,73.12044978659013,38.95433074613762,46.73%,70.41%,72.05%,5397,1065936
St Paul,55.468550438549315,22.92749707960869,58.67%,86.80%,83.88%,4429,703004
St Louis,54.898388043516185,27.992962715443653,49.01%,84.63%,83.07%,7278,1212746
