location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Cincinnati,55.651666130091314,24.4777283156033,56.02%,74.31%,73.94%,7101,1027040
Pittsburgh,53.89278804313797,28.673712424349205,46.79%,79.68%,77.74%,9220,1578355
Greensboro,36.453721877770356,25.881446481460106,29.00%,61.29%,59.76%,7260,1760885
Anchorage,111.41475184814811,46.69081072265581,58.09%,93.77%,93.64%,3584,637718
Plano,71.34416605055611,47.29342784538494,33.71%,76.94%,78.98%,4393,758434
Lincoln,54.18909805377681,30.68916688176571,43.37%,68.67%,70.55%,5899,612550
Orlando,91.50433765551752,57.70652677556695,36.94%,65.55%,63.01%,13840,1926832
Irvine,78.59584725300465,37.92457187519129,51.75%,83.92%,84.20%,4597,669182
Newark,53.10940910479738,26.814949925916338,49.51%,69.12%,70.35%,6282,1095661
Toledo,39.43053256781644,26.75394679174459,32.15%,71.98%,74.15%,3864,655307
Durham,49.15259242936722,25.154754501573823,48.82%,70.80%,70.67%,5903,1275491
Chula Vista,56.642569879317946,33.68795882319303,40.53%,76.94%,76.82%,3013,431066
Fort Wayne,42.659592316837134,28.48778254355059,33.22%,66.09%,66.94%,3471,447279
Jersey City,59.57774752880694,27.69969212831558,53.51%,83.85%,83.98%,4730,780382
St Petersburg,65.15403693060983,33.64749390429741,48.36%,75.94%,78.33%,4096,821843
Laredo,37.95208799645976,27.871105578948043,26.56%,65.57%,66.06%,2277,299264
Madison,44.39885013751577,23.05326472105367,48.08%,67.46%,73.60%,958,94495
Chandler,58.71620102727048,32.27676300006112,45.03%,77.06%,76.69%,3521,493248
Buffalo,43.54076173846154,27.653485067922965,36.49%,70.40%,68.90%,5278,986681
Lubbock,52.565302197565465,38.60474519717324,26.56%,52.49%,59.93%,6205,739668
Scottsdale,88.00626818421203,46.8825797334588,46.73%,80.26%,80.67%,4820,618794
Reno,58.058410491262535,30.854233189545635,46.86%,79.09%,78.82%,4983,708892
Glendale,52.51390844950878,14.893025672739348,71.64%,88.55%,78.67%,261,40042
Gilbert,63.414028423360335,32.05274632185874,49.45%,77.01%,75.63%,3954,473688
Winston-Salem,38.149488564864626,25.497149659879597,33.17%,61.27%,56.95%,3750,645231
North Las Vegas,46.835182443959404,33.007273957149394,29.52%,66.93%,68.66%,3003,510259
Norfolk,44.73225960407856,31.454190767505338,29.68%,64.50%,63.01%,5387,1275740
Chesapeake,41.84199113970789,26.245787173645557,37.27%,63.75%,60.68%,2305,467503
Garland,36.45913733136471,27.774491401463457,23.82%,61.07%,60.51%,3392,583116
Irving,56.24928691929608,32.62418222941642,42.00%,65.62%,66.94%,4138,693277
Hialeah,33.319071525014394,24.636894623468176,26.06%,69.50%,68.72%,1923,256940
Fremont,77.66886545850652,34.691231086712335,55.33%,83.59%,83.64%,2976,453288
Boise,66.87325170002799,30.852899636103764,53.86%,81.61%,78.04%,3243,474913
Richmond,53.33077638086894,33.649489551841995,36.90%,70.48%,69.95%,8995,1624786
Baton Rouge,42.564776558269564,29.50820708184944,30.67%,53.82%,53.73%,7650,2273886
Spokane,59.678602480993625,36.325169464273635,39.13%,69.08%,73.66%,2395,350578
