location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Las Vegas,84.73268890172827,58.533360130818856,30.92%,63.67%,64.37%,16704,2772067
Louisville,45.60590561711042,25.81090439358339,43.40%,68.43%,67.56%,6935,1260029
Baltimore,45.496230956578636,26.729547560753574,41.25%,71.86%,71.97%,12723,2938090
Milwaukee,54.015775878768345,32.47976070345902,39.87%,71.08%,70.82%,7761,1537403
Albuquerque,50.896699538578986,25.85084814915588,49.21%,78.89%,77.14%,6412,1028532
Tucson,51.626700156084055,29.838010838639683,42.20%,71.07%,71.19%,7568,1202612
Fresno,37.73505628621736,21.97447754781238,41.77%,65.65%,68.27%,7686,1299969
Mesa,48.21378934457469,33.67313412048786,30.16%,71.37%,68.37%,5178,882438
Sacramento,61.5203465432426,43.63755149376316,29.07%,71.85%,71.64%,8925,1484833
Atlanta,89.72968030675565,59.233197575313326,33.99%,58.32%,56.93%,32009,6260339
Kansas City,60.80222135407204,32.047462338724735,47.29%,71.19%,70.80%,9413,1623337
Colorado Springs,64.25069651738117,38.27593894901853,40.43%,74.66%,74.28%,4849,790748
Miami,112.30493361794262,79.32527588273524,29.37%,66.15%,64.39%,21630,2166069
Raleigh,51.90424096776429,28.181046700898726,45.71%,70.06%,70.91%,10424,1672322
Omaha,49.822923913900645,29.347117467418002,41.10%,74.23%,74.12%,8262,1163798
Long Beach,54.979092793819206,33.031585548232286,39.92%,67.26%,67.48%,9908,1822514
Virginia Beach,50.047113730792795,34.94268850513247,30.18%,73.08%,72.51%,6500,1186603
Oakland,86.37030253752837,34.61170904343234,59.93%,83.49%,83.67%,9541,2000099
Minneapolis,68.88204664949895,32.288905068337286,53.12%,82.43%,81.81%,10921,1913055
Tulsa,50.27051723199365,30.556249120002143,39.22%,70.37%,68.42%,4889,849822
Arlington,55.53041493895868,30.44469884997506,45.17%,73.76%,73.00%,13478,2384163
Tampa,71.3349136893009,40.19418126112579,43.65%,71.41%,69.27%,9987,1589525
New Orleans,55.4148538452112,34.54039921673347,37.67%,63.85%,63.41%,16634,4136384
Wichita,38.90476204792673,23.780214262962172,38.88%,65.00%,61.16%,5242,712305
Cleveland,53.66037952566166,36.44218060972933,32.09%,58.63%,56.64%,9224,1981573
Bakersfield,38.360044244289895,26.96073490471177,29.72%,58.25%,58.75%,5410,901738
Aurora,43.06619396021162,17.89889501568408,58.44%,75.04%,79.05%,699,62310
Anaheim,65.3717456166258,36.25844285133223,44.53%,65.87%,65.51%,8031,954956
Honolulu,138.82848051315375,73.63265297011411,46.96%,81.31%,76.63%,11169,1118946
Santa Ana,44.16518634580488,22.83603018538235,48.29%,64.80%,63.80%,2880,427923
Riverside,44.95390645368029,31.584577228155037,29.74%,66.88%,67.49%,5725,823358
Corpus Christi,48.97490052347124,36.53135780714692,25.41%,55.31%,54.45%,4970,751275
Lexington,41.04539425519725,25.800034051579157,37.14%,58.67%,57.94%,1168,159255
Stockton,40.79260416707711,31.24564845612228,23.40%,54.47%,55.51%,3428,590390
Henderson,70.80769367151284,43.54078518980235,38.51%,68.23%,68.29%,5148,1078655
St Paul,56.24119612234856,24.40606632838346,56.60%,86.62%,84.92%,4155,711875
St Louis,55.796377828871485,29.660345385322948,46.84%,80.96%,79.28%,6868,1217997
Cincinnati,53.48997584929388,24.787786043013,53.66%,68.99%,67.86%,6664,1054230
Pittsburgh,53.738126679119375,27.863837645219444,48.15%,80.61%,79.29%,8618,1624320
Greensboro,36.244441752196664,26.019970924577702,28.21%,56.55%,57.43%,6872,1775891
Anchorage,109.00555297527356,52.03624115122292,52.26%,91.10%,88.91%,3399,648111
Plano,59.933779501854666,31.53128921153719,47.39%,78.57%,76.73%,4093,745788
Lincoln,52.84782012380969,29.658378432638578,43.88%,67.06%,66.73%,5477,621995
Orlando,91.32130579780075,63.21623096260647,30.78%,61.66%,61.00%,13058,1974570
Irvine,79.65324660175685,40.684065315445324,48.92%,81.09%,81.08%,4335,640641
Newark,54.95321167274436,29.397715901072576,46.50%,66.96%,64.67%,5949,1037976
Toledo,40.24764625264296,27.26564512611677,32.26%,69.13%,67.10%,3632,657646
Durham,51.27698750513412,28.274271923746273,44.86%,69.13%,68.81%,5518,1253690
Chula Vista,56.98744704185411,34.126524111754584,40.12%,77.04%,77.50%,2846,421576
Fort Wayne,43.02712617307811,28.40287868853937,33.99%,62.85%,55.95%,3282,434878
Jersey City,57.91965138177937,28.501947609118847,50.79%,79.21%,78.94%,4486,801448
St Petersburg,64.66596485980497,34.90699979137964,46.02%,73.03%,71.36%,3920,766284
Laredo,38.169975182392946,29.48159643625778,22.76%,53.48%,49.17%,2177,297142
Madison,44.54350453594684,20.020557230131676,55.05%,75.00%,75.00%,895,96267
Chandler,59.35690186824171,33.97331480124166,42.76%,73.01%,75.47%,3355,482916
Buffalo,42.50136089050139,26.89422073552574,36.72%,68.83%,69.31%,4992,988725
Lubbock,53.26217167044372,38.78673129029995,27.18%,54.42%,54.86%,5780,756977
Scottsdale,88.25925690537272,47.41545694558219,46.28%,77.05%,76.68%,4584,631532
Reno,57.17846327850535,32.05409275411246,43.94%,78.11%,75.51%,4691,720944
Glendale,58.94926922804562,20.43186125162985,65.34%,82.60%,82.86%,220,29649
Gilbert,65.67169448305242,32.444333987868475,50.60%,73.88%,72.17%,3760,480193
Winston-Salem,38.56539901033698,26.26863722311149,31.89%,59.75%,58.16%,3519,651250
North Las Vegas,46.741903697245796,32.95650790604162,29.49%,62.16%,63.13%,2888,494172
Norfolk,45.26923901734068,32.467477993673214,28.28%,60.79%,60.23%,5050,1262007
Chesapeake,40.86807326041754,26.02859839071544,36.31%,62.56%,60.68%,2216,486740
Garland,35.3328375573348,28.501651930960147,19.33%,56.75%,54.94%,3213,577586
Irving,56.69453772179384,35.07224798277592,38.14%,65.10%,63.58%,3921,675171
Hialeah,34.79790620900374,29.41748004810215,15.46%,63.19%,61.83%,1818,266872
Fremont,79.8497782146855,45.31282445112389,43.25%,83.08%,83.65%,2851,438895
Boise,67.36833901555022,32.12418035952042,52.32%,75.91%,76.14%,3066,491412
Richmond,53.29496219273971,35.37143607130964,33.63%,68.99%,67.73%,8500,1607563
Baton Rouge,42.91044483774622,30.044291820341336,29.98%,49.60%,48.28%,7245,2251596
Spokane,59.15317482628778,36.36429753599615,38.53%,69.08%,66.49%,2255,342557
