location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.50744337757179,45.12299163687939,47.23%,80.82%,79.43%,162304,28098738
Los Angeles,102.72522119095453,60.97984449187978,40.64%,75.42%,74.20%,126163,22853747
Chicago,63.34276489605318,33.06038104275694,47.81%,79.36%,78.37%,61208,11319627
Houston,54.20754895152143,39.272562425326775,27.55%,61.68%,61.71%,74284,16212064
Phoenix,61.60849331722951,32.6589907739084,46.99%,71.77%,71.13%,23098,4290688
Philadelphia,54.55675093144358,35.493653398064666,34.94%,73.09%,71.67%,34186,7583915
San Antonio,45.618384170090344,29.431183738063375,35.48%,67.29%,67.77%,33559,6124085
San Diego,78.4691606865918,43.80758914078614,44.17%,78.99%,77.64%,30443,4625701
Dallas,63.54193743475256,40.83345268220731,35.74%,64.72%,63.29%,30119,6452641
San Jose,59.8404833108646,29.69792584742192,50.37%,83.88%,83.87%,13693,2123518
Austin,72.66394408914496,38.68952681490642,46.76%,73.36%,73.36%,29302,4815922
Jacksonville,46.66188097657737,35.156736407394654,24.66%,42.32%,40.89%,662,81074
Fort Worth,51.923742342556494,34.908137364193884,32.77%,62.22%,61.19%,14395,2472906
Columbus,44.09030833589115,25.19802808731547,42.85%,69.06%,68.68%,20110,4054949
San Francisco,113.20744282452168,45.97628355686471,59.39%,91.13%,90.39%,31612,4449049
Charlotte,57.27052447894998,32.94616362296981,42.47%,65.87%,64.79%,18297,3944512
Indianapolis,47.20858915381005,26.88368944359045,43.05%,70.98%,70.11%,16152,3001072
Seattle,97.7828082066416,36.195105879863114,62.98%,92.35%,92.18%,20678,3468681
Denver,80.85132982760067,41.01799726859848,49.27%,78.14%,78.11%,14971,2490413
Washington,80.13268610699406,44.18069988606385,44.87%,83.71%,83.13%,39518,6872534
Boston,74.63641450486455,35.49105050737576,52.45%,84.29%,82.47%,21072,3152179
El Paso,51.30837751454674,33.31138808177966,35.08%,74.65%,76.22%,9395,1601539
Detroit,54.1609386397196,44.518415316741496,17.80%,63.67%,60.65%,9889,2198236
Nashville,72.10453204142775,38.00206493701596,47.30%,69.46%,69.00%,18964,3556737
Portland,79.16654983258543,37.05846828472059,53.19%,86.73%,85.73%,15953,3424441
Memphis,49.797710667727884,31.98558721561479,35.77%,66.08%,63.95%,11040,2477435
Oklahoma City,45.66809430472208,27.357860493676,40.09%,64.94%,65.37%,8918,1689431
