location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,84.9325276276734,56.69575651962781,33.25%,68.41%,66.68%,162706,30956115
Los Angeles,102.58144896866419,76.70593798318572,25.22%,62.68%,61.36%,123267,24999632
Chicago,63.664695574938,45.141252032874824,29.10%,64.16%,62.83%,59996,12575273
Houston,53.94958764740306,48.21238582474783,10.63%,51.08%,50.41%,74901,17731503
Phoenix,61.631268949983514,43.72579391369474,29.05%,59.54%,59.27%,22716,4664195
Philadelphia,54.58621904098627,42.79404352376748,21.60%,63.83%,62.66%,33008,8458983
San Antonio,45.97938639645646,37.51064772123754,18.42%,57.73%,59.02%,32592,6515930
San Diego,79.58089585374934,55.919094016650654,29.73%,67.81%,66.34%,29573,5005652
Dallas,65.71413628957163,52.73414741019956,19.75%,50.89%,50.55%,30175,7116101
San Jose,59.8710595892009,43.23037906824649,27.79%,74.97%,73.63%,13354,2312524
Austin,73.09244534377811,50.79526769020017,30.51%,62.21%,61.74%,28337,5364001
Jacksonville,45.770005647955465,44.005156983723296,3.86%,28.14%,25.14%,637,79167
Fort Worth,51.656820051387584,43.78429136860954,15.24%,51.30%,50.74%,13917,2584594
Columbus,44.34237743214089,33.631432346635805,24.16%,57.02%,56.43%,19734,4500131
San Francisco,110.52416124153231,60.01124704300232,45.70%,79.27%,78.29%,34283,6267081
Charlotte,57.07123710910732,42.12181413200348,26.19%,52.65%,51.88%,17957,4309488
Indianapolis,45.88304874834367,33.10834302437823,27.84%,59.62%,58.83%,15650,3235608
Seattle,97.74060973617965,52.79559124827514,45.98%,80.26%,80.53%,20128,3909720
Denver,80.6204735961805,53.30567091225431,33.88%,65.64%,65.48%,14934,2798406
Washington,80.9388942512,57.3426560213188,29.15%,73.37%,71.68%,38586,7419243
Boston,75.18446738552841,47.137678313313835,37.30%,70.82%,68.59%,20327,3299336
El Paso,50.096885737098326,41.76264164061818,16.64%,60.91%,62.11%,9060,1726554
Detroit,51.656083093067075,48.859444127139284,5.41%,49.88%,47.10%,9849,2470079
Nashville,74.61059881415628,51.490775846779464,30.99%,56.74%,55.17%,18730,3922383
Portland,79.08670845962838,49.65708355687498,37.21%,75.19%,74.34%,15750,3994755
Memphis,50.104681872389705,40.27142965642889,19.63%,54.11%,53.82%,10856,2622216
Oklahoma City,45.9248673282956,36.31434996173185,20.93%,52.71%,52.95%,8607,1836125
Las Vegas,81.53930983712976,66.73168267814223,18.16%,53.62%,55.08%,16472,3078844
Louisville,46.461415154659655,34.10207173871153,26.60%,56.86%,55.46%,6849,1404902
