, AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
2019-01-01,84.23537779697448,55.944998810439635,45.4129490132853,70.02772919244734,77.75760355395037,65.26976205580273,37.98730055000134,84.94373978814122,34.10151349169811,77.53504378138157,68.45163076852465,181.03490535755355,55.6220178206933,64.01591965763087,53.75077823319628,54.410266143669645,67.5445559842879,46.28351820362442,51.627560357188536,52.0212987006319,40.741040136698096,53.222178369035,56.681314754858086,55.49476053397359,46.85520787384634,56.58652563539693,70.43290547126003,48.748054711888685,84.96881175216224,62.71901372662122,52.93247280709073,39.751671632024355,66.67420681279411,73.96381964194534,70.12838584946101,47.16260511992059,55.17307973544276,71.69282140455076,50.64845536091764,52.736020036759086,46.377114775503244,52.21079894810541,64.95741119682222,54.10613391724252,67.82063163222756,72.52838544993477,57.083503720920014,78.07034824304642,22.27653263154028,71.95247012323667,49.41666998248213,45.54236287985195,57.830595324234665
2019-01-07,100.9821438015157,52.95968433139388,48.23772777034784,60.99565202599984,72.75729877685443,62.189251001795554,42.08552330071037,74.33614567479168,32.22030729167616,70.20370727682793,61.44847662896172,170.86719148647373,49.52901943183459,67.02556225561459,53.234257277326456,38.12253926663392,64.457703791681,38.8529883321177,42.86307427449465,54.73172511742504,41.48209892493303,62.012175893862775,52.32437960657668,61.335313436433346,45.30539629763881,44.47180172423878,70.15181905911983,45.47739001058395,65.27546710343111,47.43031687599927,57.74565625351257,47.3118879882546,51.100306233323714,74.23981728143548,71.17449145643049,42.02645758797526,49.88521479896289,64.66701957132713,51.15491583439934,57.00936291852347,45.67054985984599,60.633973221500405,64.31511461540016,48.4430580068964,77.64329113522611,50.100954587033776,49.851320071323094,190.29361809152596,45.37958316379036,61.560012437100184,50.498165707411225,35.2653726465202,72.65469026703305
2019-01-14,99.65225730427366,37.928445733406036,42.278159481639214,54.612503292452736,73.15099520106067,65.81977797674088,44.94627569008349,68.28494871109541,33.811296750703285,71.93485385806186,61.813086100437424,122.14545682154942,39.280480792190055,66.12934049025431,47.6056931574603,36.581392623872965,59.62876590905064,38.96486095990205,39.41754295679885,55.03414935297113,39.72012235133529,57.545950927203535,50.2286338264713,67.51003332325875,45.737814757588104,45.92791547272224,53.15007808768603,44.1394292474503,51.80748785073047,44.6994763919392,44.48440529606964,47.65920883969353,49.6509366693427,71.47996694818366,70.66792356845012,36.11102571233978,43.45342082513093,58.81367816560517,49.79478318554956,47.369094124062904,50.74624432238294,42.07465567297589,60.645477449952054,47.05467900609658,76.52667092975885,61.755787350358446,50.72597154994585,82.63407302775086,41.31426279210524,65.09117948069428,55.26641807027962,37.64959317189758,70.61623686911139
2019-01-21,95.95909555064948,41.63884343133801,46.99541795300839,65.83421811474284,72.72346791082039,66.08836462060614,44.663747312398485,76.89805878377325,36.37659350928978,79.07032902167226,67.92728723908348,135.44807403499183,38.063129886646635,71.51105994059219,50.38230530534739,36.833008378080585,55.44112550802406,40.43971721401071,39.904398948598164,55.696047338649365,42.97272713723029,56.7928360164139,49.786989479527136,65.54587872088835,48.91888334240425,42.18325049999184,66.36148930915341,45.02011196312088,52.825957205169956,48.926910056666806,43.64611696237919,50.418186701713,50.83454096212261,72.10379878471953,80.2111714448107,38.15014236985167,42.38557708058002,69.7823256713434,51.435941658323166,52.59378721939218,39.48176387230843,42.129559009322996,70.57340579995827,52.14439935909524,75.47901752012724,58.841689367283216,52.298503367522876,174.4422579735186,52.20464473166525,70.37626450202514,52.97748729854748,35.31437459727649,64.76543229656009
2019-01-28,108.68856200774775,34.37966144066796,44.432277595186726,84.62683464150184,75.07700104729571,60.87347556624722,39.87421797870225,68.03291637543443,41.45708171856878,81.38394399804906,72.2871890600809,111.2182586238905,40.260403301722135,55.123558476931194,46.78973438599639,38.482097854272844,50.17280154797982,38.383835039398186,36.51687350824417,53.012688476036935,35.467186412471825,64.92330779373192,45.69394309638528,58.627503563172695,42.56208775022248,39.82688088899389,55.92035928186407,43.02644441817033,46.52853077984021,46.67405093938673,50.726820348022926,45.313529288595305,56.43043021004828,70.50431101051215,90.93571090168658,34.64628056001467,44.86243085147057,64.31287807973082,48.83160862907914,36.15702787773149,46.92250837777869,40.5622596995877,56.953949462361805,47.62706337305847,73.55245494532323,56.687155007203586,47.50535459718452,124.57298352112704,38.48861339647393,63.894566854556814,48.797373736013654,31.851371570321945,55.003397561968555
2019-02-04,87.33894018314122,34.3445957931912,35.542446672144514,49.07275564734866,62.32408533823704,57.69332191921987,38.07346298211792,63.091912359847086,43.45983773325573,65.44162136942224,56.79957319683522,110.3367507533163,34.22851196943234,45.75651412147485,45.71108487400054,32.86092592989373,48.66869689081659,35.05745291940397,35.88534309707488,49.34352502472005,33.89011918790568,52.13825729716771,44.56328295139434,54.44979346023487,39.00510668074253,40.053888667055894,51.80852183012287,39.924076247285946,50.40095737625202,43.98779052210014,52.41176728232063,39.22381898191548,44.93430359206294,62.760790503183365,62.01285768060549,33.544473990540936,37.85500530742803,54.3741632628705,47.56217268313928,40.45785569002557,35.27709207511299,36.226001507254225,47.73517051205403,44.053975304786185,67.06191144820403,50.471854252701775,44.3043478359377,57.61837403948449,40.72834531574399,55.387886213350356,42.60946335447726,31.784630418581052,55.26484132925309
2019-02-11,125.96715102635189,41.08524111653488,42.175554978264465,51.46978729633217,73.03161546885116,63.8774793316907,46.91169395970861,80.245955750726,38.619692423984624,70.23495241915433,62.35777552309776,126.24155141960978,44.039633246709094,60.972258217561915,53.17344705588795,40.903203682407124,55.34255354538272,41.58675464328277,38.16476781717612,58.89021078231696,39.96107248379253,58.004539543706564,51.4013659174847,57.778951157244954,44.56568785974898,44.306353560281764,54.22085974985611,46.42146957891054,68.82635151729193,48.48429266714262,53.888748016396676,42.09899989797044,53.006533501438724,71.62314007257447,69.83334604798613,39.257056917639936,43.290524651881086,61.36327652355541,50.99431881915002,40.206012913349056,38.191588819957644,42.30671530757736,65.69610077590394,49.27169345985197,77.10942412282071,71.76859821173151,52.647903096584926,97.34680443970261,34.47593098694362,65.59902826614322,52.440946039432895,37.13848670561578,49.788399445630574
2019-02-18,96.3460247110963,40.42217627634047,46.701382916664286,48.357275539893244,72.80938876417613,63.827329753220845,43.64866699885823,85.36958055610401,43.34263901795146,70.58149297762324,61.72459047425695,125.91527240010933,41.941638402842116,59.49706127448717,52.83986686887083,42.12856401946365,58.60476552986454,38.79362716181446,37.92515880443186,62.2214094610543,39.81499488145413,59.982252559149345,55.389504699879865,64.25104779859103,48.138196111198,42.97771576982793,54.43605857372399,47.452429044089904,66.83418080189423,47.67411287550366,54.57830241344072,45.336123037620155,47.17122415300659,71.39271790018863,78.29236475399611,39.62365596673754,46.29632742989094,68.3695519669235,50.26595892572527,33.628818103158956,56.025667886823555,40.889391815363524,70.7403478270898,48.55079938458586,79.10400015983835,70.85347863225549,51.38668198974665,210.2118412874317,61.33400098440899,64.81005471656296,50.0398925578759,41.85246904225736,72.51296222019376
2019-02-25,122.34497381461226,43.6688207163931,43.07624483409727,54.04325043281962,71.56479777146181,65.51277575672016,42.03439506933565,73.86017853964724,42.41290304412574,72.70502272701623,62.15178452044522,127.56323002066868,49.88314094858566,64.20241190319899,52.63498572532857,42.989132079778294,58.33321171398764,39.3752649683187,42.21726362923245,54.48686421755601,43.61361610443941,46.411912342539935,65.86971709881263,64.47104325536888,46.92240972297225,45.575609486167885,63.126730736614924,52.778240009310665,71.4429772118187,45.92422230896543,55.10175959992974,48.76136767055275,49.4516319847829,69.84036545613623,70.77292201499559,43.32994444690155,43.57698686804533,65.532315619382,55.5793391284405,33.46423658041424,44.93928885433714,41.710540916402394,75.47587322993478,53.43115638185272,76.7912920235876,58.23468601418448,55.72259715320545,165.31229516433427,66.41685257440255,72.82036546522066,53.782958821821474,43.308412139405554,65.79243778177192
2019-03-04,108.54335408720905,50.1308808078403,41.9595083403259,56.5647398973414,70.14900558405198,63.134849795203706,45.656390438777734,83.72850653176978,40.52544078834722,68.00277443756634,59.322820672682745,121.27676872185401,42.58635675691975,72.3749940910739,50.59667486760104,49.10493171993562,76.83029325732765,43.42828930462261,44.26962726268392,58.49039178842091,42.16968625858918,56.19896235000205,64.17842364903032,61.661019783267264,44.430640132838,52.50180258799123,52.24274907206816,58.08230154551851,69.2301890238545,58.01924696373191,48.169799982587406,45.48978860354777,53.668682166193875,69.05027642579338,66.10057757489558,45.50076972217589,41.28569411481282,60.411999280484835,54.299533397096006,50.7866084175916,51.043026535538374,45.2307070335208,64.18244905337525,55.20336099599898,78.6422952989875,61.29822000486014,58.725345134727064,179.77373836934976,55.294170982331,71.7648982544861,49.09050602353776,42.740043281784615,63.45457107430992
