location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
AK,106.82152976752845,57.22867298174496,46.43%,87.01%,83.73%,5631,852608
AL,48.125232091625186,36.00312180688754,25.19%,46.85%,46.82%,42789,7951667
AR,51.00018389309773,34.85291402143788,31.66%,57.85%,57.17%,22169,3604676
AZ,62.872570802716794,35.904063448955604,42.89%,68.87%,68.51%,74632,12244293
CA,78.67785034198938,47.17521643116076,40.04%,71.17%,70.55%,521262,88236561
CO,72.83155544600844,40.254854351714194,44.73%,74.28%,73.47%,53154,7969498
CT,45.489591626482586,22.664499526372513,50.18%,75.25%,73.63%,28308,5167787
DC,77.39773591029419,42.159541009042954,45.53%,84.20%,83.89%,30541,5914387
DE,43.54595117353715,28.115498696484266,35.43%,61.21%,62.22%,8609,1803265
FL,77.27639606988397,51.59585488787119,33.23%,59.73%,59.34%,239478,39634072
GA,66.07025548418659,46.84495180762692,29.10%,48.86%,49.10%,131149,27569405
HI,147.2812171511618,92.5819309016584,37.14%,75.20%,73.04%,21157,2447251
IA,48.935924234490585,29.89471304270381,38.91%,65.08%,65.26%,27191,3573932
ID,71.15168025968673,44.43762844697935,37.55%,57.42%,56.82%,9954,1454705
IL,55.376739236466825,32.32643931495749,41.62%,73.21%,72.55%,124942,20259194
IN,46.01804695080369,29.488633996337274,35.92%,64.86%,64.11%,65127,9642376
KS,65.23638373927905,42.36116956346617,35.07%,62.97%,61.24%,29623,3833309
KY,44.479313833668364,27.750629896015454,37.61%,63.24%,63.09%,39951,6065382
LA,46.39787243209468,35.192983950240965,24.15%,46.22%,45.92%,58100,14317467
MA,58.8097488944054,26.594535306060585,54.78%,80.21%,78.52%,70318,11006474
MD,45.69736930315382,26.510127243674745,41.99%,70.85%,70.57%,67377,13233957
ME,59.290876689905886,32.702221789302214,44.84%,72.41%,70.32%,7856,1258392
MI,56.057329077073284,37.91799745340977,32.36%,65.04%,64.44%,80306,12711369
MN,63.997404082034095,33.55532671116568,47.57%,74.01%,72.61%,44396,6591287
MO,51.80308306846155,31.935038808493125,38.35%,66.64%,66.35%,52370,8050224
MS,50.20931069195568,38.93634244668262,22.45%,43.24%,43.50%,24089,4544873
MT,71.0875663528905,47.69670962475331,32.90%,58.36%,56.83%,5480,744377
NC,52.60194365238694,33.17699334828169,36.93%,60.98%,60.78%,101011,17520880
ND,65.19015587292846,38.80665618753225,40.47%,69.71%,67.44%,5518,659717
NE,54.5647318370736,36.3106421551785,33.45%,61.56%,60.42%,19804,2361893
NH,53.737511248794,25.19776332752563,53.11%,72.19%,70.13%,8848,1361521
NJ,49.0445983785369,27.076411660838954,44.79%,73.76%,73.08%,82846,13897492
NM,59.14467960307736,36.040826167640624,39.06%,66.67%,66.98%,14941,2453609
NV,80.18018064105213,54.74575856394557,31.72%,62.14%,62.11%,51096,8379169
NY,71.06715410478157,39.124496863402314,44.95%,76.75%,75.42%,240771,44488947
OH,45.015649274894955,27.84825622485717,38.14%,63.62%,63.36%,121263,19839075
OK,52.49620332362866,35.59807124956128,32.19%,54.62%,54.71%,37033,5633592
OR,70.63327639373746,39.22504937323976,44.47%,75.15%,74.62%,37386,6703494
PA,54.32388977874524,33.86517953834524,37.66%,67.72%,66.99%,114137,20442694
PR,45.61992486685033,31.06911083873215,31.90%,71.34%,71.38%,7484,1266963
RI,46.75547822476906,20.481502608825338,56.19%,77.70%,76.34%,10135,1748837
SC,48.228131709361826,32.706155459250006,32.18%,54.80%,54.07%,43415,7382353
SD,68.4513096167858,45.52756352286921,33.49%,60.27%,58.81%,5983,803018
TN,57.601851380137184,36.1019769125421,37.32%,60.62%,59.20%,72864,12349260
TX,73.29454825358616,46.24620155570751,36.90%,57.57%,57.23%,408717,71586582
UT,69.27804205982902,41.92396187587702,39.48%,67.78%,67.01%,23908,3295036
VA,58.146160815790445,35.668330079597766,38.66%,66.61%,66.03%,84453,15625049
VI,127.91950296494102,71.77525746047627,43.89%,85.94%,79.79%,709,115195
VT,59.5998397890947,26.283590484538855,55.90%,79.14%,78.00%,3998,656294
WA,74.70666290892642,35.216470804108056,52.86%,80.95%,79.93%,67891,11283776
WI,56.2049517978025,33.10983871983624,41.09%,67.52%,67.33%,35966,5567967
WV,46.78896605562925,32.15421913729742,31.28%,52.12%,51.51%,13745,1892236
WY,72.59849517254017,55.41602630289427,23.67%,53.32%,52.62%,3233,453788
United States,65.56905671395228,40.39717849015481,38.39%,65.70%,65.04%,4374794,720124142
