location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.14558713035868,60.60892351046131,28.82%,66.19%,64.41%,201254,38777446
Los Angeles,102.78693224885919,79.81792332586596,22.35%,59.98%,58.86%,150819,30683455
Chicago,63.543249850161466,47.345401074199735,25.49%,62.54%,61.60%,72582,15348840
Houston,53.698809895885034,50.12141898524366,6.66%,49.76%,49.37%,89562,21146108
Phoenix,61.56750076287469,46.190437723328294,24.98%,57.99%,57.26%,27716,5808000
Philadelphia,54.34322288670128,44.837015180184096,17.49%,61.98%,60.14%,39886,10176967
San Antonio,45.551277658884956,39.397783457443964,13.51%,55.34%,56.20%,39620,7962500
San Diego,78.6078317356225,59.06262032034902,24.86%,66.12%,65.12%,35918,6129298
Dallas,65.14535370808822,54.04955439243516,17.03%,49.34%,49.57%,36703,8569771
San Jose,59.05258108220308,46.05549223932122,22.01%,71.83%,71.71%,15841,2738577
Austin,72.48656095182372,53.41639233100191,26.31%,61.21%,60.58%,34583,6469211
Jacksonville,48.36446657834925,43.95724928007699,9.11%,43.19%,40.94%,772,89562
Fort Worth,52.475436483743856,44.89856637339908,14.44%,49.98%,49.79%,16950,3257135
Columbus,43.82945966272,35.573291488183756,18.84%,56.60%,56.42%,23261,5212908
San Francisco,110.92849038815353,75.94503790896898,31.54%,77.28%,75.36%,42072,7586411
Charlotte,57.875361906826626,45.366038941130576,21.61%,51.51%,51.47%,21698,5407278
Indianapolis,45.783651622862024,35.897821930739426,21.59%,57.75%,57.21%,18862,3863018
Seattle,97.89914973434485,57.03407509704955,41.74%,79.43%,79.91%,24409,4793060
Denver,81.85377214527105,58.30925720047654,28.76%,64.45%,64.26%,18232,3374970
Washington,80.97550718912328,61.22352326980537,24.39%,70.47%,69.32%,45653,8823103
Boston,75.03776630520314,51.63338107011599,31.19%,68.64%,66.79%,24751,4160275
El Paso,51.223153819555,44.33509733243952,13.45%,61.63%,63.24%,11127,1987605
Detroit,52.89215222218995,48.83689973087109,7.67%,47.84%,44.92%,11936,2935585
Nashville,73.2394244347932,53.0965433242346,27.50%,56.86%,54.95%,22269,4711641
Portland,79.61616801335462,53.53949577786195,32.75%,72.80%,71.65%,18787,4785113
Memphis,49.68360147775151,41.331348463781396,16.81%,54.46%,53.82%,13172,3122420
Oklahoma City,45.99211282013736,38.59187331212892,16.09%,52.76%,53.55%,10510,2271695
Las Vegas,83.40060629161519,69.25024148496814,16.97%,50.85%,50.89%,20464,3855060
Louisville,45.58321131828866,34.74798690378928,23.77%,53.86%,54.94%,8156,1701401
Baltimore,45.41386568172648,36.27570813443867,20.12%,56.07%,55.47%,15276,3949326
Milwaukee,52.285304817860236,42.197423880104616,19.29%,50.38%,49.77%,9451,2076855
Albuquerque,50.61999735229155,38.950052548419684,23.05%,63.90%,62.12%,7604,1428383
Tucson,53.71189364420188,43.20618820849724,19.56%,58.52%,59.23%,9006,1657054
Fresno,37.44641824232492,31.663621985508392,15.44%,50.50%,52.43%,9046,1675586
Mesa,47.76332558604941,38.41780737829595,19.57%,56.61%,54.51%,6160,1114219
Sacramento,61.11069046234894,57.13620182287714,6.50%,60.68%,58.49%,10569,2047347
Atlanta,89.44905134620767,72.97800378564051,18.41%,46.29%,45.05%,38992,8451907
Kansas City,61.465170871642925,46.74193909863664,23.95%,56.39%,56.51%,11143,2218089
Colorado Springs,60.73076121820609,46.70824709706923,23.09%,68.43%,67.08%,5804,1048500
Miami,113.91890190291075,94.90673337128908,16.69%,55.87%,54.67%,27533,2966450
Raleigh,52.56362427246994,39.68596642501058,24.50%,56.76%,57.37%,12097,2231353
Omaha,49.725903274163244,41.735840540897115,16.07%,60.31%,61.18%,9652,1515837
Long Beach,56.349697663382365,43.53716116277412,22.74%,55.69%,55.08%,11701,2386998
Virginia Beach,50.74435264609359,45.37097318818721,10.59%,61.14%,57.53%,7465,1519870
Oakland,86.35586776509379,55.45408033966234,35.78%,71.64%,71.72%,10931,2575943
Minneapolis,67.94876991559619,45.08215380464522,33.65%,63.30%,63.58%,12778,2509480
Tulsa,48.86177621517645,38.29816932149722,21.62%,59.77%,57.92%,5834,1138870
Arlington,56.360526669713465,42.505404363266194,24.58%,62.76%,62.56%,15837,3121854
Tampa,71.90941990297016,53.018100664762926,26.27%,58.58%,57.90%,12004,2181453
New Orleans,56.663284762931895,47.70159721169738,15.82%,48.14%,49.86%,19479,5319659
Wichita,39.12163390172084,32.59530182661788,16.68%,53.35%,52.56%,6121,946449
Cleveland,54.13002356770823,47.46867399672355,12.31%,46.76%,45.41%,11058,2642840
Bakersfield,39.47447359304271,38.82060121034288,1.66%,49.18%,50.23%,6306,1118194
Aurora,43.6770131535354,27.501544512718155,37.03%,72.43%,72.71%,805,84044
Anaheim,62.65774541037755,49.36848786696279,21.21%,51.42%,49.88%,9193,1221630
Honolulu,140.69895059194587,118.86604781141263,15.52%,67.41%,62.77%,13313,1473968
Santa Ana,44.87258931755203,31.695806800972534,29.36%,54.19%,53.38%,3327,537014
Riverside,45.233886417319006,41.63730565060653,7.95%,53.79%,55.90%,6700,1080274
Corpus Christi,48.874214435088916,44.26209028690506,9.44%,41.62%,42.41%,5831,933998
Lexington,42.81009518265517,31.135088147932557,27.27%,48.69%,46.92%,1329,194472
Stockton,41.596825986980356,38.925690963257495,6.42%,45.69%,47.81%,3975,766614
Henderson,73.35953757881195,62.38319512457898,14.96%,54.09%,53.73%,6162,1398638
St Paul,55.71929474871993,36.24142179081645,34.96%,71.07%,70.06%,4770,946093
St Louis,54.56392217314221,39.53935682426607,27.54%,67.84%,67.10%,8184,1686293
Cincinnati,56.1116560332991,36.2009583546874,35.48%,57.69%,58.65%,7928,1407963
