location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.24387878292008,63.1077629531977,25.97%,62.63%,60.90%,217436,42684837
Los Angeles,102.87550122494453,82.10845311124858,20.19%,57.18%,56.27%,166505,34706566
Chicago,63.54324139782728,49.72242046861505,21.75%,59.88%,59.32%,80644,17301126
Houston,53.95715821061878,51.97559115822403,3.67%,47.84%,47.54%,98685,23712487
Phoenix,61.849232520192814,49.169491564552516,20.50%,55.63%,55.02%,30630,6524257
Philadelphia,54.70757144359722,45.896774576005335,16.11%,58.56%,57.48%,43981,11441678
San Antonio,46.05371772743184,41.55917353369206,9.76%,52.98%,53.83%,43328,8748410
San Diego,78.69802308848203,61.54721707785898,21.79%,62.48%,60.97%,40415,6943907
Dallas,65.43522802651954,56.01204413712617,14.40%,47.08%,47.04%,40564,9760199
San Jose,59.26293211512583,49.17878183390609,17.02%,68.96%,69.20%,17440,3045216
Austin,72.96302775564894,57.9256940629996,20.61%,57.88%,57.02%,38080,7379146
Jacksonville,48.80287137393611,45.55874662686615,6.65%,27.96%,29.31%,832,95039
Fort Worth,52.7711976401037,47.77109722633765,9.48%,48.10%,47.93%,18540,3552368
Columbus,44.16215808961203,37.095773814286375,16.00%,54.17%,53.55%,25491,5727603
San Francisco,110.88787065873693,79.49683259665319,28.31%,73.85%,71.94%,45863,8411126
Charlotte,56.860780788427,45.95774978963587,19.17%,49.37%,49.48%,24065,5951326
Indianapolis,46.116443974697404,37.80569213443395,18.02%,54.14%,53.41%,20698,4418581
Seattle,97.42078912354158,62.75102086750667,35.59%,75.04%,75.10%,27210,5471633
Denver,81.54206205026614,60.64356319050684,25.63%,62.79%,62.05%,20302,3951338
Washington,80.83244809178234,64.89669849699617,19.71%,66.82%,65.31%,50551,9866543
Boston,73.47151501663554,53.90682385124904,26.63%,64.77%,62.57%,27413,4688667
El Paso,50.99239467432903,46.92683202334015,7.97%,54.72%,55.84%,12297,2288594
Detroit,53.265989884572015,48.86632896934414,8.26%,45.25%,41.68%,13287,3301096
Nashville,72.98075785341297,55.087098391691505,24.52%,52.83%,51.14%,24451,5252584
Portland,79.50498230317687,56.16812177919186,29.35%,70.56%,68.76%,20586,5357292
Memphis,49.492770257761386,43.918764520936655,11.26%,51.59%,50.88%,14566,3524027
Oklahoma City,45.08966280539293,41.26556076400922,8.48%,51.37%,51.32%,11565,2513907
Las Vegas,83.26065123221366,72.97256883452317,12.36%,47.45%,47.67%,22810,4334712
Louisville,45.52776525661487,37.13409562025324,18.44%,50.45%,51.53%,9008,1889174
Baltimore,45.7893038827937,37.13818640851437,18.89%,55.09%,54.88%,17019,4467271
Milwaukee,52.13433164548977,43.20302955818834,17.13%,47.68%,46.88%,10469,2336106
Albuquerque,51.18715342163703,42.7396667517279,16.50%,60.82%,59.20%,8407,1603880
Tucson,53.97186500231311,45.64407124759594,15.43%,55.00%,54.59%,9896,1887810
Fresno,38.04758275303351,33.59048883015894,11.71%,46.61%,49.10%,9856,1865079
Mesa,47.44682774477785,40.172053547814045,15.33%,56.61%,53.90%,6698,1256555
Sacramento,61.29766388377076,58.27176270547344,4.94%,56.97%,55.15%,11568,2268446
Atlanta,89.00593892665093,72.68591299974527,18.34%,43.33%,41.64%,43068,9534417
