location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.34207422130112,54.68137328304315,35.93%,70.25%,68.27%,172990,32569728
Los Angeles,103.86610225183394,74.22978210503962,28.53%,64.34%,62.98%,134297,26608340
Chicago,63.82614614313141,42.85082321587783,32.86%,67.24%,66.42%,65607,13434238
Houston,54.14758715177539,47.185714433711475,12.86%,52.91%,52.32%,79511,18802287
Phoenix,60.97610178456612,41.78378963390415,31.48%,63.29%,61.44%,24668,4989506
Philadelphia,54.73468438868048,41.825871080447655,23.58%,64.22%,62.72%,36204,8901537
San Antonio,45.797288388416064,36.477045510625636,20.35%,59.57%,59.72%,35755,7056259
San Diego,79.3578835382382,54.5678523635073,31.24%,71.01%,70.12%,32346,5329091
Dallas,64.78366935777397,49.806646124288335,23.12%,52.46%,52.00%,32437,7449569
San Jose,60.72825645441991,42.58318108452463,29.88%,77.59%,76.46%,14310,2464576
Austin,72.47236780372192,47.50710593694274,34.45%,65.57%,64.88%,31134,5713287
Jacksonville,44.705459976168704,41.29002967966453,7.64%,28.83%,34.24%,696,96866
Fort Worth,51.59676198088514,42.655836965832634,17.33%,52.20%,50.77%,15246,2859370
Columbus,44.22672598527933,32.812450005457364,25.81%,58.66%,58.06%,21251,4708143
San Francisco,110.3086746653147,55.39173341943234,49.78%,82.36%,81.44%,36645,6506273
Charlotte,57.97542869573989,41.961662540829806,27.62%,55.17%,54.80%,19551,4641444
Indianapolis,46.74099432907578,32.714747096855255,30.01%,59.14%,58.21%,17157,3516347
Seattle,98.06129070963159,49.46572955263078,49.56%,82.84%,82.90%,21935,4143003
Denver,81.09165983647247,51.78833793854611,36.14%,68.13%,67.83%,16203,3001532
Washington,80.64590648480107,55.85182761929064,30.74%,74.16%,73.68%,41813,7714639
Boston,74.37795195520803,45.052519697963284,39.43%,73.18%,72.13%,22307,3641023
El Paso,51.44099370863782,41.52937153141352,19.27%,64.94%,65.50%,9942,1830505
Detroit,54.405483789626444,49.81189619234018,8.44%,51.72%,49.62%,10587,2590926
Nashville,73.13845488355753,49.36843911945941,32.50%,58.96%,57.47%,20230,4169589
Portland,79.59145786728165,50.10908741078771,37.04%,77.40%,75.09%,16905,4135091
Memphis,49.58411305824339,38.487246325873514,22.38%,57.45%,56.91%,11782,2715026
Oklahoma City,45.58944012390703,34.54676856921838,24.22%,54.68%,55.00%,9486,1965428
Las Vegas,84.28726304857342,65.61316057219007,22.16%,55.86%,56.32%,17900,3204252
Louisville,45.27372266672252,32.90094774399069,27.33%,56.99%,56.53%,7411,1484460
Baltimore,46.260298599103734,34.23384065902062,26.00%,63.48%,63.07%,13709,3507681
Milwaukee,52.3651209534807,40.532223582798224,22.60%,53.70%,54.60%,8476,1793192
Albuquerque,52.24625483898503,36.33698441887543,30.45%,70.09%,67.80%,6880,1227736
Tucson,54.23186417018267,40.89905035353589,24.58%,59.43%,59.19%,8034,1435595
Fresno,37.91974857601991,28.621595783674696,24.52%,53.12%,55.53%,8098,1488680
Mesa,48.14570770394526,38.08560100370828,20.90%,60.21%,58.17%,5517,978990
Sacramento,62.697603327436816,56.104862735266074,10.52%,61.15%,60.34%,9556,1788673
Atlanta,89.3112372955412,68.97354904235222,22.77%,49.45%,48.10%,34816,7394287
Kansas City,60.698908605108954,42.22089009399715,30.44%,60.91%,60.44%,10020,1949635
Colorado Springs,65.1915991226618,45.54262107311241,30.14%,69.66%,67.43%,5137,902999
Miami,115.93778649653716,89.90483817126903,22.45%,58.45%,56.07%,24054,2613208
Raleigh,53.08601146837899,34.02813757210503,35.90%,60.61%,61.88%,10946,1985363
Omaha,50.11792147088976,37.822378952399916,24.53%,62.34%,62.08%,8820,1391310
Long Beach,56.724796409672386,40.29893247442627,28.96%,58.20%,56.59%,10433,2167962
