location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.11660414543742,57.896441619616176,31.98%,68.04%,66.25%,198905,37733888
Los Angeles,102.97393784320779,77.8338248815458,24.41%,62.00%,60.68%,155383,31133430
Chicago,63.513628066464555,45.005152615614705,29.14%,64.44%,63.56%,75248,15616699
Houston,53.908832213832895,48.951739162036084,9.20%,51.11%,50.49%,92190,21788726
Phoenix,61.81712968082811,44.900196235255216,27.37%,60.41%,59.84%,28573,5886145
Philadelphia,54.57790959135555,43.23920144178431,20.78%,63.21%,61.35%,41434,10378998
San Antonio,45.671337358051545,38.23693117245354,16.28%,56.62%,57.26%,41019,8164284
San Diego,79.08292973138053,57.380122656858646,27.44%,67.86%,66.51%,37148,6286735
Dallas,65.25587097799816,52.67626424353392,19.28%,50.58%,50.27%,37698,8765568
San Jose,59.81911140224897,44.6873356024213,25.30%,73.71%,73.41%,16437,2829838
Austin,72.7699528278953,51.215567381874564,29.62%,62.25%,61.81%,35603,6618004
Jacksonville,47.071811437736145,43.245196428790564,8.13%,33.27%,33.44%,791,105576
Fort Worth,51.912998222918596,44.17710947031206,14.90%,50.57%,50.50%,17501,3308040
Columbus,44.17724593354312,33.80693643475621,23.47%,57.64%,57.16%,24190,5406333
San Francisco,111.7955430136293,70.0014743403086,37.38%,79.01%,77.79%,43914,7859374
Charlotte,57.9734750524993,44.03125413007934,24.05%,53.00%,52.71%,22532,5480226
Indianapolis,46.098760009141266,34.79984123176735,24.51%,58.11%,57.45%,19657,4044718
Seattle,97.94461847998166,54.11039558491562,44.75%,80.34%,80.74%,25243,4864040
Denver,81.24666068990796,54.90903806387645,32.42%,66.25%,66.57%,18687,3505140
Washington,80.86078242096158,59.06814393875781,26.95%,71.84%,70.58%,47552,9052088
Boston,74.2917556197252,48.60036235019482,34.58%,70.92%,69.07%,25540,4237610
El Paso,50.902175947396714,43.51976523318026,14.50%,62.54%,62.98%,11498,2124211
Detroit,53.525902359721876,49.25870824432596,7.97%,50.05%,47.49%,12294,3027888
Nashville,72.99073045001231,51.00470464063237,30.12%,55.88%,53.94%,23121,4817754
Portland,79.44582156452887,51.561812717035984,35.10%,74.98%,73.29%,19427,4768987
Memphis,49.615082284862666,39.924373482619295,19.53%,55.04%,54.43%,13630,3243437
Oklahoma City,45.8658707318709,36.33578201163031,20.78%,54.18%,54.57%,10882,2321251
Las Vegas,83.79006252616553,68.28581035230216,18.50%,52.40%,53.09%,20943,3877065
