location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Fresno,37.7855559526058,27.367824973994793,27.57%,56.87%,58.26%,8828,1595092
Mesa,47.51015924832445,36.13627563231348,23.94%,61.40%,60.04%,5974,1035462
Sacramento,62.412105915038104,53.744222337713964,13.89%,64.95%,63.88%,10385,1918696
Atlanta,89.23789510685431,67.4191944190697,24.45%,50.94%,50.14%,37603,7735131
Kansas City,61.3015905855298,40.864576371794115,33.34%,63.26%,62.00%,10911,2014387
Colorado Springs,64.42578415406643,44.20370793863928,31.39%,71.35%,71.88%,5629,933623
Miami,114.06648041687541,87.76655621449615,23.06%,59.27%,58.37%,26087,2756284
Raleigh,52.280939604830145,33.08920328852234,36.71%,62.51%,63.06%,11982,2099092
Omaha,49.71880391080395,35.812102034339425,27.97%,65.76%,66.16%,9585,1429827
Long Beach,56.07795648583305,38.714339910330594,30.96%,60.04%,58.94%,11444,2280753
Virginia Beach,50.768326143043794,41.57347947359861,18.11%,64.02%,63.29%,7440,1446751
Oakland,86.68531082343942,45.00420593327689,48.08%,76.26%,76.24%,10897,2436064
Minneapolis,68.81813265471082,39.33454658741125,42.84%,72.80%,72.22%,12608,2364636
Tulsa,49.99273184771836,35.81922565114509,28.35%,62.75%,61.91%,5693,1075619
Arlington,56.28778944693678,36.1691767728989,35.74%,66.56%,66.87%,15568,2900802
Tampa,70.70816769596748,45.76761033337798,35.27%,65.70%,63.42%,11614,2003821
New Orleans,56.42650223876458,42.54353963492358,24.60%,56.47%,55.90%,19177,5030787
Wichita,39.22570638280395,28.87187498744033,26.40%,59.35%,55.58%,6056,876186
Cleveland,53.321796781623824,42.23839873489658,20.79%,51.51%,49.07%,10708,2446046
Bakersfield,39.23819498311527,35.921142291837434,8.45%,52.59%,52.47%,6236,1100422
Aurora,42.309691798526025,22.441609146064586,46.96%,71.60%,72.22%,792,76387
Anaheim,65.72520918026463,44.358991360307805,32.51%,58.02%,57.88%,9116,1139065
Honolulu,139.80966839146782,101.0198327633042,27.74%,71.60%,68.25%,13114,1363792
Santa Ana,46.184512335545705,27.74804513723549,39.92%,58.85%,58.44%,3269,512082
Riverside,45.195239632930615,38.687212442972005,14.40%,58.99%,59.65%,6603,1006362
Corpus Christi,48.839421479373904,40.3385153344669,17.41%,48.37%,48.69%,5756,896730
Lexington,42.363158925918405,27.81555746497711,34.34%,53.63%,52.30%,1334,186867
Stockton,41.47426370353356,35.687305364862134,13.95%,52.11%,52.31%,3903,727656
Henderson,72.21188425049502,52.53256495306274,27.25%,61.44%,63.00%,5967,1337821
St Paul,55.901693781324816,30.325310800725614,45.75%,77.71%,75.20%,4730,880935
St Louis,55.14378959404089,35.42356779462712,35.76%,70.44%,69.39%,7985,1540622
Cincinnati,54.9993585434425,31.307096386122222,43.08%,61.88%,61.81%,7706,1303615
Pittsburgh,53.94919774728479,34.94987020467783,35.22%,73.13%,70.72%,9963,1989063
Greensboro,36.70486123285253,32.27311804171896,12.07%,49.99%,50.68%,7865,2069597
Anchorage,111.36728320509125,69.2021503923263,37.86%,75.98%,74.01%,3937,782898
Plano,60.49607707856865,39.20282271198817,35.20%,70.57%,69.66%,4770,935322
Lincoln,52.91270262863502,35.57701972574049,32.76%,61.55%,62.39%,6280,750104
Orlando,92.6127542716523,67.82111737493946,26.77%,56.42%,54.87%,15262,2416045
Irvine,78.62417191571707,50.31009357034049,36.01%,74.89%,74.16%,4978,854742
Newark,53.656597392186896,35.41022572746979,34.01%,58.20%,57.74%,6907,1302002
Toledo,39.606078198369666,32.721029015797406,17.38%,59.98%,60.72%,4182,791903
Durham,50.69051492789274,35.40853920645116,30.15%,59.36%,59.97%,6352,1548725
Chula Vista,56.00612276336658,38.470299838020225,31.31%,71.69%,73.31%,3292,510129
Fort Wayne,43.15120545559029,32.782736716537826,24.03%,51.90%,47.99%,3785,565450
Jersey City,58.494361292412314,35.431796781581355,39.43%,72.80%,72.00%,5198,971073
St Petersburg,65.74613227513885,41.95874427100638,36.18%,64.01%,62.06%,4558,1010934
Laredo,37.94935759370609,33.19060340132356,12.54%,50.48%,48.22%,2489,364618
Madison,44.32852808630169,29.471586377238367,33.52%,60.20%,56.64%,1031,110129
Chandler,59.93018437268373,43.285885612585666,27.77%,64.82%,66.02%,3883,606710
Buffalo,43.2596731855568,32.164010838432795,25.65%,59.59%,61.39%,5796,1226259
Lubbock,52.88467886911966,44.20319835983948,16.42%,45.01%,45.93%,6623,889948
Scottsdale,87.8997322784305,58.326132870067745,33.64%,66.06%,66.27%,5227,753829
Reno,57.920283566534216,39.23967617660753,32.25%,69.13%,70.04%,5360,869712
Glendale,53.4361671497628,27.120583519507754,49.25%,79.63%,77.16%,282,49114
Gilbert,64.40157811610706,41.072242890555856,36.22%,63.00%,60.69%,4275,593479
Winston-Salem,38.55616674905362,34.510640975923046,10.49%,53.55%,53.37%,4086,756195
North Las Vegas,46.43112283715421,40.69466895613473,12.35%,54.95%,54.95%,3376,623074
Norfolk,44.876470527086305,38.05528892363928,15.20%,53.47%,52.11%,5792,1503716
Chesapeake,41.75080873500932,33.16099929794311,20.57%,55.90%,53.86%,2538,558633
Garland,36.13907227051746,31.96795161268125,11.54%,49.29%,47.08%,3655,700862
Irving,56.02968937738018,42.72039142357291,23.75%,61.14%,60.04%,4492,807062
Hialeah,34.22410646459744,32.15199990183953,6.05%,58.60%,54.99%,2123,318864
Fremont,77.2694937100715,46.53767391928493,39.77%,78.53%,79.05%,3313,563349
Boise,67.1447018697865,39.81476308306034,40.70%,67.32%,68.13%,3480,593370
Richmond,52.99984966858537,41.81696169617737,21.10%,59.61%,57.80%,9767,2032539
Baton Rouge,42.27992056622192,35.29998819501914,16.51%,40.93%,40.43%,8403,2736147
Spokane,59.65545625433489,42.27133984576918,29.14%,62.02%,60.24%,2664,450831
