location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.35092299481099,53.127015044681265,37.75%,72.75%,70.91%,187277,34243736
Los Angeles,102.75070142615785,71.21118783703419,30.70%,67.28%,66.17%,146015,28122177
Chicago,63.677395306513645,40.9001987828088,35.77%,69.98%,69.11%,71100,14084778
Houston,53.88587459510291,45.55933800418333,15.45%,54.66%,54.25%,86695,19925724
Phoenix,61.200056410319796,39.64205272481974,35.23%,65.14%,63.32%,26910,5273631
Philadelphia,54.549670939245665,41.010300755214615,24.82%,65.87%,64.47%,39325,9425800
San Antonio,45.788917211319536,35.27205987238565,22.97%,60.73%,61.06%,38896,7455503
San Diego,79.29703825480529,52.691404543642356,33.55%,72.24%,71.46%,35247,5708785
Dallas,64.90468245947498,47.695635205748594,26.51%,56.33%,55.36%,35237,7886835
San Jose,60.19672094801137,38.350741964516494,36.29%,78.72%,78.26%,15671,2592659
Austin,72.55511691616478,45.87163577381697,36.78%,66.42%,65.93%,33809,6003293
Jacksonville,46.82154598256973,39.57535607213524,15.48%,40.81%,40.53%,758,98284
Fort Worth,51.86802697183267,41.6261603482136,19.75%,54.77%,54.35%,16688,3032215
Columbus,44.17822887560684,31.066235333918165,29.68%,62.43%,61.68%,23059,4934377
San Francisco,111.86261158933436,54.7478550756706,51.06%,85.11%,84.11%,36090,5431309
Charlotte,57.84529437512371,40.60160599535301,29.81%,58.50%,57.57%,21241,4858028
Indianapolis,46.07160798570688,31.04947743968838,32.61%,62.05%,61.54%,18660,3644135
Seattle,97.88402223707288,46.23277770392542,52.77%,85.69%,85.64%,23842,4332829
Denver,81.17026211745996,50.03597608270888,38.36%,71.25%,71.18%,17581,3154907
Washington,80.8363569379039,53.71442318359082,33.55%,76.71%,75.61%,45279,8271193
Boston,74.157083894614,42.50119390604691,42.69%,76.21%,74.75%,24144,3793881
El Paso,50.89100612603565,39.5038689824399,22.38%,67.27%,67.88%,10817,1949130
Detroit,53.44354928755136,49.86735128417261,6.69%,52.52%,51.39%,11506,2678590
Nashville,73.13702258777202,46.21310965592433,36.81%,61.90%,60.18%,21939,4360016
Portland,79.43322301827257,46.59474009679725,41.34%,79.53%,78.59%,18434,4245084
Memphis,49.349734327965365,37.716161539722044,23.57%,59.32%,57.86%,12823,2945793
Oklahoma City,45.58391595124739,33.518933517144575,26.47%,56.65%,57.63%,10298,2077966
Las Vegas,83.5782722517326,64.5799269573632,22.73%,57.05%,56.96%,19556,3470068
Louisville,45.89611237887825,32.071050832770474,30.12%,60.35%,59.91%,8020,1550572
Baltimore,46.04904351876856,32.605710091794485,29.19%,64.36%,63.63%,14756,3626996
Milwaukee,52.88609617291883,38.02696230692338,28.10%,56.64%,56.38%,9153,1894295
Albuquerque,51.6734606584215,34.76600257468315,32.72%,70.53%,69.66%,7454,1310435
Tucson,53.752221208512694,38.00361384515575,29.30%,64.42%,63.81%,8770,1498735
