location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Cleveland,53.5484771947081,37.74684315418351,29.51%,57.52%,56.42%,10253,2231850
Bakersfield,39.028063347179376,28.473889792910004,27.04%,60.04%,59.68%,5988,1005551
Aurora,42.209161950335165,21.29866507929069,49.54%,72.68%,73.77%,771,71072
Anaheim,64.80051437372599,37.908734828119776,41.50%,64.30%,63.47%,8827,1053814
Honolulu,141.61144818176706,83.27092685618582,41.20%,80.58%,75.53%,12415,1252673
Santa Ana,46.381816513204804,24.641566769486435,46.87%,64.89%,64.59%,3149,477151
Riverside,45.31888654354194,32.37803904016612,28.56%,64.26%,65.64%,6378,923499
Corpus Christi,48.821785541317006,36.973584768650134,24.27%,54.58%,54.80%,5526,834276
Lexington,41.91282800716481,25.48120129706291,39.20%,58.48%,56.52%,1303,173181
Stockton,41.68270849083706,31.204560721647848,25.14%,54.52%,55.36%,3774,677391
Henderson,72.149204769377,44.23049480786201,38.70%,67.76%,68.65%,5690,1202711
St Paul,55.378223278385526,25.362303531584832,54.20%,84.71%,82.89%,4593,809462
St Louis,55.39639922184232,29.71981038004964,46.35%,80.66%,79.25%,7644,1381905
Cincinnati,55.14681583256472,25.7355403000137,53.33%,67.34%,67.08%,7432,1172207
Pittsburgh,53.58073613982672,29.336464072458693,45.25%,79.40%,77.74%,9603,1770161
Greensboro,36.72324068835288,26.813717661433675,26.98%,57.40%,58.03%,7606,1933564
Anchorage,109.49870271448654,53.84037130039571,50.83%,88.31%,84.65%,3771,712841
Plano,60.68793988818896,32.25385763951763,46.85%,76.71%,75.00%,4604,862846
Lincoln,54.23274179409875,31.465584519459394,41.98%,65.23%,65.84%,6104,685206
Orlando,91.9892245187063,62.69733014090459,31.84%,61.76%,61.00%,14551,2190119
Irvine,79.1383548523633,41.699159370562704,47.31%,80.56%,79.60%,4798,718950
Newark,54.10136903881086,30.048020051501144,44.46%,65.78%,64.53%,6613,1200189
Toledo,39.50313091772834,27.616377004652247,30.09%,66.97%,67.11%,4066,733406
Durham,50.74216058964907,30.141629461482076,40.60%,66.40%,66.84%,6140,1415722
Chula Vista,55.997674440853324,34.43960421426441,38.50%,76.67%,76.56%,3163,473423
Fort Wayne,43.09543876317484,30.7204924195402,28.72%,60.16%,54.66%,3643,514048
Jersey City,59.07042156274692,30.06774276427115,49.10%,79.08%,77.72%,4975,884452
St Petersburg,65.2909140988303,35.127580085089214,46.20%,73.47%,71.49%,4343,919157
Laredo,37.97948337052914,28.676665571237,24.49%,55.96%,54.35%,2387,336710
Madison,44.91944474339217,22.390182187893785,50.15%,70.31%,68.59%,990,106162
Chandler,59.429794733186306,35.2325462518229,40.72%,71.92%,72.81%,3740,555826
Buffalo,43.54508333511107,28.481705161979836,34.59%,67.88%,68.27%,5549,1113233
Lubbock,53.01961674374928,39.5412653709185,25.42%,49.85%,51.63%,6451,830386
Scottsdale,87.64726439745739,49.47816122583988,43.55%,74.60%,74.05%,5066,693619
Reno,57.520788409773346,31.44427839585974,45.33%,75.92%,75.11%,5175,793905
Glendale,53.01542482512979,18.459643357100045,65.18%,83.02%,82.60%,268,43993
Gilbert,64.31947143851079,33.297312408480806,48.23%,72.82%,70.29%,4136,536375
Winston-Salem,38.397524893877375,27.84776740456763,27.48%,59.89%,57.58%,3928,714434
North Las Vegas,46.69638445555107,34.472702029967635,26.18%,60.15%,61.49%,3187,567570
Norfolk,44.78838742660774,32.609787429696425,27.19%,61.42%,60.09%,5618,1410873
Chesapeake,41.88456762026775,27.88429122191983,33.43%,60.14%,60.27%,2426,519970
Garland,36.158846070465366,28.208690501410334,21.99%,56.75%,54.94%,3540,638137
Irving,56.318033618741964,36.303261446824045,35.54%,65.27%,62.67%,4351,750741
Hialeah,34.48833529928478,29.724180126959688,13.81%,58.13%,56.23%,2020,292915
Fremont,77.87279731554946,43.580033993819285,44.04%,82.23%,83.03%,3194,524355
Boise,67.07476421459101,32.3570047770341,51.76%,74.99%,75.35%,3389,543019
Richmond,53.08854462289277,35.80761907181951,32.55%,66.94%,65.43%,9452,1825848
Baton Rouge,42.35898575161809,30.660317111260056,27.62%,47.81%,46.13%,8064,2553724
Spokane,59.37264763379738,36.64176366776513,38.29%,67.12%,66.22%,2539,396563
