location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.4987381958056,43.796541719928136,48.78%,81.80%,80.88%,175661,29198177
Los Angeles,102.68575024661519,60.38486924681631,41.19%,76.90%,77.32%,135803,23987382
Chicago,63.706842685597195,32.3845199270441,49.17%,80.70%,81.13%,66045,11846593
Houston,53.75432883787438,38.23532312622951,28.87%,63.02%,64.67%,79604,16971359
Phoenix,61.32611673467869,31.84391221792642,48.07%,73.16%,73.90%,24779,4478008
Philadelphia,54.690485708713126,34.08070203870263,37.68%,74.29%,73.50%,36635,8083555
San Antonio,45.55478777878571,29.72917674555059,34.74%,68.96%,69.96%,36050,6384943
San Diego,79.34916975912684,43.56310813887167,45.10%,80.38%,81.21%,32905,4854491
Dallas,64.64553933466566,39.825138918624106,38.39%,66.75%,65.96%,32116,6614076
San Jose,60.022304016641506,28.724261373761603,52.14%,85.30%,85.79%,14691,2288771
Austin,72.60044129157353,38.32446762007993,47.21%,74.04%,76.29%,31421,5086297
Jacksonville,48.00282280609438,37.73663576845476,21.39%,40.89%,51.19%,705,86069
Fort Worth,51.72262900749912,34.223099527230765,33.83%,64.41%,65.93%,15482,2575596
Columbus,44.579032697896224,25.186408871676903,43.50%,70.23%,71.87%,21697,4285351
San Francisco,113.2123108091303,44.62519357627421,60.58%,91.75%,92.11%,34183,4647567
Charlotte,57.41750307117383,32.42785003715302,43.52%,67.41%,68.74%,19705,4096886
Indianapolis,46.807345057906566,26.08628183767011,44.27%,71.67%,73.17%,17420,3144813
Seattle,98.5262749170187,34.602937695192146,64.88%,92.70%,93.15%,22373,3668925
Denver,81.2552172095133,40.09189679994028,50.66%,79.00%,80.47%,16146,2591860
Washington,80.45655340766274,42.70675416152103,46.92%,83.71%,84.13%,42786,7183647
Boston,74.25893091365431,34.17697360499253,53.98%,84.16%,83.21%,22758,3256590
El Paso,51.08561214202971,32.38711562171382,36.60%,75.79%,79.10%,10066,1691043
Detroit,53.436537410710876,43.39448338003583,18.79%,64.56%,62.50%,10606,2255882
Nashville,72.56294099642115,38.227450526737485,47.32%,70.29%,71.75%,20593,3732432
Portland,79.7891080833219,38.423031060483325,51.84%,86.57%,86.04%,17210,3576274
Memphis,49.73841651506144,33.173951023142216,33.30%,67.29%,65.95%,11786,2505209
Oklahoma City,45.98357832165351,28.54045889356514,37.93%,64.93%,68.62%,9567,1749694
Las Vegas,83.48947197659102,56.38801478192335,32.46%,65.59%,67.17%,17845,2889695
Louisville,45.30707014388914,25.422442928856906,43.89%,68.40%,68.94%,7496,1306431
Baltimore,45.48204599341261,25.049579987400335,44.92%,71.50%,73.14%,13652,3106356
Milwaukee,52.885676896083254,31.24170766375376,40.93%,71.28%,73.42%,8415,1569241
Albuquerque,51.33226339964444,25.79773347078746,49.74%,81.94%,81.81%,6940,1116306
Tucson,53.632497261843646,30.310971197980667,43.48%,71.42%,74.74%,8112,1263972
Fresno,37.7286017957004,21.443124474018386,43.16%,66.50%,70.27%,8247,1389876
Mesa,48.76771145835933,32.25462467162901,33.86%,73.40%,72.49%,5572,914202
Sacramento,61.73729581443211,41.530466750083896,32.73%,73.63%,76.85%,9624,1637321
Atlanta,88.83122022116022,57.79877133696051,34.93%,59.37%,58.88%,34222,6539078
Kansas City,61.41300210602985,33.54968452861165,45.37%,72.76%,72.41%,10187,1685515
Colorado Springs,64.49151099091374,36.982191770483155,42.66%,78.96%,81.69%,5214,831060
Miami,114.04023478996668,78.377124745133,31.27%,66.62%,68.38%,23083,2289772
Raleigh,52.59072792042985,28.20878386004608,46.36%,71.03%,72.12%,11304,1778585
Omaha,49.4348143482912,28.805233978250236,41.73%,73.69%,74.32%,8928,1223527
Long Beach,55.578243976452406,32.02609859757699,42.38%,69.25%,70.44%,10649,2002892
Virginia Beach,49.80934250561726,33.3442795438197,33.06%,74.64%,72.81%,6960,1261453
Oakland,86.89444904236548,33.52474318959092,61.42%,85.00%,86.60%,10330,2089217
Minneapolis,69.69986111502513,32.02522160294349,54.05%,82.58%,82.42%,11846,2003505
Tulsa,50.00977177948718,30.341874890080927,39.33%,71.13%,70.06%,5263,878758
Arlington,56.0880564911245,30.359482400571302,45.87%,76.06%,75.86%,14626,2515954
Tampa,70.73309731178898,39.16822881418216,44.63%,70.60%,70.28%,10631,1672834
New Orleans,55.77482652880411,34.794914262284244,37.62%,64.92%,64.45%,17949,4352125
Wichita,39.289972686685495,23.245317114706065,40.84%,66.67%,64.06%,5714,767113
Cleveland,53.46755384501797,35.14110708228341,34.28%,61.52%,59.96%,9914,2105279
Bakersfield,39.338316922272725,27.306993503186014,30.58%,62.56%,62.18%,5830,955612
