location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.80730654726233,42.09266849288727,50.95%,84.45%,83.01%,171987,26665871
Los Angeles,102.67625768448042,57.5186701396709,43.98%,80.07%,79.56%,132404,21997206
Chicago,63.53299667125172,30.309067901223884,52.29%,83.74%,82.35%,64409,10819732
Houston,53.674376492910646,36.19287169900354,32.57%,67.85%,68.30%,76842,15410317
Phoenix,60.88027116097782,29.530021981058738,51.49%,76.23%,77.51%,24024,4028901
Philadelphia,54.748731068732255,33.00729993213424,39.71%,76.38%,75.76%,35450,7310183
San Antonio,45.41998655196141,28.273755719487582,37.75%,73.32%,72.23%,35037,5872964
San Diego,79.07946983426461,40.95141087725743,48.21%,84.10%,85.15%,32175,4430834
Dallas,64.43114728422427,37.15336795515523,42.34%,70.46%,69.05%,30991,6044985
San Jose,59.97023653980675,26.445187917175684,55.90%,86.61%,87.44%,14347,2105381
Austin,72.51967874478277,36.81314807830351,49.24%,78.13%,78.45%,30765,4711669
Jacksonville,47.35760606800313,36.30650947208098,23.34%,43.77%,47.66%,698,80148
Fort Worth,51.51725765100976,32.5454140541448,36.83%,66.55%,70.44%,15060,2362406
Columbus,44.69701443428024,24.818415599125167,44.47%,73.01%,72.22%,21140,3883001
San Francisco,113.34734180130563,43.94527570747615,61.23%,93.45%,93.44%,33707,4255103
Charlotte,57.487540199944526,31.257608650570848,45.63%,70.30%,72.43%,19036,3688613
Indianapolis,46.74134453227493,25.25371172863653,45.97%,73.78%,75.15%,16995,2850016
Seattle,98.70993872334009,32.96547960327446,66.60%,93.89%,93.25%,21913,3337682
Denver,81.4082333902692,38.18822350761954,53.09%,81.09%,81.17%,15664,2330700
Washington,80.30900345918657,38.23888239874718,52.39%,86.54%,85.89%,41783,6578996
Boston,74.95645644345728,32.84645594680933,56.18%,85.54%,82.55%,22449,3021879
El Paso,51.178707405564204,31.002217136703027,39.42%,81.21%,82.14%,9786,1559843
Detroit,54.27401149425191,43.940549297337526,19.04%,67.10%,63.90%,10184,2038401
