location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Nashville,73.00297955522845,37.565650463850986,48.54%,73.13%,72.74%,20184,3373910
Portland,79.02796506789582,35.655100442358865,54.88%,88.45%,86.73%,16784,3253131
Memphis,49.60586669628382,32.704718100717685,34.07%,70.06%,66.64%,11354,2254699
Oklahoma City,46.20665784283459,27.838039594166148,39.75%,67.32%,66.15%,9310,1586023
Las Vegas,83.19345633672094,55.011978008171624,33.87%,68.61%,71.54%,17246,2622861
Louisville,45.76300043093725,24.5831043346346,46.28%,73.52%,72.99%,7347,1183617
Baltimore,45.38179817275202,23.617678504484612,47.96%,75.47%,77.05%,13191,2825733
Milwaukee,52.69289855003859,29.304193727933548,44.39%,76.78%,75.34%,8136,1415988
Albuquerque,51.54452012903859,23.943014119416077,53.55%,85.08%,84.84%,6735,1017988
Tucson,53.93912573311946,28.262734900060707,47.60%,77.10%,77.85%,7917,1148671
Fresno,37.767683552740216,19.301558623859492,48.89%,68.99%,74.24%,8004,1280323
Mesa,48.876865133662534,30.81141812261232,36.96%,73.28%,73.84%,5414,839714
Sacramento,61.391947242656386,38.2159558188571,37.75%,75.12%,76.51%,9326,1487656
Atlanta,88.74661196415333,55.26538741858162,37.73%,62.82%,60.26%,32893,5893960
Kansas City,61.80162886070819,33.093363571640396,46.45%,74.16%,74.15%,9916,1526811
Colorado Springs,64.1386964658604,34.510527857411816,46.19%,83.39%,85.52%,5046,750174
Miami,113.20333221835138,74.87559882237986,33.86%,73.25%,74.65%,22259,2084215
Raleigh,51.839220526417066,25.354048012532488,51.09%,73.70%,71.30%,11039,1638426
Omaha,49.61534120870866,27.867434673228754,43.83%,78.17%,77.10%,8714,1109805
Long Beach,55.478312540808105,30.31451508271035,45.36%,72.75%,73.50%,10378,1849414
Virginia Beach,49.712916420273324,31.641190396330344,36.35%,77.98%,73.04%,6732,1144518
Oakland,87.08710069318865,31.602598011460874,63.71%,86.41%,88.67%,10056,1901051
Minneapolis,69.43837825984299,30.416333221434975,56.20%,84.13%,85.11%,11566,1780630
Tulsa,50.01372687912451,29.009323957257777,42.00%,72.17%,69.06%,5068,784183
Arlington,56.2013755865541,28.963361971795436,48.47%,79.33%,77.45%,14222,2241375
Tampa,70.64040618769525,35.852572285524516,49.25%,77.15%,75.16%,10316,1508462
New Orleans,55.93757021837088,34.126469626150325,38.99%,68.09%,68.13%,17527,3987616
Wichita,39.04441628498802,23.08839771028761,40.87%,70.14%,69.15%,5595,700173
Cleveland,53.508349506275394,34.02221851655108,36.42%,65.31%,65.62%,9640,1911857
Bakersfield,39.19411856091009,25.495070872321175,34.95%,66.03%,66.76%,5656,885053
Aurora,42.454783387721506,18.876481003308815,55.54%,81.77%,81.84%,716,60072
Anaheim,65.93019525243437,36.17988439081234,45.12%,69.82%,66.57%,8620,941550
Honolulu,139.9823113744651,69.72296160388652,50.19%,87.80%,84.64%,11792,1077329
Santa Ana,46.8952238453559,22.656611256761522,51.69%,68.32%,70.95%,2964,402718
Riverside,45.11653501439241,29.735731955678958,34.09%,68.39%,72.92%,6057,815586
Corpus Christi,48.965086078515895,36.1645202399686,26.14%,59.20%,63.61%,5247,709101
Lexington,41.888828745914324,21.926985267991803,47.65%,71.47%,68.04%,1229,154259
Stockton,41.59908231952054,27.93376505068084,32.85%,60.04%,62.92%,3540,587174
Henderson,72.92956272440604,37.94667700660297,47.97%,72.16%,74.71%,5346,1033133
St Paul,55.27567180014491,22.91156796601949,58.55%,87.32%,83.83%,4389,679278
St Louis,54.884016853782335,26.797371406076614,51.17%,85.51%,83.26%,7224,1171753
Cincinnati,55.565214807721404,24.799254923586155,55.37%,75.81%,74.27%,7035,985710
Pittsburgh,53.816958170557335,29.509866437321634,45.17%,81.46%,82.00%,9164,1532631
Greensboro,36.34270518834374,24.814147773751667,31.72%,64.26%,61.90%,7182,1700286
Anchorage,111.75467372576763,48.99065391035077,56.16%,95.05%,91.10%,3531,612629
Plano,71.14029153938431,45.81126960241159,35.60%,78.74%,77.38%,4345,736501
Lincoln,54.20546097949514,31.329854860053132,42.20%,71.03%,70.90%,5851,589638
Orlando,91.43590857069901,54.8944212915801,39.96%,66.99%,66.04%,13667,1831640
Irvine,78.225606172474,36.35232443793695,53.53%,86.06%,85.93%,4544,653327
Newark,53.008751970166855,24.744550953509126,53.32%,70.22%,69.72%,6211,1064080
Toledo,39.37555041280968,27.060707176807558,31.28%,72.21%,74.56%,3825,629813
Durham,49.32289096272825,24.97906046493211,49.36%,73.30%,72.95%,5846,1234382
Chula Vista,56.27390641661678,33.21500101394617,40.98%,79.13%,78.86%,2989,418463
Fort Wayne,42.45491985660244,28.3020802788608,33.34%,65.01%,65.60%,3411,427677
Jersey City,58.62535383449971,26.891464365006904,54.13%,83.22%,82.23%,4669,747712
St Petersburg,65.01146655779637,33.33877271193465,48.72%,76.86%,80.46%,4055,796283
Laredo,37.98993996159593,27.387073955768457,27.91%,66.91%,61.72%,2254,287368
Madison,44.2246911010066,21.35155941546246,51.72%,64.77%,73.01%,951,89431
Chandler,58.30172306054636,31.575064583853795,45.84%,77.34%,79.15%,3487,480915
Buffalo,43.59393600454158,27.71420661249507,36.43%,69.96%,72.83%,5210,946218
Lubbock,52.82527511879532,38.5699883069556,26.99%,56.54%,61.97%,6152,722902
Scottsdale,87.87818099162389,46.24109412055134,47.38%,80.75%,81.44%,4774,583015
Reno,57.90535289410869,31.368664852837643,45.83%,79.62%,79.90%,4945,683072
Glendale,55.2227842095172,15.255170717342398,72.38%,88.78%,89.53%,226,35055
Gilbert,63.74896577789174,34.3489995180415,46.12%,76.35%,77.14%,3935,457515
Winston-Salem,38.03364900771694,24.89605072512802,34.54%,65.09%,59.16%,3719,623139
North Las Vegas,46.6545604554414,31.640604771246583,32.18%,67.92%,73.98%,2950,491999
Norfolk,45.38196554931118,31.853781485969684,29.81%,66.39%,63.66%,5324,1232218
Chesapeake,41.966416933014926,25.967445402862516,38.12%,67.51%,61.71%,2265,447945
Garland,36.35718699965001,27.71459062271241,23.77%,61.76%,61.18%,3338,559040
Irving,56.358468395917484,32.83688920913211,41.74%,67.91%,66.59%,4084,668914
Hialeah,33.1859849548884,22.912792895487378,30.96%,73.56%,69.88%,1885,247107
Fremont,77.52558680434275,33.12428913619645,57.27%,86.77%,82.30%,2948,437012
Boise,66.8132021055812,30.429723453999294,54.46%,81.59%,76.31%,3218,459626
Richmond,53.47112810593919,33.22422609598366,37.87%,72.36%,71.26%,8904,1568380
Baton Rouge,42.27347897737309,28.69701008576377,32.12%,54.55%,54.47%,7553,2192169
Spokane,60.985082111256695,36.05635756464115,40.88%,69.62%,75.34%,2369,337708
