location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.28801581347294,46.38266795394559,45.62%,79.90%,78.55%,180700,31246368
Los Angeles,102.74184464328339,62.658504528706224,39.01%,73.91%,72.70%,140446,25681795
Chicago,63.5975883973853,34.851328538640495,45.20%,78.16%,76.63%,68223,12764543
Houston,53.919693538398946,40.11983138305051,25.59%,60.76%,60.34%,82905,18264376
Phoenix,61.42323448956252,33.27687319780337,45.82%,70.78%,70.06%,25758,4789649
Philadelphia,54.60596691151603,35.94000503418714,34.18%,72.23%,70.52%,37895,8659991
San Antonio,45.78354076559561,30.32676682423042,33.76%,67.18%,67.25%,37394,6848569
San Diego,79.3505838952497,44.830543936034516,43.50%,78.75%,76.82%,33969,5190076
Dallas,64.89914652716831,42.12204249189653,35.10%,63.64%,62.27%,33612,7131265
San Jose,60.126706925115606,31.155362433747932,48.18%,84.04%,83.68%,15164,2430970
Austin,72.6764942167062,39.25445685935748,45.99%,72.49%,72.31%,32601,5466256
Jacksonville,47.05728853873832,36.30774521304226,22.84%,44.35%,46.09%,746,91494
Fort Worth,51.66060297531548,36.222314275848476,29.88%,60.52%,59.73%,16046,2760419
Columbus,44.470336605061675,26.407303717009075,40.62%,66.79%,66.73%,22363,4530068
San Francisco,112.53774853587234,46.18520628091165,58.96%,90.15%,89.55%,35063,4957069
Charlotte,57.59561973741627,34.00675396380433,40.96%,64.87%,63.81%,20440,4409104
Indianapolis,46.75269911198997,27.726476622249717,40.70%,69.37%,69.12%,18016,3374222
Seattle,97.71759014119755,37.254533340604745,61.88%,91.75%,91.76%,23059,3936670
Denver,81.1187509498832,42.91907182585906,47.09%,77.64%,77.70%,16827,2838676
Washington,80.6109632260309,46.357493498172346,42.49%,82.61%,82.12%,43894,7656598
Boston,74.11884925722835,36.631705681739696,50.58%,82.34%,80.67%,23438,3489153
El Paso,50.940598223751095,34.52579815667479,32.22%,73.33%,74.28%,10404,1786513
Detroit,53.32434832966219,44.81221591782935,15.96%,61.37%,58.90%,11013,2427248
Nashville,72.59737301259266,39.63271784030566,45.41%,68.76%,68.33%,21222,3983026
Portland,79.60384181286561,40.01102961839878,49.74%,84.57%,83.98%,17784,3860975
Memphis,49.7784619550437,33.55632562543741,32.59%,64.18%,62.37%,12266,2694378
Oklahoma City,45.85307331311584,29.15464631368273,36.42%,61.89%,62.61%,9877,1894042
Las Vegas,83.50064922654046,59.29250526838812,28.99%,63.74%,63.79%,18635,3106745
Louisville,45.513139061628394,26.99118744836819,40.70%,67.78%,66.59%,7718,1407661
Baltimore,45.93447007843088,27.832425267587194,39.41%,69.55%,69.19%,14180,3332020
Milwaukee,53.10832683660372,33.73399409261441,36.48%,69.73%,68.15%,8738,1705966
Albuquerque,51.60610330942147,27.59617267268206,46.53%,78.28%,77.02%,7157,1191641
Tucson,53.63512908697616,32.03009732554058,40.28%,71.45%,72.01%,8410,1355734
Fresno,37.723378511098744,22.665218534023662,39.92%,64.75%,65.76%,8513,1477254
Mesa,48.692620046956456,34.487999169709376,29.17%,68.84%,65.84%,5765,962742
Sacramento,62.4371543621873,46.365822007969236,25.74%,70.22%,70.36%,10012,1756059
Atlanta,89.05516351947514,60.22092352277301,32.38%,56.84%,55.32%,35809,7049456
